,Language,Word Entropy,hemisphere,subject,model,accuracy
117,Dutch,Low,Left,sub-021,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,2.7558153371493077e-05
118,Dutch,Low,Right,sub-023,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,-1.5290958619838377e-05
119,Dutch,Low,Left,sub-023,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,-7.346248811020174e-06
120,Dutch,Low,Right,sub-025,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,5.19953462314596e-06
121,Dutch,Low,Left,sub-025,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,5.384473176923622e-05
122,Dutch,Low,Right,sub-027,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,3.5840384882532465e-06
123,Dutch,Low,Left,sub-027,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,1.1717571097923482e-05
124,Dutch,Low,Right,sub-028,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,-1.950568641170547e-05
125,Dutch,Low,Left,sub-028,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,-1.930283811176874e-05
126,Dutch,Low,Right,sub-017,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,0.0002103122586474894
127,Dutch,Low,Left,sub-017,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,4.373353532979344e-05
128,Dutch,Low,Right,sub-001,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,1.946576545911854e-06
129,Dutch,Low,Left,sub-001,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,1.0819985694862467e-05
130,Dutch,Low,Right,sub-026,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,-1.3097919198003503e-05
131,Dutch,Low,Left,sub-026,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,-1.2338035664156131e-07
132,Dutch,Low,Right,sub-029,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,-1.2228782388463314e-05
133,Dutch,Low,Left,sub-029,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,4.048007778145763e-05
134,Dutch,Low,Right,sub-033,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,-2.0606278203320885e-06
135,Dutch,Low,Left,sub-033,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,-5.488790052081004e-06
136,Dutch,Low,Right,sub-030,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,2.5598676589684933e-06
137,Dutch,Low,Left,sub-030,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,-1.2081403447878992e-06
138,Dutch,Low,Right,sub-032,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,7.379291503910266e-05
139,Dutch,Low,Left,sub-032,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,3.6546713937504756e-05
140,Dutch,Low,Right,sub-013,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,-1.9299928977830272e-05
141,Dutch,Low,Left,sub-013,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,-1.9193455976875233e-05
142,Dutch,Low,Right,sub-015,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,-2.31517494857258e-06
143,Dutch,Low,Left,sub-015,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,1.662720214686919e-05
144,Dutch,High,Right,sub-003,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,2.462696010639584e-05
145,Dutch,High,Left,sub-003,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,1.7585016999662957e-05
146,Dutch,High,Right,sub-004,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,2.167140738237597e-05
147,Dutch,High,Left,sub-004,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,4.4243757426817856e-05
148,Dutch,High,Right,sub-008,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,0.00011169169854463984
149,Dutch,High,Left,sub-008,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,4.721395673706569e-05
150,Dutch,High,Right,sub-009,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,6.0332932250739764e-05
151,Dutch,High,Left,sub-009,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,2.4956458425111917e-05
152,Dutch,High,Right,sub-010,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,-2.078108292554544e-06
153,Dutch,High,Left,sub-010,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,3.8332677979180445e-05
154,Dutch,High,Right,sub-011,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,5.712143145494007e-05
155,Dutch,High,Left,sub-011,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,0.00015609146046497666
156,Dutch,High,Right,sub-014,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,0.00014109429555590194
157,Dutch,High,Left,sub-014,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,0.00010418026211336256
158,Dutch,High,Right,sub-018,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,3.370468738031754e-05
159,Dutch,High,Left,sub-018,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,3.938668592828966e-05
160,Dutch,High,Right,sub-019,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,9.138074840028549e-05
161,Dutch,High,Left,sub-019,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,6.388756635121821e-05
162,Dutch,High,Right,sub-020,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,1.0828535379710388e-05
163,Dutch,High,Left,sub-020,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,3.344280595551472e-05
164,Dutch,High,Right,sub-021,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,3.737320971513772e-05
165,Dutch,High,Left,sub-021,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,9.907464969795676e-05
166,Dutch,High,Right,sub-023,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,2.194327563419722e-05
167,Dutch,High,Left,sub-023,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,1.528813680462806e-05
168,Dutch,High,Right,sub-025,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,3.3361572111684065e-05
169,Dutch,High,Left,sub-025,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,0.000112989649431233
170,Dutch,High,Right,sub-027,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,3.5077839207459e-05
171,Dutch,High,Left,sub-027,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,5.585829256514414e-05
172,Dutch,High,Right,sub-028,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,6.155610234765048e-07
173,Dutch,High,Left,sub-028,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,-8.699576789739583e-06
174,Dutch,High,Right,sub-017,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,0.0003293738557190442
175,Dutch,High,Left,sub-017,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,9.093633192587966e-05
176,Dutch,High,Right,sub-001,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,2.8963812209359468e-05
177,Dutch,High,Left,sub-001,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,7.034164011078078e-05
178,Dutch,High,Right,sub-026,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,-6.1183032412872125e-06
179,Dutch,High,Left,sub-026,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,3.578579977644042e-05
180,Dutch,High,Right,sub-029,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,1.644828852208099e-05
181,Dutch,High,Left,sub-029,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,0.00013773783904426945
182,Dutch,High,Right,sub-033,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,1.2921975207371066e-05
183,Dutch,High,Left,sub-033,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,3.129579875798786e-05
184,Dutch,High,Right,sub-030,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,4.224806182834964e-05
185,Dutch,High,Left,sub-030,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,4.8335295823715625e-05
186,Dutch,High,Right,sub-032,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,9.030704628684038e-05
187,Dutch,High,Left,sub-032,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,0.00012963593785615706
188,Dutch,High,Right,sub-013,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,4.81288550039204e-06
189,Dutch,High,Left,sub-013,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,-1.2826163693631487e-05
190,Dutch,High,Right,sub-015,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,6.105715691351762e-05
191,Dutch,High,Left,sub-015,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,7.031936496152129e-05
