,Language,Word Entropy,hemisphere,subject,model,accuracy
174,Dutch,High,Right,sub-017,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,0.000352572426555399
175,Dutch,High,Left,sub-017,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,7.024861302474434e-05
176,Dutch,High,Right,sub-001,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,4.355417158837438e-05
177,Dutch,High,Left,sub-001,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,7.850726114020907e-05
178,Dutch,High,Right,sub-026,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,0.00013731091739338126
179,Dutch,High,Left,sub-026,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,8.005176740221413e-05
180,Dutch,High,Right,sub-029,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,8.62677798867918e-05
181,Dutch,High,Left,sub-029,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,8.667532521767254e-05
182,Dutch,High,Right,sub-033,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,9.256537102728388e-05
183,Dutch,High,Left,sub-033,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,2.3189649792225948e-05
184,Dutch,High,Right,sub-030,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,0.00010125743434584898
185,Dutch,High,Left,sub-030,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,0.00011975397209298355
186,Dutch,High,Right,sub-032,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,0.0003626296111122912
187,Dutch,High,Left,sub-032,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,0.00011477298339173541
188,Dutch,High,Right,sub-013,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,0.00019564707305927303
189,Dutch,High,Left,sub-013,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,1.6626700138618664e-05
190,Dutch,High,Right,sub-015,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,2.912192105609144e-05
191,Dutch,High,Left,sub-015,freq2_equal_signal_acoustic+phonemes+surprisal+entropy,2.200859985071603e-05
