,Language,hemisphere,subject,model,accuracy
401,Dutch,right,sub-001,acoustic+phonemes+surprisal+entropy,0.0022981411122476505
402,Dutch,left,sub-010,acoustic+phonemes+surprisal+entropy,0.0021699447992684045
403,Dutch,right,sub-010,acoustic+phonemes+surprisal+entropy,0.003350717280800985
404,Dutch,left,sub-015,acoustic+phonemes+surprisal+entropy,0.0026123028954414575
405,Dutch,right,sub-015,acoustic+phonemes+surprisal+entropy,0.002095248165276047
406,Dutch,left,sub-019,acoustic+phonemes+surprisal+entropy,0.002602217257758915
407,Dutch,right,sub-019,acoustic+phonemes+surprisal+entropy,0.0028403269215890414
408,Dutch,left,sub-004,acoustic+phonemes+surprisal+entropy,0.003132691381671198
409,Dutch,right,sub-004,acoustic+phonemes+surprisal+entropy,0.0030887065015563504
410,Dutch,left,sub-028,acoustic+phonemes+surprisal+entropy,0.0019869975305258874
411,Dutch,right,sub-028,acoustic+phonemes+surprisal+entropy,0.002525293516810597
412,Dutch,left,sub-013,acoustic+phonemes+surprisal+entropy,0.0009044388680737647
413,Dutch,right,sub-013,acoustic+phonemes+surprisal+entropy,0.002305316562359556
414,Dutch,left,sub-020,acoustic+phonemes+surprisal+entropy,0.0012888734679539237
415,Dutch,right,sub-020,acoustic+phonemes+surprisal+entropy,0.0008706318786532674
416,Dutch,left,sub-003,acoustic+phonemes+surprisal+entropy,0.002138578493400889
417,Dutch,right,sub-003,acoustic+phonemes+surprisal+entropy,0.001269419347047103
418,Dutch,left,sub-026,acoustic+phonemes+surprisal+entropy,0.002623741547367083
419,Dutch,right,sub-026,acoustic+phonemes+surprisal+entropy,0.00338523983658647
420,Dutch,left,sub-030,acoustic+phonemes+surprisal+entropy,0.0029515796714481312
421,Dutch,right,sub-030,acoustic+phonemes+surprisal+entropy,0.004242849052357601
422,Dutch,left,sub-008,acoustic+phonemes+surprisal+entropy,0.001764131578354193
423,Dutch,right,sub-008,acoustic+phonemes+surprisal+entropy,0.005219557772756046
424,Dutch,left,sub-014,acoustic+phonemes+surprisal+entropy,0.006097478886942053
425,Dutch,right,sub-014,acoustic+phonemes+surprisal+entropy,0.006845358045916974
426,Dutch,left,sub-027,acoustic+phonemes+surprisal+entropy,0.0025846733561843164
427,Dutch,right,sub-027,acoustic+phonemes+surprisal+entropy,0.002004323968473552
428,Dutch,left,sub-032,acoustic+phonemes+surprisal+entropy,0.002227929955230137
429,Dutch,right,sub-032,acoustic+phonemes+surprisal+entropy,0.005671243254260631
430,Dutch,left,sub-021,acoustic+phonemes+surprisal+entropy,0.004017843094815774
431,Dutch,right,sub-021,acoustic+phonemes+surprisal+entropy,0.0034338850047793057
432,Dutch,left,sub-009,acoustic+phonemes+surprisal+entropy+freq,0.001980585572036455
433,Dutch,right,sub-009,acoustic+phonemes+surprisal+entropy+freq,0.0036212985402487925
434,Dutch,left,sub-011,acoustic+phonemes+surprisal+entropy+freq,0.003451401653250103
435,Dutch,right,sub-011,acoustic+phonemes+surprisal+entropy+freq,0.00298467673772306
436,Dutch,left,sub-017,acoustic+phonemes+surprisal+entropy+freq,0.002938852519896316
437,Dutch,right,sub-017,acoustic+phonemes+surprisal+entropy+freq,0.008799148917466918
438,Dutch,left,sub-023,acoustic+phonemes+surprisal+entropy+freq,0.002730225450913562
439,Dutch,right,sub-023,acoustic+phonemes+surprisal+entropy+freq,0.0018088663792802506
440,Dutch,left,sub-018,acoustic+phonemes+surprisal+entropy+freq,0.002016383105372564
441,Dutch,right,sub-018,acoustic+phonemes+surprisal+entropy+freq,0.0020997663362731047
442,Dutch,left,sub-029,acoustic+phonemes+surprisal+entropy+freq,0.0047140554260387295
443,Dutch,right,sub-029,acoustic+phonemes+surprisal+entropy+freq,0.002403419050317561
444,Dutch,left,sub-025,acoustic+phonemes+surprisal+entropy+freq,0.0028787384923558397
445,Dutch,right,sub-025,acoustic+phonemes+surprisal+entropy+freq,0.0030879011377089897
446,Dutch,left,sub-033,acoustic+phonemes+surprisal+entropy+freq,0.0027057747963848133
447,Dutch,right,sub-033,acoustic+phonemes+surprisal+entropy+freq,0.002898270859602274
448,Dutch,left,sub-001,acoustic+phonemes+surprisal+entropy+freq,0.0023585607229598122
449,Dutch,right,sub-001,acoustic+phonemes+surprisal+entropy+freq,0.0022710966959950864
450,Dutch,left,sub-010,acoustic+phonemes+surprisal+entropy+freq,0.0021656249209255234
451,Dutch,right,sub-010,acoustic+phonemes+surprisal+entropy+freq,0.0033342579350200585
452,Dutch,left,sub-015,acoustic+phonemes+surprisal+entropy+freq,0.002599901539402722
453,Dutch,right,sub-015,acoustic+phonemes+surprisal+entropy+freq,0.002079034158133058
454,Dutch,left,sub-019,acoustic+phonemes+surprisal+entropy+freq,0.0026325440759818004
455,Dutch,right,sub-019,acoustic+phonemes+surprisal+entropy+freq,0.0028395404606123983
456,Dutch,left,sub-004,acoustic+phonemes+surprisal+entropy+freq,0.0031361757366892545
457,Dutch,right,sub-004,acoustic+phonemes+surprisal+entropy+freq,0.003067179336920712
458,Dutch,left,sub-028,acoustic+phonemes+surprisal+entropy+freq,0.0019966076604995883
459,Dutch,right,sub-028,acoustic+phonemes+surprisal+entropy+freq,0.002508958442397803
460,Dutch,left,sub-013,acoustic+phonemes+surprisal+entropy+freq,0.0009199973400484825
461,Dutch,right,sub-013,acoustic+phonemes+surprisal+entropy+freq,0.002321528382847392
462,Dutch,left,sub-020,acoustic+phonemes+surprisal+entropy+freq,0.001323761086079967
463,Dutch,right,sub-020,acoustic+phonemes+surprisal+entropy+freq,0.0008845551775102642
464,Dutch,left,sub-003,acoustic+phonemes+surprisal+entropy+freq,0.0021549545240975242
465,Dutch,right,sub-003,acoustic+phonemes+surprisal+entropy+freq,0.0012757653293130559
466,Dutch,left,sub-026,acoustic+phonemes+surprisal+entropy+freq,0.0026460587262234353
467,Dutch,right,sub-026,acoustic+phonemes+surprisal+entropy+freq,0.0033735225391121797
468,Dutch,left,sub-030,acoustic+phonemes+surprisal+entropy+freq,0.0029372950938702305
469,Dutch,right,sub-030,acoustic+phonemes+surprisal+entropy+freq,0.004222025512255834
470,Dutch,left,sub-008,acoustic+phonemes+surprisal+entropy+freq,0.0017673300436693473
471,Dutch,right,sub-008,acoustic+phonemes+surprisal+entropy+freq,0.005208483759714044
472,Dutch,left,sub-014,acoustic+phonemes+surprisal+entropy+freq,0.006176038464517865
473,Dutch,right,sub-014,acoustic+phonemes+surprisal+entropy+freq,0.006871542443673877
474,Dutch,left,sub-027,acoustic+phonemes+surprisal+entropy+freq,0.002596877867294708
475,Dutch,right,sub-027,acoustic+phonemes+surprisal+entropy+freq,0.0019971588703633506
476,Dutch,left,sub-032,acoustic+phonemes+surprisal+entropy+freq,0.0023181846768537697
477,Dutch,right,sub-032,acoustic+phonemes+surprisal+entropy+freq,0.00564769422286599
478,Dutch,left,sub-021,acoustic+phonemes+surprisal+entropy+freq,0.0040552099763231575
479,Dutch,right,sub-021,acoustic+phonemes+surprisal+entropy+freq,0.0034535821470507173
