phonemes;phoneme_onset;phoneme_offset;words;word_onset;word_offset;cohort_entropy;cohort_surprisal;word_freq;word_entropy_GPT;word_number;entropy_class;word_freq_log
a:;205.28;205.36;haar;205.28;205.39;4.483571099;6.962709982;2975.8683;7.4748816;625;-1;11.53909496
r;205.36;205.39;haar;205.28;205.39;0.070521167;4.286527555;2975.8683;7.4748816;625;-1;11.53909496
Au;205.39;205.62;ouders;205.39;205.76;4.483571099;9.302894251;172.6069;6.600513;626;-1;7.431346328
d;205.62;205.65;ouders;205.39;205.76;0.011478882;1.715042779;172.6069;6.600513;626;-1;7.431346328
@;205.65;205.68;ouders;205.39;205.76;0.004435588;0.350291616;172.6069;6.600513;626;-1;7.431346328
s;205.68;205.76;ouders;205.39;205.76;0.003926918;8.197426569;172.6069;6.600513;626;-1;7.431346328
f;205.76;205.84;vaarwel;205.76;206.13;4.483571099;7.950002851;34.3247;7.918666;627;-1;5.101175206
a:;205.84;205.88;vaarwel;205.76;206.13;0.040921709;2.870634479;34.3247;7.918666;627;-1;5.101175206
r;205.88;205.95;vaarwel;205.76;206.13;0.006677248;5.282902602;34.3247;7.918666;627;-1;5.101175206
w;205.95;205.98;vaarwel;205.76;206.13;0.001006872;5.26534107;34.3247;7.918666;627;-1;5.101175206
E;205.98;206.02;vaarwel;205.76;206.13;0.000804976;4.896442252;34.3247;7.918666;627;-1;5.101175206
l;206.02;206.13;vaarwel;205.76;206.13;0.000804976;4.896442252;34.3247;7.918666;627;-1;5.101175206
t;206.13;206.18;te;206.13;206.21;4.483571099;5.057095733;7844.1238;8.762299;628;1;12.93739659
@;206.18;206.21;te;206.13;206.21;0.143024519;2.815404421;7844.1238;8.762299;628;1;12.93739659
s;206.21;206.32;zeggen;206.21;206.61;4.483571099;5.246233842;1085.905;7.429347;629;-1;10.08468218
E;206.32;206.37;zeggen;206.21;206.61;0.185596842;5.514391667;1085.905;7.429347;629;-1;10.08468218
G;206.37;206.54;zeggen;206.21;206.61;0.006937354;8.130035892;1085.905;7.429347;629;-1;10.08468218
@;206.54;206.61;zeggen;206.21;206.61;0.000812538;5.312218618;1085.905;7.429347;629;-1;10.08468218
e:;207.56;207.76;Eerst;207.56;207.85;4.483571099;5.298149722;359.1632;8.47959;630;1;8.488495728
r;207.76;207.79;Eerst;207.56;207.85;0.140538224;4.495007013;359.1632;8.47959;630;1;8.488495728
s;207.79;207.85;Eerst;207.56;207.85;0.012243146;1.297842548;359.1632;8.47959;630;1;8.488495728
w;207.85;207.88;weerstond;207.85;208.37;4.483571099;3.789347436;0.1372;7.639489;631;-1;-2.865647613
e:;207.88;207.92;weerstond;207.85;208.37;0.272972368;3.38703819;0.1372;7.639489;631;-1;-2.865647613
r;207.92;207.98;weerstond;207.85;208.37;0.036044974;1.062754186;0.1372;7.639489;631;-1;-2.865647613
s;207.98;208.1;weerstond;207.85;208.37;0.00688558;4.543300014;0.1372;7.639489;631;-1;-2.865647613
t;208.1;208.14;weerstond;207.85;208.37;0.001165522;1.764867876;0.1372;7.639489;631;-1;-2.865647613
O;208.14;208.23;weerstond;207.85;208.37;0.001084145;5.622811514;0.1372;7.639489;631;-1;-2.865647613
n;208.23;208.31;weerstond;207.85;208.37;0.000801555;5.104982635;0.1372;7.639489;631;-1;-2.865647613
t;208.31;208.37;weerstond;207.85;208.37;0.000801555;5.104982635;0.1372;7.639489;631;-1;-2.865647613
h;208.37;208.4;hij;208.37;208.45;4.483571099;3.919556756;8875.7405;8.9201355;632;1;13.11565177
Ei;208.4;208.45;hij;208.37;208.45;0.242825887;8.481156837;8875.7405;8.9201355;632;1;13.11565177
h;208.45;208.51;haar;208.45;208.57;4.483571099;3.919556756;2975.8683;7.641495;633;-1;11.53909496
a:;208.51;208.57;haar;208.45;208.57;0.242825887;2.899356108;2975.8683;7.641495;633;-1;11.53909496
b;208.57;208.67;bidden;208.57;209.06;4.483571099;4.642635154;36.8173;8.758895;634;1;5.202311925
I;208.67;208.78;bidden;208.57;209.06;0.194634275;5.878852023;36.8173;8.758895;634;1;5.202311925
d;208.78;208.83;bidden;208.57;209.06;0.005966382;7.376404489;36.8173;8.758895;634;1;5.202311925
@;208.83;208.95;bidden;208.57;209.06;0.000826721;4.528219724;36.8173;8.758895;634;1;5.202311925
n;208.95;209.06;bidden;208.57;209.06;0.000808779;4.694975096;36.8173;8.758895;634;1;5.202311925
