phonemes,phoneme_onset,phoneme_offset,words,word_onset,word_offset
k,5.53,5.56,kwam,5.53,5.66
w,5.56,5.59,kwam,5.53,5.66
A,5.59,5.63,kwam,5.53,5.66
m,5.63,5.66,kwam,5.53,5.66
Ei,5.66,5.74,hij,5.66,5.74
b,5.74,5.8,bij,5.74,5.94
Ei,5.8,5.94,bij,5.74,5.94
@,5.94,5.98,een,5.94,5.98
A,5.98,6.1,anderen,5.98,6.26
n,6.1,6.13,anderen,5.98,6.26
d,6.13,6.16,anderen,5.98,6.26
@,6.16,6.19,anderen,5.98,6.26
r,6.19,6.22,anderen,5.98,6.26
@,6.22,6.26,anderen,5.98,6.26
k,6.26,6.36,kolenbrander,6.26,7.07
o:,6.36,6.51,kolenbrander,6.26,7.07
l,6.51,6.54,kolenbrander,6.26,7.07
@,6.54,6.57,kolenbrander,6.26,7.07
b,6.57,6.65,kolenbrander,6.26,7.07
r,6.65,6.69,kolenbrander,6.26,7.07
A,6.69,6.82,kolenbrander,6.26,7.07
n,6.82,6.87,kolenbrander,6.26,7.07
d,6.87,6.95,kolenbrander,6.26,7.07
@,6.95,7.07,kolenbrander,6.26,7.07
d,7.07,7.13,die,7.07,7.18
i,7.13,7.18,die,7.07,7.18
b,7.18,7.25,bij,7.18,7.46
Ei,7.25,7.46,bij,7.18,7.46
t,7.46,7.5,het,7.46,7.5
f,7.5,7.6,vuur,7.5,7.72
y,7.6,7.69,vuur,7.5,7.72
r,7.69,7.72,vuur,7.5,7.72
z,7.72,7.79,zijn,7.72,7.85
@,7.79,7.82,zijn,7.72,7.85
n,7.82,7.85,zijn,7.72,7.85
a:,7.85,8.02,avondmaal,7.85,8.36
f,8.02,8.07,avondmaal,7.85,8.36
O,8.07,8.1,avondmaal,7.85,8.36
n,8.1,8.14,avondmaal,7.85,8.36
d,8.14,8.17,avondmaal,7.85,8.36
m,8.17,8.21,avondmaal,7.85,8.36
A,8.21,8.33,avondmaal,7.85,8.36
l,8.33,8.36,avondmaal,7.85,8.36
k,8.36,8.45,klaar,8.36,8.65
l,8.45,8.48,klaar,8.36,8.65
a:,8.48,8.53,klaar,8.36,8.65
r,8.53,8.65,klaar,8.36,8.65
m,8.65,8.69,maakte,8.65,9.08
a:,8.69,8.81,maakte,8.65,9.08
k,8.81,8.93,maakte,8.65,9.08
t,8.93,9.01,maakte,8.65,9.08
@,9.01,9.08,maakte,8.65,9.08
w,12.18,12.24,Wil,12.18,12.31
I,12.24,12.28,Wil,12.18,12.31
l,12.28,12.31,Wil,12.18,12.31
j,12.31,12.44,je,12.31,12.44
m,12.44,12.48,met,12.44,12.61
E,12.48,12.55,met,12.44,12.61
t,12.55,12.61,met,12.44,12.61
m,12.61,12.64,mij,12.61,12.7
Ei,12.64,12.7,mij,12.61,12.7
e:,12.7,12.91,eten,12.7,13.13
t,12.91,12.96,eten,12.7,13.13
@,12.96,13.13,eten,12.7,13.13
z,13.52,13.6,zei,13.52,13.73
Ei,13.6,13.73,zei,13.52,13.73
d,13.73,13.76,de,13.73,13.79
@,13.76,13.79,de,13.73,13.79
s,13.79,13.86,zwarte,13.79,14.12
w,13.86,13.91,zwarte,13.79,14.12
A,13.91,13.95,zwarte,13.79,14.12
r,13.95,14.01,zwarte,13.79,14.12
t,14.01,14.09,zwarte,13.79,14.12
@,14.09,14.12,zwarte,13.79,14.12
G,14.12,14.19,gezel,14.12,14.56
@,14.19,14.22,gezel,14.12,14.56
z,14.22,14.33,gezel,14.12,14.56
E,14.33,14.4,gezel,14.12,14.56
l,14.4,14.56,gezel,14.12,14.56
a:,15.21,15.4,aardappelen,15.21,15.73
r,15.4,15.45,aardappelen,15.21,15.73
d,15.45,15.48,aardappelen,15.21,15.73
A,15.48,15.56,aardappelen,15.21,15.73
p,15.56,15.63,aardappelen,15.21,15.73
@,15.63,15.66,aardappelen,15.21,15.73
l,15.66,15.69,aardappelen,15.21,15.73
@,15.69,15.73,aardappelen,15.21,15.73
m,15.73,15.79,met,15.73,15.89
E,15.79,15.83,met,15.73,15.89
t,15.83,15.89,met,15.73,15.89
s,15.89,15.96,zout,15.89,16.25
Au,15.96,16.2,zout,15.89,16.25
t,16.2,16.25,zout,15.89,16.25
m,16.3,16.37,maar,16.3,16.4
A,16.37,16.4,maar,16.3,16.4
z,16.4,16.49,zonder,16.4,16.71
O,16.49,16.61,zonder,16.4,16.71
n,16.61,16.65,zonder,16.4,16.71
@,16.65,16.71,zonder,16.4,16.71
f,16.71,16.77,vet,16.71,17.07
E,16.77,16.87,vet,16.71,17.07
p,16.87,16.95,vet,16.71,17.07
t,16.95,17.07,vet,16.71,17.07
x,17.7,17.76,ga,17.7,17.82
a:,17.76,17.82,ga,17.7,17.82
d,17.82,17.87,dan,17.82,17.93
A,17.87,17.93,dan,17.82,17.93
m,17.93,17.98,maar,17.93,18.02
a:,17.98,18.02,maar,17.93,18.02
z,18.02,18.12,zitten,18.02,18.35
I,18.12,18.17,zitten,18.02,18.35
t,18.17,18.28,zitten,18.02,18.35
@,18.28,18.35,zitten,18.02,18.35
n,19.97,20.02,Neen,19.97,20.38
e:,20.02,20.33,Neen,19.97,20.38
n,20.33,20.38,Neen,19.97,20.38
z,20.58,20.62,zei,20.58,20.75
Ei,20.62,20.75,zei,20.58,20.75
h,20.75,20.85,hij,20.75,21.03
Ei,20.85,21.03,hij,20.75,21.03
f,21.42,21.48,van,21.42,21.55
A,21.48,21.51,van,21.42,21.55
n,21.51,21.55,van,21.42,21.55
d,21.55,21.61,daag,21.55,21.89
a:,21.61,21.81,daag,21.55,21.89
x,21.81,21.89,daag,21.55,21.89
m,21.89,21.94,moet,21.89,22.07
u,21.94,22.01,moet,21.89,22.07
t,22.01,22.07,moet,21.89,22.07
j,22.07,22.12,je,22.07,22.17
@,22.12,22.17,je,22.07,22.17
m,22.17,22.22,mijn,22.17,22.41
Ei,22.22,22.41,mijn,22.17,22.41
x,22.41,22.51,gast,22.41,22.65
A,22.51,22.59,gast,22.41,22.65
s,22.59,22.65,gast,22.41,22.65
s,22.65,22.75,zijn,22.65,23.01
Ei,22.75,22.92,zijn,22.65,23.01
n,22.92,23.01,zijn,22.65,23.01
E,23.42,23.49,en,23.42,23.54
n,23.49,23.54,en,23.42,23.54
Ei,23.54,23.63,hij,23.54,23.63
s,23.63,23.77,spreidde,23.63,24.1
p,23.77,23.84,spreidde,23.63,24.1
r,23.84,23.87,spreidde,23.63,24.1
Ei,23.87,24.04,spreidde,23.63,24.1
d,24.04,24.07,spreidde,23.63,24.1
@,24.07,24.1,spreidde,23.63,24.1
z,24.1,24.16,zijn,24.1,24.22
@,24.16,24.19,zijn,24.1,24.22
n,24.19,24.22,zijn,24.1,24.22
k,24.22,24.31,kleedje,24.22,24.61
l,24.31,24.36,kleedje,24.22,24.61
e:,24.36,24.51,kleedje,24.22,24.61
t,24.51,24.57,kleedje,24.22,24.61
j,24.57,24.61,kleedje,24.22,24.61
9y,24.61,24.84,uit,24.61,24.97
t,24.84,24.97,uit,24.61,24.97
E,24.97,25.08,en,24.97,25.08
t,25.08,25.14,’t,25.08,25.14
w,25.14,25.17,was,25.14,25.31
A,25.17,25.24,was,25.14,25.31
s,25.24,25.31,was,25.14,25.31
d,25.37,25.41,dadelijk,25.37,25.78
a:,25.41,25.61,dadelijk,25.37,25.78
d,25.61,25.64,dadelijk,25.37,25.78
l,25.64,25.68,dadelijk,25.37,25.78
@,25.68,25.71,dadelijk,25.37,25.78
k,25.71,25.78,dadelijk,25.37,25.78
m,25.78,25.82,met,25.78,25.93
E,25.82,25.87,met,25.78,25.93
t,25.87,25.93,met,25.78,25.93
@,25.93,25.97,de,25.93,26.06
n,25.97,26.06,de,25.93,26.06
h,26.06,26.15,heerlijkste,26.06,26.6
e:,26.15,26.27,heerlijkste,26.06,26.6
r,26.27,26.3,heerlijkste,26.06,26.6
l,26.3,26.33,heerlijkste,26.06,26.6
@,26.33,26.36,heerlijkste,26.06,26.6
k,26.36,26.43,heerlijkste,26.06,26.6
s,26.43,26.49,heerlijkste,26.06,26.6
t,26.49,26.54,heerlijkste,26.06,26.6
@,26.54,26.6,heerlijkste,26.06,26.6
x,26.6,26.69,gerechten,26.6,27.06
@,26.69,26.73,gerechten,26.6,27.06
r,26.73,26.77,gerechten,26.6,27.06
E,26.77,26.83,gerechten,26.6,27.06
x,26.83,26.96,gerechten,26.6,27.06
t,26.96,27.03,gerechten,26.6,27.06
@,27.03,27.06,gerechten,26.6,27.06
b,27.06,27.12,bezet,27.06,27.49
@,27.12,27.15,bezet,27.06,27.49
z,27.15,27.26,bezet,27.06,27.49
E,27.26,27.31,bezet,27.06,27.49
p,27.31,27.41,bezet,27.06,27.49
t,27.41,27.49,bezet,27.06,27.49
s,28.03,28.11,Zij,28.03,28.16
Ei,28.11,28.16,Zij,28.03,28.16
a:,28.16,28.47,aten,28.16,28.61
t,28.47,28.58,aten,28.16,28.61
@,28.58,28.61,aten,28.16,28.61
E,28.61,28.71,en,28.61,28.79
n,28.71,28.79,en,28.61,28.79
d,28.79,28.84,dronken,28.79,29.11
r,28.84,28.88,dronken,28.79,29.11
O,28.88,28.93,dronken,28.79,29.11
N,28.93,29.05,dronken,28.79,29.11
k,29.05,29.08,dronken,28.79,29.11
@,29.08,29.11,dronken,28.79,29.11
s,29.11,29.25,samen,29.11,29.6
a:,29.25,29.46,samen,29.11,29.6
m,29.46,29.5,samen,29.11,29.6
@,29.5,29.6,samen,29.11,29.6
E,30.02,30.1,en,30.02,30.16
n,30.1,30.16,en,30.02,30.16
h,30.16,30.19,hadden,30.16,30.34
A,30.19,30.28,hadden,30.16,30.34
d,30.28,30.31,hadden,30.16,30.34
@,30.31,30.34,hadden,30.16,30.34
s,30.34,30.49,schik,30.34,30.66
x,30.49,30.54,schik,30.34,30.66
I,30.54,30.62,schik,30.34,30.66
g,30.62,30.66,schik,30.34,30.66
n,32.14,32.2,Na,32.14,32.32
a:,32.2,32.32,Na,32.14,32.32
@,32.32,32.36,het,32.32,32.4
t,32.36,32.4,het,32.32,32.4
e:,32.4,32.58,eten,32.4,32.66
t,32.58,32.66,eten,32.4,32.66
s,32.66,32.76,zei,32.66,32.84
Ei,32.76,32.84,zei,32.66,32.84
d,32.84,32.87,de,32.84,32.9
@,32.87,32.9,de,32.84,32.9
k,32.9,32.99,kolenbrander,32.9,33.63
o:,32.99,33.14,kolenbrander,32.9,33.63
l,33.14,33.17,kolenbrander,32.9,33.63
@,33.17,33.2,kolenbrander,32.9,33.63
b,33.2,33.26,kolenbrander,32.9,33.63
r,33.26,33.31,kolenbrander,32.9,33.63
A,33.31,33.42,kolenbrander,32.9,33.63
n,33.42,33.46,kolenbrander,32.9,33.63
d,33.46,33.52,kolenbrander,32.9,33.63
@,33.52,33.59,kolenbrander,32.9,33.63
r,33.59,33.63,kolenbrander,32.9,33.63
I,34.68,34.74,ik,34.68,34.83
k,34.74,34.83,ik,34.68,34.83
E,34.83,34.86,heb,34.83,34.89
p,34.86,34.89,heb,34.83,34.89
@,34.95,35.01,een,34.95,35.01
Au,35.1,35.25,oud,35.1,35.32
t,35.25,35.32,oud,35.1,35.32
f,35.32,35.37,versleten,35.32,35.82
@,35.37,35.4,versleten,35.32,35.82
s,35.4,35.52,versleten,35.32,35.82
l,35.52,35.55,versleten,35.32,35.82
e:,35.55,35.67,versleten,35.32,35.82
t,35.67,35.77,versleten,35.32,35.82
@,35.77,35.82,versleten,35.32,35.82
h,35.82,35.89,hoedje,35.82,36.18
u,35.89,35.96,hoedje,35.82,36.18
t,35.96,36.05,hoedje,35.82,36.18
j,36.05,36.12,hoedje,35.82,36.18
@,36.12,36.18,hoedje,35.82,36.18
t,36.84,36.87,dat,36.84,36.98
A,36.87,36.91,dat,36.84,36.98
t,36.91,36.98,dat,36.84,36.98
h,36.98,37.03,heeft,36.98,37.16
e:,37.03,37.09,heeft,36.98,37.16
f,37.09,37.16,heeft,36.98,37.16
s,37.16,37.35,zeldzame,37.16,37.83
E,37.35,37.42,zeldzame,37.16,37.83
l,37.42,37.51,zeldzame,37.16,37.83
t,37.51,37.58,zeldzame,37.16,37.83
s,37.58,37.66,zeldzame,37.16,37.83
a:,37.66,37.7,zeldzame,37.16,37.83
m,37.7,37.73,zeldzame,37.16,37.83
@,37.73,37.78,zeldzame,37.16,37.83
n,37.78,37.83,zeldzame,37.16,37.83
Ei,37.83,38.04,eigenschappen,37.83,38.56
G,38.04,38.12,eigenschappen,37.83,38.56
@,38.12,38.15,eigenschappen,37.83,38.56
s,38.15,38.24,eigenschappen,37.83,38.56
x,38.24,38.32,eigenschappen,37.83,38.56
A,38.32,38.38,eigenschappen,37.83,38.56
p,38.38,38.52,eigenschappen,37.83,38.56
@,38.52,38.56,eigenschappen,37.83,38.56
A,39.55,39.61,als,39.55,39.69
s,39.61,39.69,als,39.55,39.69
i,39.69,39.76,iemand,39.69,39.96499
m,39.76,39.8,iemand,39.69,39.96499
A,39.8,39.88,iemand,39.69,39.96499
n,39.88,39.92,iemand,39.69,39.96499
t,39.92,39.96499,iemand,39.69,39.96499
t,39.96499,40.03998,het,39.96499,40.03998
O,40.11,40.21,opzet,40.11,40.71
p,40.21,40.29,opzet,40.11,40.71
s,40.29,40.42,opzet,40.11,40.71
E,40.42,40.51,opzet,40.11,40.71
p,40.51,40.56,opzet,40.11,40.71
t,40.56,40.71,opzet,40.11,40.71
E,41.05,41.13,en,41.05,41.19
n,41.13,41.19,en,41.05,41.19
O,41.19,41.23,op,41.19,41.3
p,41.23,41.3,op,41.19,41.3
s,41.3,41.4,zijn,41.3,41.5
@,41.4,41.45,zijn,41.3,41.5
n,41.45,41.5,zijn,41.3,41.5
h,41.5,41.56,hoofd,41.5,41.85
o:,41.56,41.71,hoofd,41.5,41.85
f,41.71,41.76,hoofd,41.5,41.85
t,41.76,41.85,hoofd,41.5,41.85
r,41.85,41.9,ronddraait,41.85,42.5
O,41.9,41.98,ronddraait,41.85,42.5
n,41.98,42.05,ronddraait,41.85,42.5
d,42.05,42.1,ronddraait,41.85,42.5
r,42.1,42.15,ronddraait,41.85,42.5
a:,42.15,42.3,ronddraait,41.85,42.5
j,42.3,42.39,ronddraait,41.85,42.5
t,42.39,42.5,ronddraait,41.85,42.5
d,42.88,42.92,dan,42.88,43.0
A,42.92,43.0,dan,42.88,43.0
s,43.0,43.12,schieten,43.0,43.41
x,43.12,43.25,schieten,43.0,43.41
i,43.25,43.29,schieten,43.0,43.41
t,43.29,43.38,schieten,43.0,43.41
@,43.38,43.41,schieten,43.0,43.41
d,43.41,43.47,de,43.41,43.51
@,43.47,43.51,de,43.41,43.51
k,43.56,43.62,kanonnen,43.56,43.98
a:,43.62,43.68,kanonnen,43.56,43.98
n,43.68,43.79,kanonnen,43.56,43.98
O,43.79,43.91,kanonnen,43.56,43.98
n,43.91,43.95,kanonnen,43.56,43.98
@,43.95,43.98,kanonnen,43.56,43.98
O,43.98,44.23,of,43.98,44.3
f,44.23,44.3,of,43.98,44.3
@,44.3,44.33,er,44.3,44.36
r,44.33,44.36,er,44.3,44.36
t,44.5,44.55,twaalf,44.5,44.91
w,44.55,44.58,twaalf,44.5,44.91
a:,44.58,44.7,twaalf,44.5,44.91
l,44.7,44.8,twaalf,44.5,44.91
@,44.8,44.84,twaalf,44.5,44.91
f,44.84,44.91,twaalf,44.5,44.91
n,44.98,45.01,naast,44.98,45.25
a:,45.01,45.13,naast,44.98,45.25
s,45.13,45.2,naast,44.98,45.25
t,45.2,45.25,naast,44.98,45.25
@,45.25,45.29,elkander,45.25,45.67
l,45.29,45.34,elkander,45.25,45.67
k,45.34,45.43,elkander,45.25,45.67
A,45.43,45.52,elkander,45.25,45.67
n,45.52,45.6,elkander,45.25,45.67
d,45.6,45.64,elkander,45.25,45.67
@,45.64,45.67,elkander,45.25,45.67
w,45.67,45.72,waren,45.67,45.86
a:,45.72,45.83,waren,45.67,45.86
r,45.83,45.86,waren,45.67,45.86
O,45.86,46.0,opgesteld,45.86,46.55
p,46.0,46.07,opgesteld,45.86,46.55
x,46.07,46.1,opgesteld,45.86,46.55
@,46.1,46.13,opgesteld,45.86,46.55
s,46.13,46.22,opgesteld,45.86,46.55
t,46.22,46.27,opgesteld,45.86,46.55
@,46.27,46.32,opgesteld,45.86,46.55
l,46.32,46.43,opgesteld,45.86,46.55
t,46.43,46.55,opgesteld,45.86,46.55
E,47.58,47.68,en,47.58,47.68
z,47.68,47.76,ze,47.68,47.79
@,47.76,47.79,ze,47.68,47.79
s,47.79,47.88,schieten,47.79,48.1
x,47.88,47.91,schieten,47.79,48.1
i,47.91,48.03,schieten,47.79,48.1
t,48.03,48.07,schieten,47.79,48.1
@,48.07,48.1,schieten,47.79,48.1
A,48.1,48.22,alles,48.1,48.41
l,48.22,48.27,alles,48.1,48.41
@,48.27,48.32,alles,48.1,48.41
s,48.32,48.41,alles,48.1,48.41
n,48.41,48.48,neêr,48.41,48.72
e:,48.48,48.63,neêr,48.41,48.72
r,48.63,48.72,neêr,48.41,48.72
t,49.01,49.07,dat,49.01,49.17
A,49.07,49.13,dat,49.01,49.17
t,49.13,49.17,dat,49.01,49.17
n,49.17,49.32,niemand,49.17,49.66
i,49.32,49.42,niemand,49.17,49.66
m,49.42,49.45,niemand,49.17,49.66
A,49.45,49.56,niemand,49.17,49.66
n,49.56,49.59,niemand,49.17,49.66
t,49.59,49.66,niemand,49.17,49.66
E,49.66,49.71,er,49.66,49.76
r,49.71,49.76,er,49.66,49.76
i,49.76,49.86,iets,49.76,49.95
t,49.86,49.92,iets,49.76,49.95
s,49.92,49.95,iets,49.76,49.95
a:,49.95,50.07,aan,49.95,50.1
n,50.07,50.1,aan,49.95,50.1
f,50.1,50.15,verhelpen,50.1,50.48
@,50.15,50.18,verhelpen,50.1,50.48
h,50.18,50.21,verhelpen,50.1,50.48
E,50.21,50.28,verhelpen,50.1,50.48
l,50.28,50.4,verhelpen,50.1,50.48
p,50.4,50.45,verhelpen,50.1,50.48
@,50.45,50.48,verhelpen,50.1,50.48
k,50.48,50.6,kan,50.48,50.82
A,50.6,50.72,kan,50.48,50.82
m,50.72,50.82,kan,50.48,50.82
a:,52.06,52.14,Aan,52.06,52.17
n,52.14,52.17,Aan,52.06,52.17
E,52.17,52.22,het,52.17,52.26
t,52.22,52.26,het,52.17,52.26
h,52.26,52.3,hoedje,52.26,52.52
u,52.3,52.39,hoedje,52.26,52.52
t,52.39,52.44,hoedje,52.26,52.52
j,52.44,52.52,hoedje,52.26,52.52
h,52.52,52.6,heb,52.52,52.77
E,52.6,52.71,heb,52.52,52.77
p,52.71,52.77,heb,52.52,52.77
@,52.77,52.8,ik,52.77,52.84
k,52.8,52.84,ik,52.77,52.84
n,52.89,52.92,niets,52.89,53.21
i,52.92,53.04,niets,52.89,53.21
t,53.04,53.11,niets,52.89,53.21
s,53.11,53.21,niets,52.89,53.21
E,53.62,53.71,en,53.62,53.74
n,53.71,53.74,en,53.62,53.74
@,53.74,53.79,ik,53.74,53.85
k,53.79,53.85,ik,53.74,53.85
w,53.85,53.88,wil,53.85,53.95
I,53.88,53.91,wil,53.85,53.95
l,53.91,53.95,wil,53.85,53.95
@,53.95,54.0,het,53.95,54.04
t,54.0,54.04,het,53.95,54.04
G,54.1,54.13,graag,54.1,54.36499
r,54.13,54.16,graag,54.1,54.36499
a:,54.16,54.31,graag,54.1,54.36499
x,54.31,54.36499,graag,54.1,54.36499
x,54.36499,54.45998,geven,54.36499,54.68
e:,54.45998,54.6,geven,54.36499,54.68
v,54.6,54.63,geven,54.36499,54.68
@,54.63,54.68,geven,54.36499,54.68
f,54.68,54.78,voor,54.68,54.81
O,54.78,54.81,voor,54.68,54.81
j,54.81,54.9,je,54.81,54.93
@,54.9,54.93,je,54.81,54.93
k,54.93,55.03,kleedje,54.93,55.44
l,55.03,55.08,kleedje,54.93,55.44
e:,55.08,55.18,kleedje,54.93,55.44
t,55.18,55.33,kleedje,54.93,55.44
j,55.33,55.4,kleedje,54.93,55.44
@,55.4,55.44,kleedje,54.93,55.44
d,56.77,56.82,Dat,56.77,56.97
A,56.82,56.93,Dat,56.77,56.97
t,56.93,56.97,Dat,56.77,56.97
x,57.03,57.14,geloof,57.03,57.32
@,57.14,57.19,geloof,57.03,57.32
l,57.19,57.23,geloof,57.03,57.32
o:,57.23,57.29,geloof,57.03,57.32
f,57.29,57.32,geloof,57.03,57.32
@,57.32,57.38,ik,57.32,57.45
k,57.38,57.45,ik,57.32,57.45
w,57.45,57.5,wel,57.45,57.76
E,57.5,57.57,wel,57.45,57.76
l,57.57,57.76,wel,57.45,57.76
z,57.76,57.82,zei,57.76,57.91
Ei,57.82,57.91,zei,57.76,57.91
h,57.91,57.99,hij,57.91,58.21
Ei,57.99,58.21,hij,57.91,58.21
n,58.59,58.64,nam,58.59,58.76
A,58.64,58.72,nam,58.59,58.76
m,58.72,58.76,nam,58.59,58.76
@,58.76,58.82,het,58.76,58.88
t,58.82,58.88,het,58.76,58.88
h,58.88,58.92,hoedje,58.88,59.21
u,58.92,58.99,hoedje,58.88,59.21
t,58.99,59.09,hoedje,58.88,59.21
j,59.09,59.15,hoedje,58.88,59.21
@,59.15,59.21,hoedje,58.88,59.21
E,59.53,59.61,en,59.53,59.61
l,59.61,59.66,liet,59.61,59.76
i,59.66,59.72,liet,59.61,59.76
t,59.72,59.76,liet,59.61,59.76
z,59.76,59.83,zijn,59.76,59.89
@,59.83,59.86,zijn,59.76,59.89
n,59.86,59.89,zijn,59.76,59.89
k,59.94,59.97,kleedje,59.94,60.27
l,59.97,60.02,kleedje,59.94,60.27
e:,60.02,60.14,kleedje,59.94,60.27
t,60.14,60.22,kleedje,59.94,60.27
j,60.22,60.27,kleedje,59.94,60.27
A,60.27,60.42,achter,60.27,60.78
x,60.42,60.53,achter,60.27,60.78
t,60.53,60.6,achter,60.27,60.78
@,60.6,60.78,achter,60.27,60.78
m,62.77,62.84,Maar,62.77,62.93
a:,62.84,62.89,Maar,62.77,62.93
r,62.89,62.93,Maar,62.77,62.93
t,63.02,63.1,toen,63.02,63.27
u,63.1,63.22,toen,63.02,63.27
n,63.22,63.27,toen,63.02,63.27
h,63.27,63.32,hij,63.27,63.48
Ei,63.32,63.48,hij,63.27,63.48
@,63.48,63.51,een,63.48,63.51
Ei,63.51,63.68,eindje,63.51,63.83
n,63.68,63.71,eindje,63.51,63.83
t,63.71,63.78,eindje,63.51,63.83
j,63.78,63.83,eindje,63.51,63.83
f,63.83,63.92,ver,63.83,64.13
E,63.92,64.08,ver,63.83,64.13
r,64.08,64.13,ver,63.83,64.13
w,64.13,64.16,was,64.13,64.44
A,64.16,64.32,was,64.13,64.44
s,64.32,64.44,was,64.13,64.44
k,64.44,64.54,klopte,64.44,64.79
l,64.54,64.59,klopte,64.44,64.79
O,64.59,64.64,klopte,64.44,64.79
p,64.64,64.74,klopte,64.44,64.79
t,64.74,64.79,klopte,64.44,64.79
Ei,64.79,64.94,hij,64.79,64.94
O,64.94,64.98,op,64.94,65.06
b,64.98,65.06,op,64.94,65.06
@,65.06,65.09,het,65.06,65.14
t,65.09,65.14,het,65.06,65.14
r,65.14,65.18,ranseltje,65.14,65.73
A,65.18,65.29,ranseltje,65.14,65.73
n,65.29,65.34,ranseltje,65.14,65.73
s,65.34,65.43,ranseltje,65.14,65.73
E,65.43,65.47,ranseltje,65.14,65.73
l,65.47,65.51,ranseltje,65.14,65.73
t,65.51,65.58,ranseltje,65.14,65.73
j,65.58,65.64,ranseltje,65.14,65.73
@,65.64,65.73,ranseltje,65.14,65.73
E,66.07,66.16,en,66.07,66.16
z,66.16,66.25,zijn,66.16,66.35
Ei,66.25,66.35,zijn,66.16,66.35
s,66.35,66.47,soldaten,66.35,67.06
O,66.47,66.56,soldaten,66.35,67.06
l,66.56,66.59,soldaten,66.35,67.06
d,66.59,66.65,soldaten,66.35,67.06
a:,66.65,66.88,soldaten,66.35,67.06
t,66.88,66.97,soldaten,66.35,67.06
@,66.97,67.06,soldaten,66.35,67.06
m,67.3,67.37,moesten,67.3,67.58
u,67.37,67.44,moesten,67.3,67.58
s,67.44,67.53,moesten,67.3,67.58
@,67.53,67.58,moesten,67.3,67.58
t,67.58,67.65,toen,67.58,67.76
Y,67.65,67.7,toen,67.58,67.76
n,67.7,67.76,toen,67.58,67.76
t,67.76,67.79,het,67.76,67.79
d,67.79,67.85,doekje,67.79,68.04
u,67.85,67.94,doekje,67.79,68.04
k,67.94,68.0,doekje,67.79,68.04
j,68.0,68.04,doekje,67.79,68.04
t,68.04,68.13,terughalen,68.04,68.76
r,68.13,68.18,terughalen,68.04,68.76
Y,68.18,68.25,terughalen,68.04,68.76
x,68.25,68.34,terughalen,68.04,68.76
h,68.34,68.37,terughalen,68.04,68.76
a:,68.37,68.54,terughalen,68.04,68.76
l,68.54,68.6,terughalen,68.04,68.76
@,68.6,68.71,terughalen,68.04,68.76
n,68.71,68.76,terughalen,68.04,68.76
h,70.52,70.56,Het,70.52,70.66
E,70.56,70.6,Het,70.52,70.66
t,70.6,70.66,Het,70.52,70.66
k,70.66,70.72,komt,70.66,70.89
O,70.72,70.76,komt,70.66,70.89
m,70.76,70.82,komt,70.66,70.89
t,70.82,70.89,komt,70.66,70.89
