,Language,Word Entropy,hemisphere,model,time,subject,accuracy
5972,French,High,Right,Surprisal,10,sub-018,1.0172987328285089e-07
5973,French,High,Left,Surprisal,10,sub-018,6.229019430752639e-07
5974,French,High,Right,Entropy,10,sub-018,-1.203122936581234e-06
5975,French,High,Left,Entropy,10,sub-018,-3.3282501962003446e-06
5976,French,High,Right,Phoneme_onset,10,sub-019,1.4977930381054675e-06
5977,French,High,Left,Phoneme_onset,10,sub-019,2.6034605977633294e-06
5978,French,High,Right,Surprisal,10,sub-019,-3.593295897614903e-06
5979,French,High,Left,Surprisal,10,sub-019,-1.6804944172107723e-06
5980,French,High,Right,Entropy,10,sub-019,-2.1181000743221103e-06
5981,French,High,Left,Entropy,10,sub-019,-3.715699809550049e-06
5982,French,High,Right,Phoneme_onset,10,sub-020,1.50986848592241e-06
5983,French,High,Left,Phoneme_onset,10,sub-020,9.76640270546255e-07
5984,French,High,Right,Surprisal,10,sub-020,-1.1789867189659633e-06
5985,French,High,Left,Surprisal,10,sub-020,-5.3147170777758246e-08
5986,French,High,Right,Entropy,10,sub-020,-2.882712511099797e-06
5987,French,High,Left,Entropy,10,sub-020,-3.7022777799471138e-06
5988,French,High,Right,Phoneme_onset,10,sub-021,1.798281290829992e-06
5989,French,High,Left,Phoneme_onset,10,sub-021,1.1714212075082893e-06
5990,French,High,Right,Surprisal,10,sub-021,-2.444137689505372e-06
5991,French,High,Left,Surprisal,10,sub-021,-1.0102520150265672e-06
5992,French,High,Right,Entropy,10,sub-021,-1.4583309493627628e-06
5993,French,High,Left,Entropy,10,sub-021,1.4201189220120704e-06
5994,French,High,Right,Phoneme_onset,10,sub-023,2.7373717039443013e-06
5995,French,High,Left,Phoneme_onset,10,sub-023,3.5384212388769472e-06
5996,French,High,Right,Surprisal,10,sub-023,-1.1480216570094164e-06
5997,French,High,Left,Surprisal,10,sub-023,-2.2973877434984377e-06
5998,French,High,Right,Entropy,10,sub-023,-4.7175169750876455e-06
5999,French,High,Left,Entropy,10,sub-023,-6.49467709720391e-07
6000,French,High,Right,Phoneme_onset,10,sub-025,1.261653975351799e-06
6001,French,High,Left,Phoneme_onset,10,sub-025,-3.1864228931438633e-07
6002,French,High,Right,Surprisal,10,sub-025,-4.587127832888129e-06
6003,French,High,Left,Surprisal,10,sub-025,-2.248572157859732e-06
6004,French,High,Right,Entropy,10,sub-025,-2.2617513585752955e-06
6005,French,High,Left,Entropy,10,sub-025,2.5421437250398045e-06
6006,French,High,Right,Phoneme_onset,10,sub-026,5.414758755322141e-07
6007,French,High,Left,Phoneme_onset,10,sub-026,-1.2563954944486576e-06
6008,French,High,Right,Surprisal,10,sub-026,-1.6431838057450695e-06
6009,French,High,Left,Surprisal,10,sub-026,-1.2338527458943975e-06
6010,French,High,Right,Entropy,10,sub-026,1.3459318428452732e-06
6011,French,High,Left,Entropy,10,sub-026,7.246871507496922e-07
6012,French,High,Right,Phoneme_onset,10,sub-027,2.133898685564179e-06
6013,French,High,Left,Phoneme_onset,10,sub-027,6.799618643298076e-07
6014,French,High,Right,Surprisal,10,sub-027,-2.9607100982657954e-06
6015,French,High,Left,Surprisal,10,sub-027,-4.7450728387709443e-07
6016,French,High,Right,Entropy,10,sub-027,-8.271830880625532e-07
6017,French,High,Left,Entropy,10,sub-027,2.8021415342843197e-06
6018,French,High,Right,Phoneme_onset,10,sub-028,-3.6656639458675962e-06
6019,French,High,Left,Phoneme_onset,10,sub-028,3.6889608412878666e-06
6020,French,High,Right,Surprisal,10,sub-028,-1.5711757623688458e-06
6021,French,High,Left,Surprisal,10,sub-028,-1.6082530901943356e-06
6022,French,High,Right,Entropy,10,sub-028,-1.1002710093560914e-06
6023,French,High,Left,Entropy,10,sub-028,-7.397722479539472e-07
6024,French,High,Right,Phoneme_onset,10,sub-029,7.058302705136087e-06
6025,French,High,Left,Phoneme_onset,10,sub-029,4.872134789260828e-06
6026,French,High,Right,Surprisal,10,sub-029,-2.3440125778261876e-06
6027,French,High,Left,Surprisal,10,sub-029,-3.225957826329432e-06
6028,French,High,Right,Entropy,10,sub-029,-3.750711127324263e-06
6029,French,High,Left,Entropy,10,sub-029,2.9745215644599782e-06
6030,French,High,Right,Phoneme_onset,10,sub-030,-9.015536634141286e-07
6031,French,High,Left,Phoneme_onset,10,sub-030,1.117204953514166e-06
6032,French,High,Right,Surprisal,10,sub-030,-3.2587153849284884e-06
6033,French,High,Left,Surprisal,10,sub-030,-5.487936147482613e-09
6034,French,High,Right,Entropy,10,sub-030,-4.404919982340127e-06
6035,French,High,Left,Entropy,10,sub-030,-5.932682284520003e-06
6036,French,High,Right,Phoneme_onset,10,sub-032,5.366441015173991e-06
6037,French,High,Left,Phoneme_onset,10,sub-032,2.847783608398226e-06
6038,French,High,Right,Surprisal,10,sub-032,3.2614373432832625e-06
6039,French,High,Left,Surprisal,10,sub-032,-2.570777484712019e-06
6040,French,High,Right,Entropy,10,sub-032,-9.106732830832148e-07
6041,French,High,Left,Entropy,10,sub-032,3.663683124439329e-07
6042,French,High,Right,Phoneme_onset,10,sub-033,2.2456570552683952e-06
6043,French,High,Left,Phoneme_onset,10,sub-033,1.0080345584627296e-06
6044,French,High,Right,Surprisal,10,sub-033,-2.5721793683244096e-06
6045,French,High,Left,Surprisal,10,sub-033,-3.508637643846329e-06
6046,French,High,Right,Entropy,10,sub-033,-6.202405170450639e-07
6047,French,High,Left,Entropy,10,sub-033,4.4863584459845715e-06
6048,Dutch,Low,Right,Phoneme_onset,10,sub-001,3.6219778629212404e-06
6049,Dutch,Low,Left,Phoneme_onset,10,sub-001,1.786235648568355e-06
6050,Dutch,Low,Right,Surprisal,10,sub-001,-3.3334040306064435e-06
6051,Dutch,Low,Left,Surprisal,10,sub-001,-5.683616418204396e-07
6052,Dutch,Low,Right,Entropy,10,sub-001,3.562418430934878e-06
6053,Dutch,Low,Left,Entropy,10,sub-001,6.595648831832675e-06
6054,Dutch,Low,Right,Phoneme_onset,10,sub-003,1.4740162700251964e-06
6055,Dutch,Low,Left,Phoneme_onset,10,sub-003,-1.2715362991673365e-07
6056,Dutch,Low,Right,Surprisal,10,sub-003,-2.224787350334472e-06
6057,Dutch,Low,Left,Surprisal,10,sub-003,2.804089160077752e-06
6058,Dutch,Low,Right,Entropy,10,sub-003,6.762021955340814e-06
6059,Dutch,Low,Left,Entropy,10,sub-003,2.430940481276233e-06
6060,Dutch,Low,Right,Phoneme_onset,10,sub-004,-6.503779442067149e-07
6061,Dutch,Low,Left,Phoneme_onset,10,sub-004,1.465616844896472e-06
6062,Dutch,Low,Right,Surprisal,10,sub-004,2.896971037834038e-06
6063,Dutch,Low,Left,Surprisal,10,sub-004,-6.360572804784239e-07
6064,Dutch,Low,Right,Entropy,10,sub-004,2.137800717905799e-05
6065,Dutch,Low,Left,Entropy,10,sub-004,3.426984218048993e-05
6066,Dutch,Low,Right,Phoneme_onset,10,sub-008,2.2387449302642014e-06
6067,Dutch,Low,Left,Phoneme_onset,10,sub-008,-4.7626710627630146e-07
6068,Dutch,Low,Right,Surprisal,10,sub-008,-1.6446548722878507e-06
6069,Dutch,Low,Left,Surprisal,10,sub-008,-8.621650676672964e-07
6070,Dutch,Low,Right,Entropy,10,sub-008,3.242584185176698e-05
6071,Dutch,Low,Left,Entropy,10,sub-008,1.3011508796805463e-05
6072,Dutch,Low,Right,Phoneme_onset,10,sub-009,-3.963273930544354e-06
6073,Dutch,Low,Left,Phoneme_onset,10,sub-009,-1.520554883356886e-06
6074,Dutch,Low,Right,Surprisal,10,sub-009,-4.2877188647763195e-06
6075,Dutch,Low,Left,Surprisal,10,sub-009,-6.14472557264826e-07
6076,Dutch,Low,Right,Entropy,10,sub-009,2.2315268339841936e-05
6077,Dutch,Low,Left,Entropy,10,sub-009,1.9031483863503807e-05
6078,Dutch,Low,Right,Phoneme_onset,10,sub-010,4.285750240660729e-07
6079,Dutch,Low,Left,Phoneme_onset,10,sub-010,-7.445360458960672e-08
6080,Dutch,Low,Right,Surprisal,10,sub-010,2.73364546684626e-07
6081,Dutch,Low,Left,Surprisal,10,sub-010,3.3497120119523686e-06
6082,Dutch,Low,Right,Entropy,10,sub-010,1.9758269501352664e-06
6083,Dutch,Low,Left,Entropy,10,sub-010,9.174568065135574e-06
6084,Dutch,Low,Right,Phoneme_onset,10,sub-011,-4.642433609491084e-07
6085,Dutch,Low,Left,Phoneme_onset,10,sub-011,-1.799466096372048e-06
6086,Dutch,Low,Right,Surprisal,10,sub-011,2.0366356635495736e-06
6087,Dutch,Low,Left,Surprisal,10,sub-011,-4.565950499818665e-06
6088,Dutch,Low,Right,Entropy,10,sub-011,1.9502492351922098e-05
6089,Dutch,Low,Left,Entropy,10,sub-011,1.2610356881356779e-05
6090,Dutch,Low,Right,Phoneme_onset,10,sub-013,-1.1233472577071708e-06
6091,Dutch,Low,Left,Phoneme_onset,10,sub-013,1.3013714405991145e-07
6092,Dutch,Low,Right,Surprisal,10,sub-013,-1.2735336794064876e-06
6093,Dutch,Low,Left,Surprisal,10,sub-013,-1.8385854124965757e-06
6094,Dutch,Low,Right,Entropy,10,sub-013,-4.1204608014208896e-08
6095,Dutch,Low,Left,Entropy,10,sub-013,-1.1798781803236508e-06
6096,Dutch,Low,Right,Phoneme_onset,10,sub-014,-3.1594225906050227e-06
6097,Dutch,Low,Left,Phoneme_onset,10,sub-014,-3.9925869133340045e-06
6098,Dutch,Low,Right,Surprisal,10,sub-014,-7.878039804333533e-07
6099,Dutch,Low,Left,Surprisal,10,sub-014,-3.00106796574118e-06
6100,Dutch,Low,Right,Entropy,10,sub-014,2.4814074508791525e-05
6101,Dutch,Low,Left,Entropy,10,sub-014,2.274502457490522e-06
6102,Dutch,Low,Right,Phoneme_onset,10,sub-015,-2.746198114709854e-06
6103,Dutch,Low,Left,Phoneme_onset,10,sub-015,-2.233027717815655e-06
6104,Dutch,Low,Right,Surprisal,10,sub-015,-8.162251759874334e-07
6105,Dutch,Low,Left,Surprisal,10,sub-015,1.4585605609834757e-06
6106,Dutch,Low,Right,Entropy,10,sub-015,2.304261473214853e-06
6107,Dutch,Low,Left,Entropy,10,sub-015,1.7420295641165973e-05
6108,Dutch,Low,Right,Phoneme_onset,10,sub-017,-4.962736926387973e-06
6109,Dutch,Low,Left,Phoneme_onset,10,sub-017,-1.3448449295906103e-06
6110,Dutch,Low,Right,Surprisal,10,sub-017,-6.959274439748741e-07
6111,Dutch,Low,Left,Surprisal,10,sub-017,1.8332489642241667e-06
6112,Dutch,Low,Right,Entropy,10,sub-017,1.9421415318815942e-05
6113,Dutch,Low,Left,Entropy,10,sub-017,1.5158357999622719e-05
6114,Dutch,Low,Right,Phoneme_onset,10,sub-018,-1.3865241552965372e-06
6115,Dutch,Low,Left,Phoneme_onset,10,sub-018,-1.9170657141007518e-06
6116,Dutch,Low,Right,Surprisal,10,sub-018,-4.309650162749668e-06
6117,Dutch,Low,Left,Surprisal,10,sub-018,-2.012577836759309e-06
6118,Dutch,Low,Right,Entropy,10,sub-018,1.7254716840538465e-06
6119,Dutch,Low,Left,Entropy,10,sub-018,1.9141728829161753e-06
6120,Dutch,Low,Right,Phoneme_onset,10,sub-019,-1.9143180095893897e-06
6121,Dutch,Low,Left,Phoneme_onset,10,sub-019,-9.70771363237373e-07
6122,Dutch,Low,Right,Surprisal,10,sub-019,-2.6252576566501382e-06
6123,Dutch,Low,Left,Surprisal,10,sub-019,-5.825331607050365e-06
6124,Dutch,Low,Right,Entropy,10,sub-019,1.3680181061568925e-05
6125,Dutch,Low,Left,Entropy,10,sub-019,1.1297036494304402e-05
6126,Dutch,Low,Right,Phoneme_onset,10,sub-020,3.78566081610801e-06
6127,Dutch,Low,Left,Phoneme_onset,10,sub-020,-1.0995212034684346e-06
6128,Dutch,Low,Right,Surprisal,10,sub-020,-2.835395508467638e-06
6129,Dutch,Low,Left,Surprisal,10,sub-020,-1.5708236327004177e-06
6130,Dutch,Low,Right,Entropy,10,sub-020,-8.443498458853213e-07
6131,Dutch,Low,Left,Entropy,10,sub-020,4.231303495922331e-06
6132,Dutch,Low,Right,Phoneme_onset,10,sub-021,2.86226271155772e-06
6133,Dutch,Low,Left,Phoneme_onset,10,sub-021,6.019308970070608e-08
6134,Dutch,Low,Right,Surprisal,10,sub-021,-1.741379398954063e-06
6135,Dutch,Low,Left,Surprisal,10,sub-021,-1.7387592208010872e-06
6136,Dutch,Low,Right,Entropy,10,sub-021,3.159638404751995e-05
6137,Dutch,Low,Left,Entropy,10,sub-021,3.6224994018552214e-05
6138,Dutch,Low,Right,Phoneme_onset,10,sub-023,4.1470263115247036e-06
6139,Dutch,Low,Left,Phoneme_onset,10,sub-023,-7.920344014781083e-07
6140,Dutch,Low,Right,Surprisal,10,sub-023,-2.3597720326405797e-06
6141,Dutch,Low,Left,Surprisal,10,sub-023,-1.6960579254404841e-06
6142,Dutch,Low,Right,Entropy,10,sub-023,-3.680725925637373e-06
6143,Dutch,Low,Left,Entropy,10,sub-023,3.221967014932539e-06
6144,Dutch,Low,Right,Phoneme_onset,10,sub-025,-5.231955770433466e-07
6145,Dutch,Low,Left,Phoneme_onset,10,sub-025,1.3592235742770632e-06
6146,Dutch,Low,Right,Surprisal,10,sub-025,-2.2268181863847224e-07
6147,Dutch,Low,Left,Surprisal,10,sub-025,4.520945225533752e-06
6148,Dutch,Low,Right,Entropy,10,sub-025,3.224890418501349e-07
6149,Dutch,Low,Left,Entropy,10,sub-025,1.2168809073384658e-05
6150,Dutch,Low,Right,Phoneme_onset,10,sub-026,-1.26191034625913e-06
6151,Dutch,Low,Left,Phoneme_onset,10,sub-026,-1.4917436160917331e-06
6152,Dutch,Low,Right,Surprisal,10,sub-026,1.4524403776363997e-06
6153,Dutch,Low,Left,Surprisal,10,sub-026,-2.7191700291300786e-06
6154,Dutch,Low,Right,Entropy,10,sub-026,3.0670385904021416e-06
6155,Dutch,Low,Left,Entropy,10,sub-026,2.850512713372227e-06
6156,Dutch,Low,Right,Phoneme_onset,10,sub-027,-1.1879723482393666e-06
6157,Dutch,Low,Left,Phoneme_onset,10,sub-027,-3.133188423562041e-06
6158,Dutch,Low,Right,Surprisal,10,sub-027,6.302555216730285e-07
6159,Dutch,Low,Left,Surprisal,10,sub-027,-7.587770505478245e-06
6160,Dutch,Low,Right,Entropy,10,sub-027,1.0675410159687928e-05
6161,Dutch,Low,Left,Entropy,10,sub-027,2.1818031612327356e-05
6162,Dutch,Low,Right,Phoneme_onset,10,sub-028,-2.248406453559597e-07
6163,Dutch,Low,Left,Phoneme_onset,10,sub-028,-2.1932918298022424e-06
6164,Dutch,Low,Right,Surprisal,10,sub-028,7.424983967341177e-06
6165,Dutch,Low,Left,Surprisal,10,sub-028,1.5471571231064884e-07
6166,Dutch,Low,Right,Entropy,10,sub-028,4.927928313254352e-06
6167,Dutch,Low,Left,Entropy,10,sub-028,3.005985132817067e-06
6168,Dutch,Low,Right,Phoneme_onset,10,sub-029,-2.233853509074833e-06
6169,Dutch,Low,Left,Phoneme_onset,10,sub-029,-3.8036346727193413e-06
6170,Dutch,Low,Right,Surprisal,10,sub-029,7.286993441608876e-06
6171,Dutch,Low,Left,Surprisal,10,sub-029,5.080511651338648e-06
6172,Dutch,Low,Right,Entropy,10,sub-029,9.86427104168408e-06
6173,Dutch,Low,Left,Entropy,10,sub-029,2.5287924049247408e-05
6174,Dutch,Low,Right,Phoneme_onset,10,sub-030,3.6977200538156334e-06
6175,Dutch,Low,Left,Phoneme_onset,10,sub-030,2.482220800530384e-06
6176,Dutch,Low,Right,Surprisal,10,sub-030,-5.763922145680894e-07
6177,Dutch,Low,Left,Surprisal,10,sub-030,4.172361544143481e-08
6178,Dutch,Low,Right,Entropy,10,sub-030,2.2558475584456504e-05
6179,Dutch,Low,Left,Entropy,10,sub-030,-1.9565004513178985e-06
6180,Dutch,Low,Right,Phoneme_onset,10,sub-032,2.945849163099082e-06
6181,Dutch,Low,Left,Phoneme_onset,10,sub-032,6.609315157241083e-07
6182,Dutch,Low,Right,Surprisal,10,sub-032,2.4172437807879113e-07
6183,Dutch,Low,Left,Surprisal,10,sub-032,-2.8271764840260256e-06
6184,Dutch,Low,Right,Entropy,10,sub-032,9.804930554341465e-06
6185,Dutch,Low,Left,Entropy,10,sub-032,1.1652154537129658e-05
6186,Dutch,Low,Right,Phoneme_onset,10,sub-033,-3.133993007681296e-07
6187,Dutch,Low,Left,Phoneme_onset,10,sub-033,1.6090979785379316e-06
6188,Dutch,Low,Right,Surprisal,10,sub-033,-7.416026090178361e-07
6189,Dutch,Low,Left,Surprisal,10,sub-033,-3.4008217580906804e-06
6190,Dutch,Low,Right,Entropy,10,sub-033,7.455676886305834e-06
6191,Dutch,Low,Left,Entropy,10,sub-033,1.0867263977496153e-07
6192,Dutch,High,Right,Phoneme_onset,10,sub-001,6.645033657027224e-07
6193,Dutch,High,Left,Phoneme_onset,10,sub-001,3.0646268747464937e-06
6194,Dutch,High,Right,Surprisal,10,sub-001,1.3288006731136857e-06
6195,Dutch,High,Left,Surprisal,10,sub-001,4.123091639960437e-06
6196,Dutch,High,Right,Entropy,10,sub-001,8.806799259670463e-06
6197,Dutch,High,Left,Entropy,10,sub-001,1.2971095589441863e-05
6198,Dutch,High,Right,Phoneme_onset,10,sub-003,1.3932651446342598e-06
6199,Dutch,High,Left,Phoneme_onset,10,sub-003,-2.6336595885458473e-06
6200,Dutch,High,Right,Surprisal,10,sub-003,2.293909686497343e-06
6201,Dutch,High,Left,Surprisal,10,sub-003,-2.7420958983661432e-06
6202,Dutch,High,Right,Entropy,10,sub-003,1.20152669123648e-05
6203,Dutch,High,Left,Entropy,10,sub-003,1.202913620675576e-05
6204,Dutch,High,Right,Phoneme_onset,10,sub-004,5.522975311420956e-06
6205,Dutch,High,Left,Phoneme_onset,10,sub-004,4.093136960273281e-06
6206,Dutch,High,Right,Surprisal,10,sub-004,7.965045846641536e-06
6207,Dutch,High,Left,Surprisal,10,sub-004,1.8441610553127349e-06
6208,Dutch,High,Right,Entropy,10,sub-004,2.220791999170906e-05
6209,Dutch,High,Left,Entropy,10,sub-004,1.766463120129865e-05
6210,Dutch,High,Right,Phoneme_onset,10,sub-008,1.575630302834597e-05
6211,Dutch,High,Left,Phoneme_onset,10,sub-008,4.581383857399353e-06
6212,Dutch,High,Right,Surprisal,10,sub-008,1.4222879682362825e-05
6213,Dutch,High,Left,Surprisal,10,sub-008,1.0660720674828295e-05
6214,Dutch,High,Right,Entropy,10,sub-008,2.743890060601928e-05
6215,Dutch,High,Left,Entropy,10,sub-008,3.5833613258365184e-06
6216,Dutch,High,Right,Phoneme_onset,10,sub-009,1.7453234258711933e-06
6217,Dutch,High,Left,Phoneme_onset,10,sub-009,4.4871936099016883e-07
6218,Dutch,High,Right,Surprisal,10,sub-009,6.548326036462437e-06
6219,Dutch,High,Left,Surprisal,10,sub-009,-6.278287052055809e-08
6220,Dutch,High,Right,Entropy,10,sub-009,2.185007491344517e-05
6221,Dutch,High,Left,Entropy,10,sub-009,7.3264394260337445e-06
6222,Dutch,High,Right,Phoneme_onset,10,sub-010,5.121670819897311e-06
6223,Dutch,High,Left,Phoneme_onset,10,sub-010,3.660361226563718e-06
6224,Dutch,High,Right,Surprisal,10,sub-010,7.201236148640542e-06
6225,Dutch,High,Left,Surprisal,10,sub-010,4.732137167785644e-06
6226,Dutch,High,Right,Entropy,10,sub-010,6.42188949535719e-06
6227,Dutch,High,Left,Entropy,10,sub-010,2.2062906701892146e-05
6228,Dutch,High,Right,Phoneme_onset,10,sub-011,4.775036906087909e-07
6229,Dutch,High,Left,Phoneme_onset,10,sub-011,3.1976289535752514e-06
6230,Dutch,High,Right,Surprisal,10,sub-011,3.18726511586945e-06
6231,Dutch,High,Left,Surprisal,10,sub-011,-1.4147857203049512e-06
6232,Dutch,High,Right,Entropy,10,sub-011,2.3343414157139468e-05
6233,Dutch,High,Left,Entropy,10,sub-011,3.4504991981949396e-05
6234,Dutch,High,Right,Phoneme_onset,10,sub-013,-1.1085294273066117e-06
6235,Dutch,High,Left,Phoneme_onset,10,sub-013,1.040619932037336e-06
6236,Dutch,High,Right,Surprisal,10,sub-013,-1.8702633789787085e-06
6237,Dutch,High,Left,Surprisal,10,sub-013,1.452524741224126e-07
6238,Dutch,High,Right,Entropy,10,sub-013,2.5425331965198084e-06
6239,Dutch,High,Left,Entropy,10,sub-013,-1.7842751695174473e-07
6240,Dutch,High,Right,Phoneme_onset,10,sub-014,8.013067049431124e-06
6241,Dutch,High,Left,Phoneme_onset,10,sub-014,-1.1802228215165205e-06
6242,Dutch,High,Right,Surprisal,10,sub-014,1.2335030058809674e-05
6243,Dutch,High,Left,Surprisal,10,sub-014,-1.8723912314106106e-06
6244,Dutch,High,Right,Entropy,10,sub-014,5.946208075151997e-05
6245,Dutch,High,Left,Entropy,10,sub-014,3.788797221497534e-05
6246,Dutch,High,Right,Phoneme_onset,10,sub-015,1.1927239299904144e-05
6247,Dutch,High,Left,Phoneme_onset,10,sub-015,4.552849129594487e-06
6248,Dutch,High,Right,Surprisal,10,sub-015,1.4570058061473175e-05
6249,Dutch,High,Left,Surprisal,10,sub-015,1.2804685071040515e-05
6250,Dutch,High,Right,Entropy,10,sub-015,1.8623193963567837e-05
6251,Dutch,High,Left,Entropy,10,sub-015,1.801065963487649e-05
6252,Dutch,High,Right,Phoneme_onset,10,sub-017,1.6060541470648042e-05
6253,Dutch,High,Left,Phoneme_onset,10,sub-017,2.440276573776558e-06
6254,Dutch,High,Right,Surprisal,10,sub-017,4.545150348352086e-06
6255,Dutch,High,Left,Surprisal,10,sub-017,-5.101139237044841e-07
6256,Dutch,High,Right,Entropy,10,sub-017,7.466568493012636e-05
6257,Dutch,High,Left,Entropy,10,sub-017,1.0871583959354405e-05
6258,Dutch,High,Right,Phoneme_onset,10,sub-018,6.612287755360145e-06
6259,Dutch,High,Left,Phoneme_onset,10,sub-018,-5.97861070583529e-07
6260,Dutch,High,Right,Surprisal,10,sub-018,-1.7413804365639626e-07
6261,Dutch,High,Left,Surprisal,10,sub-018,-4.0699833079775083e-07
6262,Dutch,High,Right,Entropy,10,sub-018,1.0957759166615678e-05
6263,Dutch,High,Left,Entropy,10,sub-018,5.792498794306176e-06
6264,Dutch,High,Right,Phoneme_onset,10,sub-019,1.3972242352565213e-06
6265,Dutch,High,Left,Phoneme_onset,10,sub-019,-1.1314588319330603e-06
6266,Dutch,High,Right,Surprisal,10,sub-019,2.0816687884138893e-06
6267,Dutch,High,Left,Surprisal,10,sub-019,-3.992644459518242e-06
6268,Dutch,High,Right,Entropy,10,sub-019,5.966372173781317e-06
6269,Dutch,High,Left,Entropy,10,sub-019,1.13196528708072e-05
6270,Dutch,High,Right,Phoneme_onset,10,sub-020,-4.516425099738299e-07
6271,Dutch,High,Left,Phoneme_onset,10,sub-020,7.54518796190706e-06
6272,Dutch,High,Right,Surprisal,10,sub-020,-3.163718249671174e-06
6273,Dutch,High,Left,Surprisal,10,sub-020,1.9081316531755704e-06
6274,Dutch,High,Right,Entropy,10,sub-020,5.035274856927773e-06
6275,Dutch,High,Left,Entropy,10,sub-020,-6.190236709605446e-07
6276,Dutch,High,Right,Phoneme_onset,10,sub-021,4.039506297337393e-06
6277,Dutch,High,Left,Phoneme_onset,10,sub-021,1.354608629560735e-05
6278,Dutch,High,Right,Surprisal,10,sub-021,9.762759437354153e-06
6279,Dutch,High,Left,Surprisal,10,sub-021,1.8607119978930924e-05
6280,Dutch,High,Right,Entropy,10,sub-021,2.244675624378815e-05
6281,Dutch,High,Left,Entropy,10,sub-021,3.3219266632040274e-05
6282,Dutch,High,Right,Phoneme_onset,10,sub-023,-6.577924169622536e-07
6283,Dutch,High,Left,Phoneme_onset,10,sub-023,7.619000243539055e-06
6284,Dutch,High,Right,Surprisal,10,sub-023,-1.5672688974078287e-06
6285,Dutch,High,Left,Surprisal,10,sub-023,3.4739578432823912e-06
6286,Dutch,High,Right,Entropy,10,sub-023,2.89676637807834e-06
6287,Dutch,High,Left,Entropy,10,sub-023,1.0304294027001243e-05
6288,Dutch,High,Right,Phoneme_onset,10,sub-025,-7.591894831315363e-07
6289,Dutch,High,Left,Phoneme_onset,10,sub-025,6.563847493889548e-06
6290,Dutch,High,Right,Surprisal,10,sub-025,1.0891179272225725e-06
6291,Dutch,High,Left,Surprisal,10,sub-025,9.387449626277176e-06
6292,Dutch,High,Right,Entropy,10,sub-025,7.05423545741498e-06
6293,Dutch,High,Left,Entropy,10,sub-025,8.070730187348652e-06
6294,Dutch,High,Right,Phoneme_onset,10,sub-026,-6.162788693958452e-07
6295,Dutch,High,Left,Phoneme_onset,10,sub-026,9.163392102387389e-07
6296,Dutch,High,Right,Surprisal,10,sub-026,1.702924590055438e-06
6297,Dutch,High,Left,Surprisal,10,sub-026,1.965324684098032e-06
6298,Dutch,High,Right,Entropy,10,sub-026,7.1462176097308904e-06
6299,Dutch,High,Left,Entropy,10,sub-026,1.2237158367349074e-05
6300,Dutch,High,Right,Phoneme_onset,10,sub-027,4.345479354307471e-06
6301,Dutch,High,Left,Phoneme_onset,10,sub-027,6.486560827876828e-08
6302,Dutch,High,Right,Surprisal,10,sub-027,4.3480209027146285e-06
6303,Dutch,High,Left,Surprisal,10,sub-027,1.7597434594835906e-05
6304,Dutch,High,Right,Entropy,10,sub-027,2.5192036469833442e-05
6305,Dutch,High,Left,Entropy,10,sub-027,2.0261524523904716e-05
6306,Dutch,High,Right,Phoneme_onset,10,sub-028,3.7266541735813e-06
6307,Dutch,High,Left,Phoneme_onset,10,sub-028,3.8947874147267366e-07
6308,Dutch,High,Right,Surprisal,10,sub-028,-1.2509549694648858e-06
6309,Dutch,High,Left,Surprisal,10,sub-028,6.37446226586556e-07
6310,Dutch,High,Right,Entropy,10,sub-028,3.477056210323863e-06
6311,Dutch,High,Left,Entropy,10,sub-028,-3.2659139462822224e-06
6312,Dutch,High,Right,Phoneme_onset,10,sub-029,3.427839802558829e-07
6313,Dutch,High,Left,Phoneme_onset,10,sub-029,2.1925854312029384e-05
6314,Dutch,High,Right,Surprisal,10,sub-029,8.28923928957134e-07
6315,Dutch,High,Left,Surprisal,10,sub-029,6.0393437896982536e-06
6316,Dutch,High,Right,Entropy,10,sub-029,1.3624435130740606e-05
6317,Dutch,High,Left,Entropy,10,sub-029,5.763623991518608e-05
6318,Dutch,High,Right,Phoneme_onset,10,sub-030,1.173050310390273e-06
6319,Dutch,High,Left,Phoneme_onset,10,sub-030,-1.5257721281942884e-06
6320,Dutch,High,Right,Surprisal,10,sub-030,3.916028237068995e-06
6321,Dutch,High,Left,Surprisal,10,sub-030,-9.830425181918365e-07
6322,Dutch,High,Right,Entropy,10,sub-030,2.540096507950417e-05
6323,Dutch,High,Left,Entropy,10,sub-030,8.824156149045232e-07
6324,Dutch,High,Right,Phoneme_onset,10,sub-032,-4.554517279791425e-07
6325,Dutch,High,Left,Phoneme_onset,10,sub-032,4.101638692502501e-06
6326,Dutch,High,Right,Surprisal,10,sub-032,-5.137460820730179e-06
6327,Dutch,High,Left,Surprisal,10,sub-032,3.462904585692708e-06
6328,Dutch,High,Right,Entropy,10,sub-032,2.4958774309578112e-05
6329,Dutch,High,Left,Entropy,10,sub-032,3.015331101196047e-05
6330,Dutch,High,Right,Phoneme_onset,10,sub-033,4.880751657537776e-06
6331,Dutch,High,Left,Phoneme_onset,10,sub-033,-6.752751147484737e-07
6332,Dutch,High,Right,Surprisal,10,sub-033,1.6737599317855502e-06
6333,Dutch,High,Left,Surprisal,10,sub-033,2.111756117777288e-06
6334,Dutch,High,Right,Entropy,10,sub-033,1.2519127661911739e-05
6335,Dutch,High,Left,Entropy,10,sub-033,8.491951228563923e-06
