,Language,Word Entropy,hemisphere,model,time,subject,accuracy
937,Dutch,Low,Left,Phoneme_onset,1,sub-019,1.0001343806980898e-06
938,Dutch,Low,Right,Surprisal,1,sub-019,-2.899091912258783e-06
939,Dutch,Low,Left,Surprisal,1,sub-019,-2.787531890571925e-06
940,Dutch,Low,Right,Entropy,1,sub-019,-4.1022907372912695e-06
941,Dutch,Low,Left,Entropy,1,sub-019,-1.013205134632487e-05
942,Dutch,Low,Right,Phoneme_onset,1,sub-020,-4.95225850282158e-08
943,Dutch,Low,Left,Phoneme_onset,1,sub-020,3.2074910982089405e-06
944,Dutch,Low,Right,Surprisal,1,sub-020,2.443778184853474e-06
945,Dutch,Low,Left,Surprisal,1,sub-020,-1.3138038557396598e-06
946,Dutch,Low,Right,Entropy,1,sub-020,-4.683417756761891e-06
947,Dutch,Low,Left,Entropy,1,sub-020,3.701480541773854e-06
948,Dutch,Low,Right,Phoneme_onset,1,sub-021,2.7724529654963355e-07
949,Dutch,Low,Left,Phoneme_onset,1,sub-021,-1.1421281890140924e-06
950,Dutch,Low,Right,Surprisal,1,sub-021,-3.6871819899918906e-06
951,Dutch,Low,Left,Surprisal,1,sub-021,-2.1860406812660175e-06
952,Dutch,Low,Right,Entropy,1,sub-021,-9.342740783417016e-06
953,Dutch,Low,Left,Entropy,1,sub-021,-1.0989698366815948e-05
954,Dutch,Low,Right,Phoneme_onset,1,sub-023,-3.2509008205588724e-06
955,Dutch,Low,Left,Phoneme_onset,1,sub-023,-9.390984461776065e-07
956,Dutch,Low,Right,Surprisal,1,sub-023,-3.731888840943113e-06
957,Dutch,Low,Left,Surprisal,1,sub-023,-3.371725922642055e-06
958,Dutch,Low,Right,Entropy,1,sub-023,-6.8751613244400156e-06
959,Dutch,Low,Left,Entropy,1,sub-023,-6.430979145056888e-06
960,Dutch,Low,Right,Phoneme_onset,1,sub-025,-5.014754381338769e-07
961,Dutch,Low,Left,Phoneme_onset,1,sub-025,1.7751868503755633e-06
962,Dutch,Low,Right,Surprisal,1,sub-025,-3.3505257296133408e-06
963,Dutch,Low,Left,Surprisal,1,sub-025,4.16619034351309e-06
964,Dutch,Low,Right,Entropy,1,sub-025,-4.9112192646166655e-06
965,Dutch,Low,Left,Entropy,1,sub-025,2.774291873550162e-06
966,Dutch,Low,Right,Phoneme_onset,1,sub-026,-4.298056267765284e-06
967,Dutch,Low,Left,Phoneme_onset,1,sub-026,-5.375192691936721e-07
968,Dutch,Low,Right,Surprisal,1,sub-026,-1.6392650395451312e-06
969,Dutch,Low,Left,Surprisal,1,sub-026,-2.6290342703866826e-06
970,Dutch,Low,Right,Entropy,1,sub-026,-5.287895133682608e-06
971,Dutch,Low,Left,Entropy,1,sub-026,-4.413977988070892e-06
972,Dutch,Low,Right,Phoneme_onset,1,sub-027,-2.3535415111454307e-07
973,Dutch,Low,Left,Phoneme_onset,1,sub-027,-2.7899165552046417e-06
974,Dutch,Low,Right,Surprisal,1,sub-027,-2.9387566006859606e-06
975,Dutch,Low,Left,Surprisal,1,sub-027,-2.3633153844451834e-06
976,Dutch,Low,Right,Entropy,1,sub-027,-5.9038134223381515e-06
977,Dutch,Low,Left,Entropy,1,sub-027,-5.41737973598726e-06
978,Dutch,Low,Right,Phoneme_onset,1,sub-028,-1.203490274224709e-06
979,Dutch,Low,Left,Phoneme_onset,1,sub-028,-1.0604165202243945e-06
980,Dutch,Low,Right,Surprisal,1,sub-028,-3.040901180795324e-06
981,Dutch,Low,Left,Surprisal,1,sub-028,-5.725788639526462e-06
982,Dutch,Low,Right,Entropy,1,sub-028,-3.2813402257118236e-06
983,Dutch,Low,Left,Entropy,1,sub-028,-7.888990323684032e-06
984,Dutch,Low,Right,Phoneme_onset,1,sub-029,-1.1037617199242524e-06
985,Dutch,Low,Left,Phoneme_onset,1,sub-029,-2.1028773307362766e-06
986,Dutch,Low,Right,Surprisal,1,sub-029,-2.854025252192432e-06
987,Dutch,Low,Left,Surprisal,1,sub-029,-1.0214054978628818e-06
988,Dutch,Low,Right,Entropy,1,sub-029,-5.784566463072128e-06
989,Dutch,Low,Left,Entropy,1,sub-029,-4.944586220585802e-06
990,Dutch,Low,Right,Phoneme_onset,1,sub-030,-3.566066840717761e-06
991,Dutch,Low,Left,Phoneme_onset,1,sub-030,-3.6316355761572906e-06
992,Dutch,Low,Right,Surprisal,1,sub-030,-7.365804038021095e-06
993,Dutch,Low,Left,Surprisal,1,sub-030,7.351005191356144e-07
994,Dutch,Low,Right,Entropy,1,sub-030,-8.399719434567711e-06
995,Dutch,Low,Left,Entropy,1,sub-030,-7.087278081915729e-06
996,Dutch,Low,Right,Phoneme_onset,1,sub-032,3.779040523122265e-06
997,Dutch,Low,Left,Phoneme_onset,1,sub-032,-5.835446249446291e-07
998,Dutch,Low,Right,Surprisal,1,sub-032,-8.029241371771692e-07
999,Dutch,Low,Left,Surprisal,1,sub-032,4.510981129018916e-06
1000,Dutch,Low,Right,Entropy,1,sub-032,1.0210155091171121e-05
1001,Dutch,Low,Left,Entropy,1,sub-032,9.130018048968087e-07
1002,Dutch,Low,Right,Phoneme_onset,1,sub-033,1.404822363569466e-06
1003,Dutch,Low,Left,Phoneme_onset,1,sub-033,6.879878381722079e-07
1004,Dutch,Low,Right,Surprisal,1,sub-033,-2.408487084754513e-06
1005,Dutch,Low,Left,Surprisal,1,sub-033,3.458950594090726e-07
1006,Dutch,Low,Right,Entropy,1,sub-033,-3.1329901524664163e-06
1007,Dutch,Low,Left,Entropy,1,sub-033,-6.307044634063815e-06
1008,Dutch,High,Right,Phoneme_onset,1,sub-001,-1.6571638039441574e-06
1009,Dutch,High,Left,Phoneme_onset,1,sub-001,8.943297886749321e-07
1010,Dutch,High,Right,Surprisal,1,sub-001,1.6994188749519293e-06
1011,Dutch,High,Left,Surprisal,1,sub-001,4.472421729938894e-06
1012,Dutch,High,Right,Entropy,1,sub-001,-6.129892926050323e-08
1013,Dutch,High,Left,Entropy,1,sub-001,7.456170612730932e-06
1014,Dutch,High,Right,Phoneme_onset,1,sub-003,-1.3915081587890742e-06
1015,Dutch,High,Left,Phoneme_onset,1,sub-003,-1.8683960048780895e-06
1016,Dutch,High,Right,Surprisal,1,sub-003,-2.767324037376617e-06
1017,Dutch,High,Left,Surprisal,1,sub-003,-6.935681121898659e-06
1018,Dutch,High,Right,Entropy,1,sub-003,-5.331973936967655e-06
1019,Dutch,High,Left,Entropy,1,sub-003,-3.831072990395958e-06
1020,Dutch,High,Right,Phoneme_onset,1,sub-004,-1.1050202453354133e-06
1021,Dutch,High,Left,Phoneme_onset,1,sub-004,-4.388744292110174e-06
1022,Dutch,High,Right,Surprisal,1,sub-004,-1.3782533693396843e-06
1023,Dutch,High,Left,Surprisal,1,sub-004,4.958246228783035e-07
1024,Dutch,High,Right,Entropy,1,sub-004,-6.484813648050554e-06
1025,Dutch,High,Left,Entropy,1,sub-004,-3.464180131695751e-06
1026,Dutch,High,Right,Phoneme_onset,1,sub-008,-9.073671183315759e-08
1027,Dutch,High,Left,Phoneme_onset,1,sub-008,8.650227636798269e-07
1028,Dutch,High,Right,Surprisal,1,sub-008,-1.5195912218363924e-07
1029,Dutch,High,Left,Surprisal,1,sub-008,-1.5166293586955263e-06
1030,Dutch,High,Right,Entropy,1,sub-008,2.304568750250454e-06
1031,Dutch,High,Left,Entropy,1,sub-008,1.5073602043647862e-06
1032,Dutch,High,Right,Phoneme_onset,1,sub-009,-1.4018789387436372e-06
1033,Dutch,High,Left,Phoneme_onset,1,sub-009,-2.9723610621139587e-06
1034,Dutch,High,Right,Surprisal,1,sub-009,-9.244215655734742e-07
1035,Dutch,High,Left,Surprisal,1,sub-009,-3.451908552721088e-06
1036,Dutch,High,Right,Entropy,1,sub-009,-8.307285325435886e-06
1037,Dutch,High,Left,Entropy,1,sub-009,-7.131026335392601e-06
1038,Dutch,High,Right,Phoneme_onset,1,sub-010,-7.380130918276147e-07
1039,Dutch,High,Left,Phoneme_onset,1,sub-010,-2.3103282354403646e-06
1040,Dutch,High,Right,Surprisal,1,sub-010,-3.1579028147178326e-06
1041,Dutch,High,Left,Surprisal,1,sub-010,-2.910610204177629e-06
1042,Dutch,High,Right,Entropy,1,sub-010,-7.2377022929320814e-06
1043,Dutch,High,Left,Entropy,1,sub-010,-2.1501368231044974e-06
1044,Dutch,High,Right,Phoneme_onset,1,sub-011,4.585906415422176e-06
1045,Dutch,High,Left,Phoneme_onset,1,sub-011,-2.2583751669163547e-06
1046,Dutch,High,Right,Surprisal,1,sub-011,1.408266724195428e-06
1047,Dutch,High,Left,Surprisal,1,sub-011,9.171236944995411e-07
1048,Dutch,High,Right,Entropy,1,sub-011,5.4586345658149594e-08
1049,Dutch,High,Left,Entropy,1,sub-011,-2.840594638522309e-06
1050,Dutch,High,Right,Phoneme_onset,1,sub-013,-2.2189234784514125e-06
1051,Dutch,High,Left,Phoneme_onset,1,sub-013,-2.2011176009380414e-06
1052,Dutch,High,Right,Surprisal,1,sub-013,-1.5640649264555468e-06
1053,Dutch,High,Left,Surprisal,1,sub-013,-2.08719353599628e-06
1054,Dutch,High,Right,Entropy,1,sub-013,-2.0783104547254275e-06
1055,Dutch,High,Left,Entropy,1,sub-013,-1.9569034774850992e-06
1056,Dutch,High,Right,Phoneme_onset,1,sub-014,5.4501045368326716e-06
1057,Dutch,High,Left,Phoneme_onset,1,sub-014,3.5793724807115364e-07
1058,Dutch,High,Right,Surprisal,1,sub-014,3.092569636706067e-06
1059,Dutch,High,Left,Surprisal,1,sub-014,5.984416348562529e-07
1060,Dutch,High,Right,Entropy,1,sub-014,1.0317741915367573e-05
1061,Dutch,High,Left,Entropy,1,sub-014,3.5079731211641063e-07
1062,Dutch,High,Right,Phoneme_onset,1,sub-015,3.5578237887297515e-07
1063,Dutch,High,Left,Phoneme_onset,1,sub-015,2.4760021743535568e-06
1064,Dutch,High,Right,Surprisal,1,sub-015,-3.6398228605416037e-06
1065,Dutch,High,Left,Surprisal,1,sub-015,1.379060433850582e-06
1066,Dutch,High,Right,Entropy,1,sub-015,-9.479201373484951e-06
1067,Dutch,High,Left,Entropy,1,sub-015,1.650276498643689e-06
1068,Dutch,High,Right,Phoneme_onset,1,sub-017,-3.0537727232653476e-06
1069,Dutch,High,Left,Phoneme_onset,1,sub-017,-7.115253283628061e-07
1070,Dutch,High,Right,Surprisal,1,sub-017,7.019895409438965e-06
1071,Dutch,High,Left,Surprisal,1,sub-017,-1.7870967290980982e-06
1072,Dutch,High,Right,Entropy,1,sub-017,1.666971895100805e-05
1073,Dutch,High,Left,Entropy,1,sub-017,8.221040840775951e-06
1074,Dutch,High,Right,Phoneme_onset,1,sub-018,1.1024983051631987e-07
1075,Dutch,High,Left,Phoneme_onset,1,sub-018,7.684628413407844e-07
1076,Dutch,High,Right,Surprisal,1,sub-018,4.84919047475304e-06
1077,Dutch,High,Left,Surprisal,1,sub-018,5.001535907281844e-06
1078,Dutch,High,Right,Entropy,1,sub-018,-1.0603923871958982e-06
1079,Dutch,High,Left,Entropy,1,sub-018,3.955960385140995e-06
1080,Dutch,High,Right,Phoneme_onset,1,sub-019,-9.643070538190685e-07
1081,Dutch,High,Left,Phoneme_onset,1,sub-019,-2.0390567324707287e-06
1082,Dutch,High,Right,Surprisal,1,sub-019,5.108402584768321e-07
1083,Dutch,High,Left,Surprisal,1,sub-019,-1.3318582343498617e-06
1084,Dutch,High,Right,Entropy,1,sub-019,-7.718150360469426e-07
1085,Dutch,High,Left,Entropy,1,sub-019,-7.574754329889641e-07
1086,Dutch,High,Right,Phoneme_onset,1,sub-020,-9.061327621298852e-07
1087,Dutch,High,Left,Phoneme_onset,1,sub-020,-1.864481644464631e-08
1088,Dutch,High,Right,Surprisal,1,sub-020,-3.1634546709831913e-06
1089,Dutch,High,Left,Surprisal,1,sub-020,9.481356556149033e-07
1090,Dutch,High,Right,Entropy,1,sub-020,-3.6973264004553e-06
1091,Dutch,High,Left,Entropy,1,sub-020,-1.4974349854224107e-06
1092,Dutch,High,Right,Phoneme_onset,1,sub-021,-1.936060818167918e-06
1093,Dutch,High,Left,Phoneme_onset,1,sub-021,-3.4401689626283248e-06
1094,Dutch,High,Right,Surprisal,1,sub-021,-2.619204219693014e-06
1095,Dutch,High,Left,Surprisal,1,sub-021,-4.49675451468121e-06
1096,Dutch,High,Right,Entropy,1,sub-021,-9.01233178098905e-06
1097,Dutch,High,Left,Entropy,1,sub-021,-4.315640718714852e-06
1098,Dutch,High,Right,Phoneme_onset,1,sub-023,-1.002190123985305e-06
1099,Dutch,High,Left,Phoneme_onset,1,sub-023,-3.001691979335408e-06
1100,Dutch,High,Right,Surprisal,1,sub-023,-3.88312821886557e-06
1101,Dutch,High,Left,Surprisal,1,sub-023,-2.581958689666035e-06
1102,Dutch,High,Right,Entropy,1,sub-023,6.4860794508513e-07
1103,Dutch,High,Left,Entropy,1,sub-023,-5.307520636063068e-06
1104,Dutch,High,Right,Phoneme_onset,1,sub-025,-2.1320129937577448e-06
1105,Dutch,High,Left,Phoneme_onset,1,sub-025,2.051045720321872e-06
1106,Dutch,High,Right,Surprisal,1,sub-025,-4.259828834879735e-07
1107,Dutch,High,Left,Surprisal,1,sub-025,6.715811527163337e-06
1108,Dutch,High,Right,Entropy,1,sub-025,-5.447823544611818e-06
1109,Dutch,High,Left,Entropy,1,sub-025,3.367303838104229e-05
1110,Dutch,High,Right,Phoneme_onset,1,sub-026,-2.838351982084984e-06
1111,Dutch,High,Left,Phoneme_onset,1,sub-026,-9.18581293392425e-07
1112,Dutch,High,Right,Surprisal,1,sub-026,-4.407134059369531e-06
1113,Dutch,High,Left,Surprisal,1,sub-026,-3.1433325942409126e-06
1114,Dutch,High,Right,Entropy,1,sub-026,-7.716595227659484e-06
1115,Dutch,High,Left,Entropy,1,sub-026,1.1328727248876756e-06
1116,Dutch,High,Right,Phoneme_onset,1,sub-027,-2.392830618889603e-06
1117,Dutch,High,Left,Phoneme_onset,1,sub-027,-6.588855705232523e-07
1118,Dutch,High,Right,Surprisal,1,sub-027,-4.507733384652486e-06
1119,Dutch,High,Left,Surprisal,1,sub-027,-2.6423829428860147e-06
1120,Dutch,High,Right,Entropy,1,sub-027,-6.646444813834673e-06
1121,Dutch,High,Left,Entropy,1,sub-027,-6.691797845891514e-06
1122,Dutch,High,Right,Phoneme_onset,1,sub-028,-1.2832293744668497e-06
1123,Dutch,High,Left,Phoneme_onset,1,sub-028,-1.5155896828568304e-06
1124,Dutch,High,Right,Surprisal,1,sub-028,2.320400957180043e-07
1125,Dutch,High,Left,Surprisal,1,sub-028,-2.981299618667372e-06
1126,Dutch,High,Right,Entropy,1,sub-028,-6.39818550528588e-06
1127,Dutch,High,Left,Entropy,1,sub-028,-6.944202310699004e-06
1128,Dutch,High,Right,Phoneme_onset,1,sub-029,-3.0942443872252607e-07
1129,Dutch,High,Left,Phoneme_onset,1,sub-029,1.9945166450524553e-06
1130,Dutch,High,Right,Surprisal,1,sub-029,-1.4928167593183506e-06
1131,Dutch,High,Left,Surprisal,1,sub-029,-8.425078229985492e-07
1132,Dutch,High,Right,Entropy,1,sub-029,1.075631011879152e-07
1133,Dutch,High,Left,Entropy,1,sub-029,-2.2117788966641025e-06
1134,Dutch,High,Right,Phoneme_onset,1,sub-030,-2.8408638576756297e-06
1135,Dutch,High,Left,Phoneme_onset,1,sub-030,-3.5281213554377413e-06
1136,Dutch,High,Right,Surprisal,1,sub-030,-4.2918624266378745e-07
1137,Dutch,High,Left,Surprisal,1,sub-030,-2.1233198636432968e-06
1138,Dutch,High,Right,Entropy,1,sub-030,-3.1933504132708843e-06
1139,Dutch,High,Left,Entropy,1,sub-030,-3.0968442003599593e-06
1140,Dutch,High,Right,Phoneme_onset,1,sub-032,-4.352056451382841e-06
1141,Dutch,High,Left,Phoneme_onset,1,sub-032,-5.2206999395313494e-08
1142,Dutch,High,Right,Surprisal,1,sub-032,-1.9728635203228195e-06
1143,Dutch,High,Left,Surprisal,1,sub-032,-2.0030688854306434e-06
1144,Dutch,High,Right,Entropy,1,sub-032,6.938726716075163e-06
1145,Dutch,High,Left,Entropy,1,sub-032,1.3386057696943394e-05
1146,Dutch,High,Right,Phoneme_onset,1,sub-033,-1.144537080825505e-06
1147,Dutch,High,Left,Phoneme_onset,1,sub-033,2.706297655167854e-07
1148,Dutch,High,Right,Surprisal,1,sub-033,-1.7206852079403977e-06
1149,Dutch,High,Left,Surprisal,1,sub-033,-2.2651300103088625e-06
1150,Dutch,High,Right,Entropy,1,sub-033,-6.426539083607735e-06
1151,Dutch,High,Left,Entropy,1,sub-033,-8.321559212134358e-07
1152,French,Low,Right,Phoneme_onset,2,sub-001,1.3179814666255908e-06
1153,French,Low,Left,Phoneme_onset,2,sub-001,-1.12654628876338e-06
1154,French,Low,Right,Surprisal,2,sub-001,-1.6983416848953781e-06
1155,French,Low,Left,Surprisal,2,sub-001,-4.497329130196406e-06
1156,French,Low,Right,Entropy,2,sub-001,-7.762458350033801e-06
1157,French,Low,Left,Entropy,2,sub-001,-8.706588324803674e-06
1158,French,Low,Right,Phoneme_onset,2,sub-003,-4.348536710083337e-07
1159,French,Low,Left,Phoneme_onset,2,sub-003,-1.4887742753984862e-06
1160,French,Low,Right,Surprisal,2,sub-003,-2.7479200327901926e-06
1161,French,Low,Left,Surprisal,2,sub-003,-5.110201692763623e-06
1162,French,Low,Right,Entropy,2,sub-003,-3.9034928648821555e-06
1163,French,Low,Left,Entropy,2,sub-003,-7.2769952988046945e-06
1164,French,Low,Right,Phoneme_onset,2,sub-004,1.982034960651242e-06
1165,French,Low,Left,Phoneme_onset,2,sub-004,-5.192215521161373e-07
1166,French,Low,Right,Surprisal,2,sub-004,-2.0689002817784425e-08
1167,French,Low,Left,Surprisal,2,sub-004,-1.8762401607526406e-06
1168,French,Low,Right,Entropy,2,sub-004,-7.6564557400718e-06
1169,French,Low,Left,Entropy,2,sub-004,-8.713267216780036e-06
1170,French,Low,Right,Phoneme_onset,2,sub-008,5.739351896532705e-06
1171,French,Low,Left,Phoneme_onset,2,sub-008,4.829292042309407e-06
1172,French,Low,Right,Surprisal,2,sub-008,-4.3076858385189465e-06
1173,French,Low,Left,Surprisal,2,sub-008,-2.042549509584862e-06
1174,French,Low,Right,Entropy,2,sub-008,-1.0370868480299016e-05
1175,French,Low,Left,Entropy,2,sub-008,-9.436099552168347e-06
1176,French,Low,Right,Phoneme_onset,2,sub-009,3.085604318636674e-07
1177,French,Low,Left,Phoneme_onset,2,sub-009,9.974511206781123e-07
1178,French,Low,Right,Surprisal,2,sub-009,-2.6591535417347183e-06
1179,French,Low,Left,Surprisal,2,sub-009,-2.239559124137495e-06
1180,French,Low,Right,Entropy,2,sub-009,-7.217178005236856e-06
1181,French,Low,Left,Entropy,2,sub-009,-3.332742852546817e-06
1182,French,Low,Right,Phoneme_onset,2,sub-010,5.47675397702099e-08
1183,French,Low,Left,Phoneme_onset,2,sub-010,-2.4175252853053806e-06
1184,French,Low,Right,Surprisal,2,sub-010,-5.971874131831726e-06
1185,French,Low,Left,Surprisal,2,sub-010,-1.951946867240312e-06
1186,French,Low,Right,Entropy,2,sub-010,-1.0545169549523518e-05
1187,French,Low,Left,Entropy,2,sub-010,-6.0001320181679195e-06
1188,French,Low,Right,Phoneme_onset,2,sub-011,1.3459910015085473e-06
1189,French,Low,Left,Phoneme_onset,2,sub-011,1.52662806341319e-06
1190,French,Low,Right,Surprisal,2,sub-011,2.5210251929365563e-06
1191,French,Low,Left,Surprisal,2,sub-011,-3.6229239716399185e-06
1192,French,Low,Right,Entropy,2,sub-011,-5.017379370861973e-06
1193,French,Low,Left,Entropy,2,sub-011,-8.31479269667557e-06
1194,French,Low,Right,Phoneme_onset,2,sub-013,1.5859786842667694e-07
1195,French,Low,Left,Phoneme_onset,2,sub-013,-8.116042056451381e-07
1196,French,Low,Right,Surprisal,2,sub-013,-2.7139615665500385e-06
1197,French,Low,Left,Surprisal,2,sub-013,-1.5724874633230731e-06
1198,French,Low,Right,Entropy,2,sub-013,-3.713454684821587e-06
1199,French,Low,Left,Entropy,2,sub-013,-2.571025475799873e-06
1200,French,Low,Right,Phoneme_onset,2,sub-014,2.938229405858424e-06
1201,French,Low,Left,Phoneme_onset,2,sub-014,2.4517412434570255e-06
1202,French,Low,Right,Surprisal,2,sub-014,-4.401964424434573e-06
1203,French,Low,Left,Surprisal,2,sub-014,-5.8394727971209055e-06
1204,French,Low,Right,Entropy,2,sub-014,-1.1018223438340028e-05
1205,French,Low,Left,Entropy,2,sub-014,-1.4238754253659828e-05
1206,French,Low,Right,Phoneme_onset,2,sub-015,3.902667622178495e-07
1207,French,Low,Left,Phoneme_onset,2,sub-015,5.4535540876016684e-06
1208,French,Low,Right,Surprisal,2,sub-015,-2.3796026225587987e-06
1209,French,Low,Left,Surprisal,2,sub-015,-2.3292173249859487e-06
1210,French,Low,Right,Entropy,2,sub-015,-4.125857351260365e-06
1211,French,Low,Left,Entropy,2,sub-015,-1.0523826303773012e-05
1212,French,Low,Right,Phoneme_onset,2,sub-017,1.1124343178125346e-05
1213,French,Low,Left,Phoneme_onset,2,sub-017,6.868729855183121e-06
1214,French,Low,Right,Surprisal,2,sub-017,-3.7770839206059995e-06
1215,French,Low,Left,Surprisal,2,sub-017,2.0510711596771967e-06
1216,French,Low,Right,Entropy,2,sub-017,-1.5944397047477953e-05
1217,French,Low,Left,Entropy,2,sub-017,-1.1159840004960522e-05
1218,French,Low,Right,Phoneme_onset,2,sub-018,4.343204174796406e-06
1219,French,Low,Left,Phoneme_onset,2,sub-018,-1.0163389776735326e-07
1220,French,Low,Right,Surprisal,2,sub-018,-2.983189704805084e-06
1221,French,Low,Left,Surprisal,2,sub-018,-3.930974364905219e-06
1222,French,Low,Right,Entropy,2,sub-018,-8.139990731289432e-06
1223,French,Low,Left,Entropy,2,sub-018,-8.709216727163508e-06
1224,French,Low,Right,Phoneme_onset,2,sub-019,2.1421413798248666e-06
1225,French,Low,Left,Phoneme_onset,2,sub-019,5.12668386067338e-06
1226,French,Low,Right,Surprisal,2,sub-019,1.6874875034583886e-07
1227,French,Low,Left,Surprisal,2,sub-019,-2.201272196704391e-06
1228,French,Low,Right,Entropy,2,sub-019,-5.627147749175623e-06
1229,French,Low,Left,Entropy,2,sub-019,-5.904307968733496e-06
1230,French,Low,Right,Phoneme_onset,2,sub-020,3.744966929730667e-07
1231,French,Low,Left,Phoneme_onset,2,sub-020,4.020183792609645e-06
1232,French,Low,Right,Surprisal,2,sub-020,-5.256386458449426e-07
1233,French,Low,Left,Surprisal,2,sub-020,-6.245424951193253e-07
1234,French,Low,Right,Entropy,2,sub-020,-8.308636884336457e-06
1235,French,Low,Left,Entropy,2,sub-020,-5.534777868385733e-06
1236,French,Low,Right,Phoneme_onset,2,sub-021,6.792363569868838e-07
1237,French,Low,Left,Phoneme_onset,2,sub-021,3.5557262278738323e-07
1238,French,Low,Right,Surprisal,2,sub-021,2.0185644651488974e-07
1239,French,Low,Left,Surprisal,2,sub-021,-4.1940455696998606e-06
1240,French,Low,Right,Entropy,2,sub-021,-9.1876928046268e-06
1241,French,Low,Left,Entropy,2,sub-021,-9.292049776417412e-06
1242,French,Low,Right,Phoneme_onset,2,sub-023,1.696278682316952e-06
1243,French,Low,Left,Phoneme_onset,2,sub-023,9.164122721673845e-07
1244,French,Low,Right,Surprisal,2,sub-023,-5.00462024894867e-06
1245,French,Low,Left,Surprisal,2,sub-023,-3.0469732730054343e-06
1246,French,Low,Right,Entropy,2,sub-023,-7.573111114691735e-06
1247,French,Low,Left,Entropy,2,sub-023,-9.791287604887734e-06
1248,French,Low,Right,Phoneme_onset,2,sub-025,-9.216857548366371e-07
1249,French,Low,Left,Phoneme_onset,2,sub-025,2.5775679968140272e-05
1250,French,Low,Right,Surprisal,2,sub-025,-1.0378846426467019e-06
1251,French,Low,Left,Surprisal,2,sub-025,-3.888748564654886e-06
1252,French,Low,Right,Entropy,2,sub-025,-9.83298288257205e-06
1253,French,Low,Left,Entropy,2,sub-025,-7.565421661878665e-06
1254,French,Low,Right,Phoneme_onset,2,sub-026,-2.352221861357659e-06
1255,French,Low,Left,Phoneme_onset,2,sub-026,3.810801207420555e-06
1256,French,Low,Right,Surprisal,2,sub-026,-2.427050735549535e-06
1257,French,Low,Left,Surprisal,2,sub-026,1.9781170020085337e-06
1258,French,Low,Right,Entropy,2,sub-026,-1.035738978940395e-05
1259,French,Low,Left,Entropy,2,sub-026,-5.097938264955586e-06
1260,French,Low,Right,Phoneme_onset,2,sub-027,-2.297432978644264e-07
1261,French,Low,Left,Phoneme_onset,2,sub-027,-1.0943575874865286e-06
1262,French,Low,Right,Surprisal,2,sub-027,-5.540068142816014e-07
1263,French,Low,Left,Surprisal,2,sub-027,-2.5216655962937625e-06
1264,French,Low,Right,Entropy,2,sub-027,-8.180692630448548e-06
1265,French,Low,Left,Entropy,2,sub-027,-9.72246020303057e-06
1266,French,Low,Right,Phoneme_onset,2,sub-028,-3.7555093273668423e-06
1267,French,Low,Left,Phoneme_onset,2,sub-028,-1.1773258301590275e-06
1268,French,Low,Right,Surprisal,2,sub-028,-4.758319237354505e-06
1269,French,Low,Left,Surprisal,2,sub-028,-1.1627997824489056e-06
1270,French,Low,Right,Entropy,2,sub-028,-9.851466758863605e-06
1271,French,Low,Left,Entropy,2,sub-028,-8.219756253680618e-06
1272,French,Low,Right,Phoneme_onset,2,sub-029,8.827953101420283e-07
1273,French,Low,Left,Phoneme_onset,2,sub-029,-7.960556577084203e-07
1274,French,Low,Right,Surprisal,2,sub-029,-2.707598238095817e-06
1275,French,Low,Left,Surprisal,2,sub-029,-8.455731548925373e-07
1276,French,Low,Right,Entropy,2,sub-029,-7.321495776390509e-06
1277,French,Low,Left,Entropy,2,sub-029,-7.991476080224597e-06
1278,French,Low,Right,Phoneme_onset,2,sub-030,-2.664537821236395e-06
1279,French,Low,Left,Phoneme_onset,2,sub-030,1.9745880254174816e-06
1280,French,Low,Right,Surprisal,2,sub-030,-5.316858314973562e-06
1281,French,Low,Left,Surprisal,2,sub-030,-2.5625305555086975e-06
1282,French,Low,Right,Entropy,2,sub-030,-9.322169179682292e-06
1283,French,Low,Left,Entropy,2,sub-030,-5.845607449851077e-06
1284,French,Low,Right,Phoneme_onset,2,sub-032,1.2197829681793153e-05
1285,French,Low,Left,Phoneme_onset,2,sub-032,7.640546898436736e-06
1286,French,Low,Right,Surprisal,2,sub-032,-7.367800227960311e-07
1287,French,Low,Left,Surprisal,2,sub-032,-5.309050900027777e-06
1288,French,Low,Right,Entropy,2,sub-032,-9.238740367295829e-06
1289,French,Low,Left,Entropy,2,sub-032,-8.690970114191729e-06
1290,French,Low,Right,Phoneme_onset,2,sub-033,-6.624061107910543e-07
1291,French,Low,Left,Phoneme_onset,2,sub-033,2.6984175263142883e-06
1292,French,Low,Right,Surprisal,2,sub-033,-6.623212886648696e-06
1293,French,Low,Left,Surprisal,2,sub-033,9.657852223083353e-07
1294,French,Low,Right,Entropy,2,sub-033,-7.5842537087526165e-06
1295,French,Low,Left,Entropy,2,sub-033,-5.889578377619463e-06
1296,French,High,Right,Phoneme_onset,2,sub-001,2.1686709742024507e-06
1297,French,High,Left,Phoneme_onset,2,sub-001,-1.7379614813459438e-06
1298,French,High,Right,Surprisal,2,sub-001,-1.1373725681294363e-06
1299,French,High,Left,Surprisal,2,sub-001,-3.0415928066988257e-06
1300,French,High,Right,Entropy,2,sub-001,-7.956368795820634e-06
1301,French,High,Left,Entropy,2,sub-001,-2.242385513566378e-06
1302,French,High,Right,Phoneme_onset,2,sub-003,8.155315723164926e-07
1303,French,High,Left,Phoneme_onset,2,sub-003,8.409177533450393e-07
1304,French,High,Right,Surprisal,2,sub-003,-4.863362992800139e-06
