,Language,Word Entropy,hemisphere,subject,model,accuracy
143,Dutch,Low,Left,sub-033,equal_signal_acoustic+phonemes+surprisal+entropy,-1.714686335486595e-06
144,Dutch,High,Right,sub-001,equal_signal_acoustic+phonemes+surprisal+entrop,1.563843083538701e-05
145,Dutch,High,Left,sub-001,equal_signal_acoustic+phonemes+surprisal+entrop,3.413007264275676e-05
146,Dutch,High,Right,sub-003,equal_signal_acoustic+phonemes+surprisal+entrop,2.150796168719041e-05
147,Dutch,High,Left,sub-003,equal_signal_acoustic+phonemes+surprisal+entrop,5.55428825520412e-06
148,Dutch,High,Right,sub-004,equal_signal_acoustic+phonemes+surprisal+entrop,8.542695763612355e-06
149,Dutch,High,Left,sub-004,equal_signal_acoustic+phonemes+surprisal+entrop,2.0388266568950082e-05
150,Dutch,High,Right,sub-008,equal_signal_acoustic+phonemes+surprisal+entrop,3.949764042055999e-05
151,Dutch,High,Left,sub-008,equal_signal_acoustic+phonemes+surprisal+entrop,2.91766186106052e-05
152,Dutch,High,Right,sub-009,equal_signal_acoustic+phonemes+surprisal+entrop,3.179109138788772e-05
153,Dutch,High,Left,sub-009,equal_signal_acoustic+phonemes+surprisal+entrop,1.3884888821326765e-05
154,Dutch,High,Right,sub-010,equal_signal_acoustic+phonemes+surprisal+entrop,-1.3607024446330973e-05
155,Dutch,High,Left,sub-010,equal_signal_acoustic+phonemes+surprisal+entrop,2.2012860798759047e-05
156,Dutch,High,Right,sub-011,equal_signal_acoustic+phonemes+surprisal+entrop,3.534669811687225e-05
157,Dutch,High,Left,sub-011,equal_signal_acoustic+phonemes+surprisal+entrop,9.176909918076674e-05
158,Dutch,High,Right,sub-013,equal_signal_acoustic+phonemes+surprisal+entrop,-3.5411382777806685e-06
159,Dutch,High,Left,sub-013,equal_signal_acoustic+phonemes+surprisal+entrop,-1.3140027719301599e-05
160,Dutch,High,Right,sub-014,equal_signal_acoustic+phonemes+surprisal+entrop,6.994044963266821e-05
161,Dutch,High,Left,sub-014,equal_signal_acoustic+phonemes+surprisal+entrop,5.3629195817282614e-05
162,Dutch,High,Right,sub-015,equal_signal_acoustic+phonemes+surprisal+entrop,4.279688187919658e-05
163,Dutch,High,Left,sub-015,equal_signal_acoustic+phonemes+surprisal+entrop,3.949778591901742e-05
164,Dutch,High,Right,sub-017,equal_signal_acoustic+phonemes+surprisal+entrop,0.00019994471447417443
165,Dutch,High,Left,sub-017,equal_signal_acoustic+phonemes+surprisal+entrop,5.914802345062742e-05
166,Dutch,High,Right,sub-018,equal_signal_acoustic+phonemes+surprisal+entrop,2.4011587943984657e-05
167,Dutch,High,Left,sub-018,equal_signal_acoustic+phonemes+surprisal+entrop,2.8980362336835764e-05
168,Dutch,High,Right,sub-019,equal_signal_acoustic+phonemes+surprisal+entrop,7.03545915663426e-05
169,Dutch,High,Left,sub-019,equal_signal_acoustic+phonemes+surprisal+entrop,4.0628840330203776e-05
170,Dutch,High,Right,sub-020,equal_signal_acoustic+phonemes+surprisal+entrop,7.290666455343516e-06
171,Dutch,High,Left,sub-020,equal_signal_acoustic+phonemes+surprisal+entrop,2.710559338791508e-05
172,Dutch,High,Right,sub-021,equal_signal_acoustic+phonemes+surprisal+entrop,1.098725223496456e-05
173,Dutch,High,Left,sub-021,equal_signal_acoustic+phonemes+surprisal+entrop,4.3714844491218574e-05
174,Dutch,High,Right,sub-023,equal_signal_acoustic+phonemes+surprisal+entrop,1.7649928729103876e-05
175,Dutch,High,Left,sub-023,equal_signal_acoustic+phonemes+surprisal+entrop,-3.2189230757405417e-07
176,Dutch,High,Right,sub-025,equal_signal_acoustic+phonemes+surprisal+entrop,1.3518877414123448e-05
177,Dutch,High,Left,sub-025,equal_signal_acoustic+phonemes+surprisal+entrop,0.00010479180058773141
178,Dutch,High,Right,sub-026,equal_signal_acoustic+phonemes+surprisal+entrop,-1.779458058574677e-05
179,Dutch,High,Left,sub-026,equal_signal_acoustic+phonemes+surprisal+entrop,1.0033551916668428e-05
180,Dutch,High,Right,sub-027,equal_signal_acoustic+phonemes+surprisal+entrop,1.325150956426994e-05
181,Dutch,High,Left,sub-027,equal_signal_acoustic+phonemes+surprisal+entrop,3.0497493013590405e-05
182,Dutch,High,Right,sub-028,equal_signal_acoustic+phonemes+surprisal+entrop,-3.711106641193275e-06
183,Dutch,High,Left,sub-028,equal_signal_acoustic+phonemes+surprisal+entrop,-1.260033755897326e-05
184,Dutch,High,Right,sub-029,equal_signal_acoustic+phonemes+surprisal+entrop,5.072766644499745e-06
185,Dutch,High,Left,sub-029,equal_signal_acoustic+phonemes+surprisal+entrop,6.414260146359719e-05
186,Dutch,High,Right,sub-030,equal_signal_acoustic+phonemes+surprisal+entrop,1.479541027922439e-05
187,Dutch,High,Left,sub-030,equal_signal_acoustic+phonemes+surprisal+entrop,2.530580815993736e-05
188,Dutch,High,Right,sub-032,equal_signal_acoustic+phonemes+surprisal+entrop,4.808568604220184e-05
189,Dutch,High,Left,sub-032,equal_signal_acoustic+phonemes+surprisal+entrop,0.00010074989620566358
190,Dutch,High,Right,sub-033,equal_signal_acoustic+phonemes+surprisal+entrop,8.561192477588245e-07
191,Dutch,High,Left,sub-033,equal_signal_acoustic+phonemes+surprisal+entrop,1.647633660779231e-05
