,onset,offset,words
0,0.0,1.8,
1,1.8,1.94,Het
2,1.94,2.09,werd
3,2.09,2.37,alles
4,2.37,2.94,volbracht
5,2.94,3.24,
6,3.24,3.37,en
7,3.37,3.4,de
8,3.4,4.09,koningszoon
9,4.09,4.48,voerde
10,4.48,4.51,de
11,4.51,4.85,schoone
12,4.85,5.36,jonkvrouw
13,5.36,5.47,op
14,5.47,5.5,het
15,5.5,6.0,gouden
16,6.0,6.25,paard
17,6.25,6.4,met
18,6.4,6.58,zich
19,6.58,7.0,mede
20,7.0,8.7,
21,8.7,8.8,De
22,8.8,9.07,vos
23,9.07,9.26,bleef
24,9.26,9.38,bij
25,9.38,10.14,hen
26,10.14,10.64,en
27,10.64,10.75,
28,10.75,11.02,zeide
29,11.02,11.15,nu
30,11.15,11.36,zal
31,11.36,11.44,ik
32,11.44,11.54,je
33,11.54,11.69,ook
34,11.69,11.76,aan
35,11.76,11.82,den
36,11.82,12.15,gouden
37,12.15,12.57,vogel
38,12.57,13.08,helpen
39,13.08,13.5,
40,13.5,13.82,Als
41,13.82,13.9,je
42,13.9,14.09,dicht
43,14.09,14.23,bij
44,14.23,14.29,het
45,14.29,14.61,slot
46,14.61,14.76,van
47,14.76,14.82,den
48,14.82,15.16,vogel
49,15.16,15.39,zult
50,15.39,15.87,zijn
51,15.87,16.15,
52,16.15,16.37,laat
53,16.37,16.57,dan
54,16.57,16.6,de
55,16.6,17.04,jonkvrouw
56,17.04,17.79,afstijgen
57,17.79,17.93,
58,17.93,18.08,ik
59,18.08,18.24,zal
60,18.24,18.44,haar
61,18.44,18.96,bewaken
62,18.96,19.45,
63,19.45,19.66,Rij
64,19.66,19.92,dan
65,19.92,20.09,met
66,20.09,20.18,het
67,20.18,20.56,gouden
68,20.56,20.87,paard
69,20.87,20.92,
70,20.92,21.0,het
71,21.0,21.61,slotplein
72,21.61,21.84,op
73,21.84,22.74,
74,22.74,22.97,dat
75,22.97,23.43,gezicht
76,23.43,23.68,zal
77,23.68,24.5,bovenmatige
78,24.5,24.89,vreugde
79,24.89,25.38,geven
80,25.38,25.74,
81,25.74,25.83,en
82,25.83,25.97,zij
83,25.97,26.32,zullen
84,26.32,26.38,den
85,26.38,26.7,gouden
86,26.7,27.1,vogel
87,27.1,27.44,buiten
88,27.44,27.84,brengen
89,27.84,28.47,
90,28.47,28.81,Als
91,28.81,28.91,je
92,28.91,28.98,de
93,28.98,29.27,kooi
94,29.27,29.64,vast
95,29.64,30.03,hebt
96,30.03,30.21,
97,30.21,30.5,jaag
98,30.5,30.67,dan
99,30.67,31.68,oogenblikkelijk
100,31.68,31.83,naar
101,31.83,32.01,ons
102,32.01,32.34,terug
103,32.34,32.56,en
104,32.56,32.75,haal
105,32.75,32.79,de
106,32.79,33.28,jonkvrouw
107,33.28,33.61,af
108,33.61,35.7,
109,35.7,35.95,Toen
110,35.95,36.19,dat
111,36.19,36.67,waagstuk
112,36.67,37.11,volbracht
113,37.11,37.71,was
114,37.71,37.79,
115,37.79,37.88,en
116,37.88,37.98,de
117,37.98,38.65,koningszoon
118,38.65,38.76,met
119,38.76,38.88,zijn
120,38.88,39.25,schatten
121,39.25,39.48,zou
122,39.48,40.01,wegrijden
123,40.01,40.21,zei
124,40.21,40.27,de
125,40.27,40.87,vos
126,40.87,41.29,
127,41.29,41.47,nu
128,41.47,41.64,moet
129,41.64,41.8,je
130,41.8,41.98,mij
131,41.98,42.12,nog
132,42.12,42.23,de
133,42.23,42.61,belooning
134,42.61,42.96,geven
135,42.96,43.11,voor
136,43.11,43.31,mijn
137,43.31,43.73,hulp
138,43.73,44.7,
139,44.7,44.94,Wat
140,44.94,45.22,wensch
141,45.22,45.25,je
142,45.25,45.34,er
143,45.34,45.7,voor
144,45.7,45.92,zei
145,45.92,46.12,de
146,46.12,46.76,jongeling
147,46.76,47.66,
148,47.66,48.03,Als
149,48.03,48.15,wij
150,48.15,48.24,in
151,48.24,48.36,het
152,48.36,48.62,bosch
153,48.62,49.12,komen
154,49.12,49.29,
155,49.29,49.46,moet
156,49.46,49.52,je
157,49.52,49.63,mij
158,49.63,50.29,doodschieten
159,50.29,50.51,en
160,50.51,50.73,kop
161,50.73,50.96,en
162,50.96,51.25,pooten
163,51.25,51.46,af
164,51.46,51.93,houwen
165,51.93,52.68,
166,52.68,53.02,Dat
167,53.02,53.23,zou
168,53.23,53.32,een
169,53.32,53.61,mooie
170,53.61,54.18,dankbaarheid
171,54.18,54.47,zijn
172,54.47,54.57,dat
173,54.57,54.72,kan
174,54.72,54.83,ik
175,54.83,55.38,onmogelijk
176,55.38,55.82,doen
177,55.82,56.45,antwoordde
178,56.45,56.55,de
179,56.55,57.06,prins
180,57.06,58.51,
181,58.51,58.69,Toen
182,58.69,58.87,zei
183,58.87,58.93,de
184,58.93,59.6,vos
185,59.6,59.66,
186,59.66,59.94,als
187,59.94,59.97,je
188,59.97,60.03,het
189,60.03,60.21,niet
190,60.21,60.49,doen
191,60.49,60.87,wilt
192,60.87,61.03,moet
193,61.03,61.13,ik
194,61.13,61.87,heengaan
195,61.87,62.07,
196,62.07,62.27,maar
197,62.27,62.63,vóór
198,62.63,62.75,ik
199,62.75,62.86,je
200,62.86,63.46,verlaat
201,63.46,63.68,
202,63.68,63.82,wil
203,63.82,63.95,ik
204,63.95,64.08499,je
205,64.08499,64.38,eerst
206,64.38,64.5,nog
207,64.5,64.55,een
208,64.55,64.84,goeden
209,64.84,65.11,raad
210,65.11,65.59,geven
211,65.59,66.58,
212,66.58,66.79,Pas
213,66.79,66.93,op
214,66.93,67.05,voor
215,67.05,67.38,twee
216,67.38,67.8,dingen
217,67.8,68.26,
218,68.26,68.51,Koop
219,68.51,68.8,geen
220,68.8,69.69,galgenvleesch
221,69.69,69.85,
222,69.85,70.01,en
223,70.01,70.25,ga
224,70.25,70.57,niet
225,70.57,70.86,zitten
226,70.86,71.17,op
227,71.17,71.29,den
228,71.29,71.54,rand
229,71.54,71.71,van
230,71.71,71.79,een
231,71.79,72.22,bron
232,72.22,73.05,
233,73.05,73.33,Toen
234,73.33,73.51,liep
235,73.51,73.66,hij
236,73.66,73.72,het
237,73.72,74.0,bosch
238,74.0,74.27,is
239,74.27,75.68,
240,75.68,75.85,Wat
241,75.85,75.93,een
242,75.93,76.15,raar
243,76.15,76.53,dier
244,76.53,76.78,dacht
245,76.78,76.81,de
246,76.81,77.32,jongeling
247,77.32,77.66,
248,77.66,77.81,wat
249,77.81,78.1,heeft
250,78.1,78.21,hij
251,78.21,78.79,zeldzame
252,78.79,79.25,grillen
253,79.25,79.67,
254,79.67,79.77,Wie
255,79.77,79.98,zal
256,79.98,80.07,nu
257,80.07,80.81,galgenvleesch
258,80.81,81.57,éénhonderdvierenveertig
259,81.57,81.73,koopen
260,81.73,81.76,en
261,81.76,81.85,ik
262,81.85,81.96,heb
263,81.96,82.08,nog
264,82.08,82.36,nooit
265,82.36,82.83,bijzondere
266,82.83,83.04,lust
267,83.04,83.36,gehad
268,83.36,83.53,om
269,83.53,83.65,op
270,83.65,83.76,den
271,83.76,84.02,rand
272,84.02,84.12,van
273,84.12,84.23,een
274,84.23,84.48,bron
275,84.48,84.57,te
276,84.57,84.76,gaan
277,84.76,85.15,zitten
278,85.15,86.44,
279,86.44,86.63,Hij
280,86.63,86.88,reed
281,86.88,87.05,met
282,87.05,87.08,de
283,87.08,87.41,schoone
284,87.41,87.86,jonkvrouw
285,87.86,88.33,verder
286,88.33,88.65,
287,88.65,88.78,en
288,88.78,89.0,kwam
289,89.0,89.22,weer
290,89.22,89.36,door
291,89.36,89.48,het
292,89.48,89.79,dorp
293,89.79,89.9,waar
294,89.9,90.06,zijn
295,90.06,90.35,beide
