,onset,offset,words
0,0.0,0.86,
1,0.86,1.08,Toen
2,1.08,1.14,hij
3,1.14,1.28,aan
4,1.28,1.35,het
5,1.35,1.74,kasteel
6,1.74,2.19,kwam
7,2.19,2.65,ging
8,2.65,2.75,het
9,2.75,3.13,alles
10,3.13,3.41,zooals
11,3.41,3.45,de
12,3.45,3.8,vos
13,3.8,4.24,gezegd
14,4.24,4.56,had
15,4.56,5.24,Hij
16,5.24,5.48,vond
17,5.48,5.59,het
18,5.59,6.02,vertrek
19,6.02,6.21,waar
20,6.21,6.24,de
21,6.24,6.55,gouden
22,6.55,7.05,vogel
23,7.05,7.19,in
24,7.19,7.28,een
25,7.28,7.56,houten
26,7.56,7.83,kooi
27,7.83,8.23,zat
28,8.23,8.76,en
29,8.76,8.82,de
30,8.82,9.16,gouden
31,9.16,9.4,kooi
32,9.4,9.72,stond
33,9.72,9.76,er
34,9.76,10.34,naast
35,10.34,10.71,
36,10.71,10.81,de
37,10.81,10.97,drie
38,10.97,11.26,gouden
39,11.26,11.76,appels
40,11.76,12.22,lagen
41,12.22,12.74,verspreid
42,12.74,12.91,in
43,12.91,13.0,de
44,13.0,13.48,kamer
45,13.48,14.51,
46,14.51,14.64,Maar
47,14.64,14.73,hij
48,14.73,15.13,dacht
49,15.13,15.29,het
50,15.29,15.5,was
51,15.5,15.62,toch
52,15.62,15.75,te
53,15.75,16.21,mal
54,16.21,16.34,om
55,16.34,16.48,dien
56,16.48,16.7,mooien
57,16.7,17.21,vogel
58,17.21,17.38,in
59,17.38,17.44,de
60,17.44,17.79,leelijke
61,17.79,18.07,kooi
62,18.07,18.17,te
63,18.17,18.57,laten
64,18.57,19.08,
65,19.08,19.21,en
66,19.21,19.29,hij
67,19.29,19.55,deed
68,19.55,19.65,het
69,19.65,19.94,deurtje
70,19.94,20.5,open
71,20.5,20.61,
72,20.61,20.94,pakte
73,20.94,21.0,den
74,21.0,21.55,vogel
75,21.55,21.73,en
76,21.73,22.03,zette
77,22.03,22.19,hem
78,22.19,22.25,in
79,22.25,22.31,de
80,22.31,22.69,gouden
81,22.69,22.96,kooi
82,22.96,23.7,
83,23.7,24.0,Maar
84,24.0,24.06,op
85,24.06,24.34,dat
86,24.34,24.66,oogenblik
87,24.66,24.86,gaf
88,24.86,24.95,de
89,24.95,25.32,vogel
90,25.32,25.44,een
91,25.44,26.04,doordringenden
92,26.04,26.54,kreet
93,26.54,26.98,
94,26.98,27.07,De
95,27.07,27.57,soldaten
96,27.57,28.31,ontwaakten
97,28.31,28.75,stormden
98,28.75,28.88,naar
99,28.88,29.14,binnen
100,29.14,29.34,en
101,29.34,29.64,brachten
102,29.64,29.76,hem
103,29.76,29.83,in
104,29.83,29.86,de
105,29.86,30.69,gevangenis
106,30.69,31.9,
107,31.9,32.0,Den
108,32.0,32.37,volgenden
109,32.37,32.76,morgen
110,32.76,32.94,werd
111,32.94,32.98,er
112,32.98,33.38,gerecht
113,33.38,33.6,over
114,33.6,33.74,hem
115,33.74,34.31,gehouden
116,34.31,34.39,
117,34.39,34.75,en
118,34.75,34.9,toen
119,34.9,35.0,hij
120,35.0,35.22,alles
121,35.22,35.79,bekende
122,35.79,35.93,
123,35.93,36.1,werd
