,onset,offset,words
93,25.56,25.82,eene
94,25.82,25.89,
95,25.89,26.21,eendje
96,26.21,26.33,er
97,26.33,26.69,uit
98,26.69,27.34,
99,27.34,27.57,Dat
100,27.57,27.77,willen
101,27.77,27.87,wij
102,27.87,28.01,hier
103,28.01,28.15,niet
104,28.15,28.48,hebben
105,28.48,29.67,
106,29.67,29.82,En
107,29.82,30.31,terstond
108,30.31,30.52,
109,30.52,30.84,vloog
110,30.84,30.87,er
111,30.87,31.02,een
112,31.02,31.08,
113,31.08,31.36,oude
114,31.36,31.44,
115,31.44,31.67,eend
116,31.67,31.8,
117,31.8,31.9,naar
118,31.9,31.97,het
119,31.97,32.04,
120,32.04,32.31,arme
121,32.31,32.62,beest
122,32.62,32.84,toe
123,32.84,33.14,
124,33.14,33.3,en
125,33.3,33.56,beet
126,33.56,33.67,het
127,33.67,33.87,in
128,33.87,33.97,den
129,33.97,34.09,nek
130,34.09,35.22,
131,35.22,35.39,Wil
132,35.39,35.47,je
133,35.47,35.58,dat
134,35.58,35.69,nu
135,35.69,35.82,wel
136,35.82,36.02,eens
137,36.02,36.45,laten
138,36.45,36.72,
139,36.72,36.85,zei
140,36.85,36.93,de
141,36.93,37.17,moeder
142,37.17,37.66,
143,37.66,37.8,Het
144,37.8,37.93,doet
145,37.93,38.25,immers
146,38.25,38.5,niemand
147,38.5,38.6,
148,38.6,38.92,kwaad
149,38.92,40.18,
150,40.18,40.37,Dat
151,40.37,40.46,is
152,40.46,40.58,wel
153,40.58,41.08,mogelijk
154,41.08,41.59,
155,41.59,41.69,maar
156,41.69,41.79,het
157,41.79,41.85,is
158,41.85,42.01,
159,42.01,42.12,te
160,42.12,42.52,groot
161,42.52,42.75,
162,42.75,42.89,en
163,42.89,43.05,ziet
164,43.05,43.11,er
165,43.11,43.36,zoo
166,43.36,43.73,vreemd
167,43.73,44.03,uit
168,44.03,44.5,
169,44.5,44.61,zei
170,44.61,44.65,de
171,44.65,44.96499,andere
172,44.96499,45.2,eend
173,45.2,45.79,
174,45.79,45.94,en
175,45.94,46.31,daarom
176,46.31,46.53,
177,46.53,46.69,moet
178,46.69,46.8,het
179,46.8,46.96,eens
180,46.96,47.16,een
181,47.16,47.45,pikje
182,47.45,47.75,hebben
183,47.75,49.25,
184,49.25,49.44,Het
185,49.44,49.54,
186,49.54,49.88,zijn
187,49.88,50.38,lieve
188,50.38,50.46,
189,50.46,50.9,kinderen
190,50.9,51.02,die
191,51.02,51.11,de
192,51.11,51.37,moeder
193,51.37,51.89,heeft
194,51.89,52.26,
195,52.26,52.41,zei
196,52.41,52.45,de
197,52.45,52.73,oude
198,52.73,53.04,eend
199,53.04,53.09,
200,53.09,53.22,met
201,53.22,53.3,het
202,53.3,53.58,lapje
203,53.58,53.73,om
204,53.73,53.8,den
205,53.8,54.15,poot
206,54.15,55.08,
207,55.08,55.19,zij
208,55.19,55.33,zijn
209,55.33,55.53,
210,55.53,55.93,allemaal
211,55.93,56.28,mooi
212,56.28,56.54,
213,56.54,56.96,behalve
214,56.96,57.13,dat
215,57.13,57.47,eene
216,57.47,57.9,
217,57.9,58.07,dat
218,58.07,58.16,is
219,58.16,58.61,mislukt
220,58.61,59.34,
221,59.34,59.47,ik
222,59.47,59.65,zou
223,59.65,59.8,wel
224,59.8,60.05,willen
225,60.05,60.28,
226,60.28,60.39,dal
227,60.39,60.44,
228,60.44,60.51,je
229,60.51,60.64,dat
230,60.64,60.79,eens
231,60.79,60.92,wat
232,60.92,61.03,
233,61.03,61.38,anders
234,61.38,61.61,kondt
235,61.61,62.04,maken
236,62.04,63.39,
237,63.39,63.54,Dat
238,63.54,63.88,gaat
239,63.88,64.12,immers
240,64.12,64.36,niet
241,64.36,64.61,
242,64.61,64.74,zei
243,64.74,64.8,de
244,64.8,65.03,moeder
245,65.03,65.15,van
246,65.15,65.27,het
247,65.27,65.65,eendje
248,65.65,66.25,
249,66.25,66.4,het
250,66.4,66.51,is
251,66.51,66.63,wel
252,66.63,66.83,niet
253,66.83,67.18,mooi
254,67.18,67.43,
255,67.43,67.54,maar
256,67.54,67.6,het
257,67.6,67.8,heeft
258,67.8,67.86,een
259,67.86,68.18,goed
260,68.18,68.36,hart
261,68.36,68.64,
262,68.64,68.78,en
263,68.78,69.02,zwemt
264,69.02,69.16,
265,69.16,69.45,even
266,69.45,69.78,flink
267,69.78,69.93,als
268,69.93,70.09,al
269,70.09,70.12,de
270,70.12,70.58,anderen
271,70.58,70.97,
272,70.97,71.17,ja
273,71.17,71.41,
274,71.41,71.55,ik
275,71.55,71.73,moet
276,71.73,72.08,zeggen
277,72.08,72.3,
278,72.3,72.45,nog
279,72.45,72.52,
280,72.52,72.89,beter
281,72.89,73.52,
282,73.52,73.7,Ik
283,73.7,73.91,denk
284,73.91,74.09,wel
285,74.09,74.32,
286,74.32,74.5,dat
287,74.5,74.61,het
288,74.61,74.84,goed
289,74.84,74.96,zal
290,74.96,75.45,opgroeien
291,75.45,75.75,
292,75.75,75.81,en
293,75.81,76.31,mettertijd
294,76.31,76.44,wat
295,76.44,76.51,
296,76.51,76.82,kleiner
297,76.82,77.11,worden
298,77.11,77.75,
299,77.75,77.84,Het
300,77.84,77.98,heeft
301,77.98,78.04,
302,78.04,78.18,te
303,78.18,78.39,lang
304,78.39,78.5,in
305,78.5,78.56,het
306,78.56,78.73,ei
307,78.73,79.23,gezeten
308,79.23,79.52,
309,79.52,79.64,en
310,79.64,79.98,daardoor
311,79.98,80.09,is
312,80.09,80.17,het
313,80.17,80.32,wat
314,80.32,80.41,
315,80.41,80.83,mismaakt
316,80.83,81.23,geworden
317,81.23,82.53,
318,82.53,82.74,Dit
319,82.74,83.13,zeggende
320,83.13,83.36,
321,83.36,83.59,pakte
322,83.59,83.69,zij
323,83.69,83.77,het
324,83.77,84.06,beet
325,84.06,84.35,
326,84.35,84.42,en
327,84.42,84.71,streek
328,84.71,84.87,zijn
329,84.87,85.19,veeren
330,85.19,85.52,glad
331,85.52,86.57,
332,86.57,87.02,Bovendien
333,87.02,87.23,
334,87.23,87.38,is
335,87.38,87.5,het
336,87.5,87.65,een
337,87.65,87.88,woerd
338,87.88,88.24,
339,88.24,88.44,zeide
340,88.44,88.63,zij
341,88.63,89.03,
342,89.03,89.18,en
343,89.18,89.51,daarom
344,89.51,89.61,doet
345,89.61,89.69,
346,89.69,89.76,het
347,89.76,89.8,er
348,89.8,89.94,zoo
349,89.94,90.12,veel
350,90.12,90.26,niet
351,90.26,90.43,toe
352,90.43,91.01,
353,91.01,91.1,Ik
354,91.1,91.35,denk
355,91.35,91.53,
356,91.53,91.66,dat
357,91.66,91.79,het
358,91.79,91.9,wel
359,91.9,92.31,krachtig
360,92.31,92.5,zal
361,92.5,92.74,worden
362,92.74,93.14,
363,93.14,93.25,het
364,93.25,93.39,weet
365,93.39,93.5,zich
366,93.5,93.62,ten
367,93.62,93.96,minste
368,93.96,94.18,nu
369,94.18,94.27,al
370,94.27,94.54,goed
371,94.54,94.61,te
372,94.61,95.09,verweren
373,95.09,96.82,
374,96.82,96.85,De
375,96.85,96.98,
376,96.98,97.27,andere
377,97.27,97.84,eendjes
378,97.84,98.1,
379,98.1,98.27,zien
380,98.27,98.34,er
381,98.34,98.47,
382,98.47,98.95,allerliefst
383,98.95,99.15,uit
384,99.15,99.68,
385,99.68,99.82,zei
386,99.82,99.89,de
387,99.89,100.09,oude
388,100.09,100.36,eend
389,100.36,101.02,
390,101.02,101.14,doe
391,101.14,101.39,maar
392,101.39,101.72,
393,101.72,102.0,alsof
394,102.0,102.07,je
395,102.07,102.14,
396,102.14,102.42,thuis
397,102.42,102.73,waart
398,102.73,103.17,
399,103.17,103.32,en
400,103.32,103.39,als
401,103.39,103.49,je
402,103.49,103.64,een
403,103.64,103.72,
404,103.72,104.27,palingkop
405,104.27,104.54,vindt
406,104.54,104.92,
407,104.92,105.03,dan
408,105.03,105.18,kun
409,105.18,105.26,je
410,105.26,105.39,dien
411,105.39,105.5,wel
412,105.5,105.62,aan
413,105.62,105.81,mij
414,105.81,105.87,
415,105.87,106.1,brengen
416,106.1,107.27,
417,107.27,107.41,En
418,107.41,107.68,zoo
419,107.68,107.95,waren
420,107.95,108.06,zij
421,108.06,108.15,er
422,108.15,108.4,dan
423,108.4,108.57,zoo
424,108.57,108.79,goed
425,108.79,108.94,als
426,108.94,109.34,thuis
427,109.34,110.11,
428,110.11,110.27,Maar
429,110.27,110.36,het
430,110.36,110.67,arme
431,110.67,111.05,eendje
432,111.05,111.23,
433,111.23,111.35,dat
434,111.35,111.49,het
435,111.49,111.81,laatst
436,111.81,111.92,uit
437,111.92,112.04,het
438,112.04,112.2,ei
439,112.2,112.64,gekomen
440,112.64,112.85,was
441,112.85,113.14,
442,113.14,113.19,en
443,113.19,113.29,er
444,113.29,113.48,zoo
445,113.48,113.8,leelijk
446,113.8,114.3,uitzag
447,114.3,114.65,
448,114.65,114.79,werd
449,114.79,115.38,gebeten
450,115.38,115.63,
451,115.63,116.23,gestooten
452,116.23,116.45,
453,116.45,116.52,en
454,116.52,116.63,voor
455,116.63,116.69,den
456,116.69,116.92,gek
457,116.92,117.4,gehouden
458,117.4,117.73,
459,117.73,117.84,en
460,117.84,117.99,dat
461,117.99,118.29,zoowel
462,118.29,118.4,door
463,118.4,118.47,de
464,118.47,118.9,eenden
465,118.9,119.02,
466,119.02,119.19,als
467,119.19,119.28,door
468,119.28,119.36,de
469,119.36,119.41,
470,119.41,119.73,kippen
471,119.73,120.92,
472,120.92,121.07,Het
473,121.07,121.22,is
474,121.22,121.31,te
475,121.31,121.87,groot
476,121.87,122.11,
477,122.11,122.34,zeiden
478,122.34,122.67,allen
479,122.67,123.18,
480,123.18,123.33,en
481,123.33,123.38,de
482,123.38,123.44,
483,123.44,124.03,kalkoensche
484,124.03,124.36,haan
485,124.36,124.59,
486,124.59,124.69,die
487,124.69,124.88,met
488,124.88,125.28,sporen
489,125.28,125.44,ter
490,125.44,125.72,wereld
491,125.72,126.09,gekomen
492,126.09,126.33,was
493,126.33,126.63,
494,126.63,126.75,en
495,126.75,127.05,daarom
496,127.05,127.26,dacht
497,127.26,127.44,
498,127.44,127.58,dat
499,127.58,127.69,hij
500,127.69,127.75,
501,127.75,128.11,keizer
502,128.11,128.35,was
503,128.35,128.75,
504,128.75,128.99,blies
505,128.99,129.19,zich
506,129.19,129.42,op
507,129.42,129.56,als
508,129.56,129.63,een
509,129.63,129.96,schip
510,129.96,130.05,
511,130.05,130.24,met
512,130.24,130.53,volle
513,130.53,130.9,zeilen
514,130.9,131.1,
515,131.1,131.22,en
516,131.22,131.43,kwam
517,131.43,131.61,op
518,131.61,131.71,hem
519,131.71,132.04,af
520,132.04,132.7,
521,132.7,132.96,toen
522,132.96,133.29,klokte
523,133.29,133.49,hij
524,133.49,133.74,
525,133.74,133.88,en
526,133.88,133.97,werd
527,133.97,134.02,
528,134.02,134.19,zijn
529,134.19,134.41,kop
530,134.41,134.48,
531,134.48,135.06,vuurrood
532,135.06,136.0,
533,136.0,136.17,Het
534,136.17,136.5,arme
535,136.5,136.75,eendje
536,136.75,136.98,wist
537,136.98,137.13,niet
538,137.13,137.38,
539,137.38,137.59,hoe
540,137.59,137.67,het
541,137.67,137.82,zich
542,137.82,138.02,zou
543,138.02,138.38,wenden
544,138.38,138.48,of
545,138.48,138.54,
546,138.54,138.89,keeren
547,138.89,139.54,
548,139.54,139.65,het
549,139.65,139.83,was
550,139.83,140.39,treurig
551,140.39,140.54,
552,140.54,140.76,omdat
553,140.76,140.82,
554,140.82,140.87,het
555,140.87,141.04,er
556,141.04,141.34,leelijk
557,141.34,141.83,uitzag
558,141.83,142.03,
559,142.03,142.15,en
560,142.15,142.31,door
561,142.31,142.49,al
562,142.49,142.54,de
563,142.54,142.94,anderen
564,142.94,143.29,bespot
565,143.29,143.45,werd
566,143.45,145.39,
567,145.39,145.58,Zoo
568,145.58,145.82,ging
569,145.82,145.90499,het
570,145.90499,145.99,den
571,145.99,146.35,eersten
572,146.35,146.68,dag
573,146.68,147.03,
574,147.03,147.21,en
575,147.21,147.52,later
576,147.52,147.82,
577,147.82,147.97,werd
578,147.97,148.07,
579,148.07,148.1,het
580,148.1,148.21,al
581,148.21,148.31,
582,148.31,148.71,erger
583,148.71,148.81,
584,148.81,148.89,en
585,148.89,149.31,erger
586,149.31,150.02,
587,150.02,150.18,Het
588,150.18,150.47,arme
589,150.47,150.9,eendje
590,150.9,151.05,werd
591,151.05,151.16,door
592,151.16,151.27,
593,151.27,151.48,allen
594,151.48,151.99,geplaagd
595,151.99,152.61,
596,152.61,152.84,zelfs
597,152.84,153.01,zijn
598,153.01,153.44,zusters
599,153.44,153.66,waren
600,153.66,153.98,kwaad
601,153.98,154.08,op
602,154.08,154.32,hem
603,154.32,154.49,
604,154.49,154.61,en
605,154.61,154.81,zeiden
606,154.81,155.24,steeds
607,155.24,156.07,
608,156.07,156.36,Mocht
609,156.36,156.41,de
610,156.41,156.53,
611,156.53,156.74,kat
612,156.74,156.83,je
613,156.83,156.97,maar
614,156.97,157.5,beetpakken
615,157.5,157.72,
616,157.72,157.88,jou
617,157.88,158.19,leelijk
618,158.19,158.77,schepsel
619,158.77,159.65,
620,159.65,159.78,En
621,159.78,159.83,de
622,159.83,160.13,moeder
623,160.13,160.46,zeide
624,160.46,161.18,
625,161.18,161.38,Ik
626,161.38,161.7,wou
627,161.7,161.86,
628,161.86,162.02,dat
629,162.02,162.1,je
630,162.1,162.26,maar
631,162.26,162.65,ver
632,162.65,162.82,hier
633,162.82,163.25,vandaan
634,163.25,163.53,waart
635,163.53,164.62,
636,164.62,164.7,De
637,164.7,165.19,eenden
638,165.19,165.59,beten
639,165.59,165.67,het
640,165.67,166.0,
641,166.0,166.11,en
642,166.11,166.17,de
643,166.17,166.25,
644,166.25,166.56,kippen
645,166.56,166.65,
646,166.65,166.96,pikten
647,166.96,167.07,het
648,167.07,167.55,
649,167.55,167.66,en
650,167.66,167.72,de
651,167.72,168.04,meid
652,168.04,168.23,
653,168.23,168.33,die
654,168.33,168.42,de
655,168.42,168.79,beesten
656,168.79,169.06,eten
657,169.06,169.25,moest
658,169.25,169.61,geven
659,169.61,169.85,
660,169.85,170.34,schopte
661,170.34,170.41,het
662,170.41,171.55,
663,171.55,171.81,Nu
664,171.81,172.01,liep
665,172.01,172.09,het
666,172.09,172.37,weg
667,172.37,172.59,
668,172.59,172.73,en
669,172.73,173.0,vloog
670,173.0,173.21,over
671,173.21,173.25,de
672,173.25,173.64,schutting
673,173.64,174.39,
674,174.39,174.47,De
675,174.47,174.93,vogeltjes
676,174.93,174.99,in
677,174.99,175.06,het
678,175.06,175.59,geboomte
679,175.59,175.81,
680,175.81,176.15,vlogen
681,176.15,176.42,daardoor
682,176.42,176.85,verschrikt
683,176.85,176.94,op
684,176.94,178.18,
685,178.18,178.31,Dat
686,178.31,178.37,
687,178.37,178.64,komt
688,178.64,178.87,
689,178.87,179.1,omdat
690,179.1,179.19,ik
691,179.19,179.37,zoo
692,179.37,179.73,leelijk
693,179.73,180.09,ben
694,180.09,180.41,
695,180.41,180.59,dacht
696,180.59,180.71,het
697,180.71,181.08,eendje
698,181.08,181.51,
699,181.51,181.71499,kneep
700,181.71499,181.8,de
701,181.8,182.12,oogen
702,182.12,182.36,even
703,182.36,182.56,dicht
704,182.56,182.88,
705,182.88,182.95,en
706,182.95,183.16,liep
707,183.16,183.37,toen
708,183.37,183.48,weer
709,183.48,183.84,voort
710,183.84,184.77,
711,184.77,184.99,Zoo
712,184.99,185.21,kwam
713,185.21,185.31,het
714,185.31,185.4,aan
715,185.4,185.48,het
716,185.48,185.83,groote
717,185.83,186.25,moeras
718,186.25,186.54,
719,186.54,186.73,waar
720,186.73,186.84,de
721,186.84,187.15,wilde
722,187.15,187.63,eenden
723,187.63,187.69,
724,187.69,188.16,woonden
725,188.16,188.91,
726,188.91,189.17,Hier
727,189.17,189.38,lag
728,189.38,189.45,het
729,189.45,189.52,den
730,189.52,189.98,geheelen
731,189.98,190.24,nacht
732,190.24,190.29,het
733,190.29,190.6,
734,190.6,190.78,was
735,190.78,191.4,vermoeid
736,191.4,191.5,en
737,191.5,191.97,verdrietig
738,191.97,192.78,
739,192.78,193.06,Tegen
740,193.06,193.13,den
741,193.13,193.57,morgen
742,193.57,193.82,
743,193.82,194.13,vlogen
744,194.13,194.22,de
745,194.22,194.48,wilde
746,194.48,194.82,eenden
747,194.82,195.02,op
748,195.02,195.31,
749,195.31,195.46,en
750,195.46,195.87,bekeken
751,195.87,196.0,haar
752,196.0,196.25,nieuwen
753,196.25,196.77,kameraad
754,196.77,197.03,eens
755,197.03,198.13,
756,198.13,198.25,Wat
757,198.25,198.31,ben
758,198.31,198.55,jij
759,198.55,198.66,er
760,198.66,198.81,voor
761,198.81,199.05,een
762,199.05,199.39,
763,199.39,199.57,vroegen
764,199.57,199.8,zij
765,199.8,200.24,
766,200.24,200.33,en
767,200.33,200.44,het
768,200.44,200.8,eendje
769,200.8,201.01,
770,201.01,201.23,wendde
771,201.23,201.36,zich
772,201.36,201.56,naar
773,201.56,201.68,alle
774,201.68,202.11,kanten
775,202.11,202.31,
776,202.31,202.4,en
777,202.4,202.74,groette
778,202.74,202.85,zoo
779,202.85,203.05,goed
780,203.05,203.08,het
781,203.08,203.18,
782,203.18,203.43,kon
783,203.43,204.6,
784,204.6,204.68,Je
785,204.68,204.84,bent
786,204.84,205.42,verschrikkelijk
787,205.42,205.81,leelijk
788,205.81,206.15,
789,206.15,206.42,zeiden
790,206.42,206.51,de
791,206.51,206.82,wilde
792,206.82,207.14,eenden
793,207.14,207.64,
794,207.64,207.83,maar
795,207.83,207.94499,dat
796,207.94499,208.1,kan
797,208.1,208.21,ons
798,208.21,208.4,niet
799,208.4,208.8,schelen
800,208.8,209.1,
801,209.1,209.3,als
802,209.3,209.36,je
803,209.36,209.49,maar
804,209.49,209.72,niet
805,209.72,209.83,met
806,209.83,210.03,iemand
807,210.03,210.18,van
808,210.18,210.34,onze
809,210.34,210.76,familie
810,210.76,211.12,trouwt
811,211.12,212.86,
812,212.86,213.05,--Het
813,213.05,213.21,
814,213.21,213.58,arme
815,213.58,213.88,beest
816,213.88,214.52,
817,214.52,214.65,Het
818,214.65,214.8,
819,214.8,215.05,dacht
820,215.05,215.15,er
821,215.15,215.45,waarlijk
822,215.45,215.59,niet
823,215.59,215.77,aan
824,215.77,215.87,te
825,215.87,216.36,trouwen
826,216.36,216.68,
827,216.68,216.87,als
828,216.87,216.95,het
829,216.95,217.08,maar
830,217.08,217.13,de
831,217.13,217.56,vergunning
832,217.56,217.8,kon
833,217.8,218.24,krijgen
834,218.24,218.48,
835,218.48,218.63,om
836,218.63,218.74,in
837,218.74,218.78,het
838,218.78,218.99,riet
839,218.99,219.08,te
840,219.08,219.41,liggen
841,219.41,219.61,
842,219.61,219.72,en
843,219.72,219.88,wat
844,219.88,220.5,moeraswater
845,220.5,220.66,te
846,220.66,221.13,drinken
847,221.13,222.31,
848,222.31,222.65,Zoo
849,222.65,222.82,
850,222.82,222.99,lag
851,222.99,223.06,het
852,223.06,223.13,
853,223.13,223.53,twee
854,223.53,223.65,
855,223.65,223.95,heele
856,223.95,224.44,dagen
857,224.44,225.12,
858,225.12,225.33,toen
859,225.33,225.62,kwamen
860,225.62,225.7,er
861,225.7,225.99,twee
862,225.99,226.22,wilde
863,226.22,226.66,ganzen
864,226.66,226.8,
865,226.8,227.07,of
866,227.07,227.33,
867,227.33,227.51,liever
868,227.51,227.84,gezegd
869,227.84,228.16,
870,228.16,228.61,genten
871,228.61,228.77,
872,228.77,228.86,naar
873,228.86,229.01,hem
874,229.01,229.21,toe
875,229.21,229.9,
876,229.9,230.09,het
877,230.09,230.21,was
878,230.21,230.33,nog
879,230.33,230.51,niet
880,230.51,230.68,lang
881,230.68,231.15,geleden
882,231.15,231.36,
883,231.36,231.54,dat
884,231.54,231.62,zij
885,231.62,231.79,uit
886,231.79,231.86,het
887,231.86,231.91,
888,231.91,232.05,ei
889,232.05,232.49,gekropen
890,232.49,232.78,waren
891,232.78,233.11,
892,233.11,233.25,en
893,233.25,233.55,daarom
894,233.55,233.74,waren
895,233.74,233.86,zij
896,233.86,234.01,zoo
897,234.01,234.63,overmoedig
898,234.63,235.54,
899,235.54,235.82,Hoor
900,235.82,235.97,eens
901,235.97,236.56,kameraad
902,236.56,236.91,
903,236.91,237.11,zeiden
904,237.11,237.3,zij
905,237.3,237.78,
906,237.78,237.87,je
907,237.87,238.04,bent
908,238.04,238.29,zoo
909,238.29,238.63,leelijk
910,238.63,238.84,
911,238.84,239.01,dat
912,239.01,239.05,je
913,239.05,239.27,goed
914,239.27,239.41,bij
915,239.41,239.56,ons
916,239.56,239.85,past
917,239.85,240.49,
918,240.49,240.68,Wil
919,240.68,240.72,je
920,240.72,240.92,met
921,240.92,241.02,ons
922,241.02,241.5,meegaan
923,241.5,241.71,
924,241.71,241.82,en
925,241.82,242.5,trekvogel
926,242.5,242.78,worden
927,242.78,243.56,
928,243.56,243.72,Hier
929,243.72,244.17,dichtbij
930,244.17,244.31,in
931,244.31,244.37,een
932,244.37,244.68,ander
933,244.68,245.14,moeras
934,245.14,245.39,
935,245.39,245.54,zijn
936,245.54,245.87,eenige
937,245.87,246.37,aardige
938,246.37,246.62,wilde
939,246.62,247.1,ganzen
940,247.1,247.41,
941,247.41,247.73,allemaal
942,247.73,248.21,dames
943,248.21,248.57,
944,248.57,248.67,die
945,248.67,249.06,evenals
946,249.06,249.31,jij
947,249.31,249.64,
948,249.64,249.89,kwak
949,249.89,250.05,
950,250.05,250.23,kunnen
951,250.23,250.55,zeggen
952,250.55,251.22,
953,251.22,251.28,Je
954,251.28,251.48,kunt
955,251.48,251.53,je
956,251.53,252.01,fortuin
957,252.01,252.26,daar
958,252.26,252.39,wel
959,252.39,252.84,maken
960,252.84,253.2,
961,253.2,253.38,hoe
962,253.38,253.74,leelijk
963,253.74,253.8,je
964,253.8,253.91,ook
965,253.91,254.2,wezen
966,254.2,254.58,moogt
967,254.58,255.55,
968,255.55,256.85,Piefpafpoef
969,256.85,257.32,
970,257.32,257.52,klonk
971,257.52,257.6,het
972,257.6,257.85,juist
973,257.85,258.34,
974,258.34,258.51,en
975,258.51,258.59,de
976,258.59,258.93,beide
977,258.93,259.23,wilde
978,259.23,259.65,genten
979,259.65,259.92,
980,259.92,260.13,vielen
981,260.13,260.49,dood
982,260.49,260.55,
983,260.55,260.66,in
984,260.66,260.76,het
985,260.76,260.93,riet
986,260.93,260.99,
987,260.99,261.28,neer
988,261.28,261.79,
989,261.79,261.89,en
990,261.89,262.0,het
991,262.0,262.42,water
992,262.42,262.67,
993,262.67,262.79,werd
994,262.79,262.98,
995,262.98,263.56,bloedrood
996,263.56,264.08,gekleurd
997,264.08,265.18,
998,265.18,266.55,Piefpafpoef
999,266.55,267.16,
1000,267.16,267.34,klonk
1001,267.34,267.44,het
1002,267.44,267.68,weer
1003,267.68,268.29,
1004,268.29,268.41,en
1005,268.41,268.63,nu
1006,268.63,269.02,vlogen
1007,269.02,269.1,er
1008,269.1,269.62,geheele
1009,269.62,270.14,scharen
1010,270.14,270.36,
1011,270.36,270.59,wilde
1012,270.59,271.05,ganzen
1013,271.05,271.25,uit
1014,271.25,271.3,
1015,271.3,271.35,het
1016,271.35,271.55,riet
1017,271.55,271.68,op
1018,271.68,272.42,
1019,272.42,272.56,En
1020,272.56,272.66,
1021,272.66,272.88,toen
1022,272.88,273.04,deed
1023,273.04,273.15,zich
1024,273.15,273.21,
1025,273.21,273.59,andermaal
1026,273.59,273.63,een
1027,273.63,273.97,knal
1028,273.97,274.29,hooren
1029,274.29,274.94,
1030,274.94,275.02,Er
1031,275.02,275.18,werd
1032,275.18,275.22,een
1033,275.22,275.61,groote
1034,275.61,275.84499,jacht
1035,275.84499,276.27,gehouden
1036,276.27,276.3,de
1037,276.3,276.72,
1038,276.72,277.18,jagers
1039,277.18,277.44,
1040,277.44,277.67,lagen
1041,277.67,278.1,rondom
1042,278.1,278.18,het
1043,278.18,278.62,moeras
1044,278.62,279.14,
1045,279.14,279.34,ja
1046,279.34,279.63,
1047,279.63,279.98,eenigen
1048,279.98,280.24,zaten
1049,280.24,280.54,boven
1050,280.54,280.63,in
1051,280.63,280.71,de
1052,280.71,280.95,takken
1053,280.95,281.09,der
1054,281.09,281.44,boomen
1055,281.44,281.64,
1056,281.64,281.74,die
1057,281.74,281.9,zich
1058,281.9,281.96,
1059,281.96,282.18,ver
1060,282.18,282.28,
1061,282.28,282.55,over
1062,282.55,282.58,het
1063,282.58,282.79,riet
1064,282.79,283.42,uitstrekten
1065,283.42,284.05,
1066,284.05,284.15,De
1067,284.15,284.61,blauwe
1068,284.61,284.89,damp
1069,284.89,285.12,
1070,285.12,285.34,trok
1071,285.34,285.48,in
1072,285.48,285.84,dikke
1073,285.84,286.22,wolken
1074,286.22,286.27,
1075,286.27,286.37,in
1076,286.37,286.43,de
1077,286.43,286.84,boomen
1078,286.84,287.05,
1079,287.05,287.17,en
1080,287.17,287.45,ver
1081,287.45,287.7,over
1082,287.7,287.79,het
1083,287.79,288.07,water
1084,288.07,288.4,heen
1085,288.4,289.02,
1086,289.02,289.1,de
1087,289.1,289.76,jachthonden
1088,289.76,289.84,
1089,289.84,290.1,gingen
