,onset,offset,words
546,163.33,163.47,werd
547,163.47,163.91,gezongen
548,163.91,164.07,en
549,164.07,164.61,gesprongen
550,164.61,164.98,
551,164.98,165.08,en
552,165.08,165.19,het
553,165.19,165.54,andere
554,165.54,165.76,zag
555,165.76,165.86,er
556,165.86,166.43,armzalig
557,166.43,166.49,en
558,166.49,166.84,saai
559,166.84,167.27,uit
560,167.27,168.19,
561,168.19,168.31,Ik
562,168.31,168.55,zou
563,168.55,168.66,wel
564,168.66,168.94,gek
565,168.94,169.13,zijn
566,169.13,169.82,éénhonderdzevenendertig
567,169.82,169.91,dacht
568,169.91,169.97,hij
569,169.97,170.06,als
570,170.06,170.19,ik
571,170.19,170.26,in
572,170.26,170.38,dat
573,170.38,170.93,schunnige
574,170.93,171.4,logement
575,171.4,171.69,ging
576,171.69,171.83,
577,171.83,172.01,en
578,172.01,172.1,het
579,172.1,172.37,mooie
580,172.37,172.78,voorbij
581,172.78,173.03,liep
582,173.03,173.51,
583,173.51,173.93,Hij
584,173.93,174.16,ging
585,174.16,174.29,dus
586,174.29,174.39,het
587,174.39,174.86,vroolijke
588,174.86,175.23,binnen
589,175.23,175.37,en
590,175.37,175.62,leefde
591,175.62,175.7,er
592,175.7,175.95,lekker
593,175.95,176.11,op
594,176.11,176.44,los
595,176.44,176.54,en
596,176.54,176.63,hij
597,176.63,176.92,vergat
598,176.92,176.98,den
599,176.98,177.35,vogel
600,177.35,177.45,en
601,177.45,177.58,zijn
602,177.58,178.03,vader
603,178.03,179.9,
604,179.9,180.11,Toen
605,180.11,180.2,de
606,180.2,180.46,tijd
607,180.46,180.81,verliep
608,180.81,180.9,
609,180.9,180.96,en
610,180.96,181.18,de
611,181.18,181.54,oudste
612,181.54,181.78,zoon
613,181.78,181.87,maar
614,181.87,181.99,niet
615,181.99,182.12,naar
616,182.12,182.31,huis
617,182.31,182.76,kwam
618,182.76,182.86,
619,182.86,183.02,ging
620,183.02,183.12,de
621,183.12,183.44,tweede
622,183.44,183.59,op
623,183.59,183.89,weg
624,183.89,184.12,en
625,184.12,184.3,zou
626,184.3,184.36,den
627,184.36,184.67,gouden
628,184.67,184.98,vogel
629,184.98,185.49,zoeken
630,185.49,186.97,
631,186.97,187.27,Even
632,187.27,187.47,als
633,187.47,187.51,de
634,187.51,188.11,oudste
635,188.11,188.33,
636,188.33,188.57,zag
637,188.57,188.65,hij
638,188.65,188.85,ook
639,188.85,188.93,den
640,188.93,189.3,vos
641,189.3,189.47,die
642,189.47,189.62,hem
643,189.62,189.69,den
644,189.69,189.95,goeden
645,189.95,190.22,raad
646,190.22,190.56,gaf
647,190.56,190.67,
648,190.67,190.9,dien
649,190.9,190.99,hij
650,190.99,191.2,niet
651,191.2,191.85,opvolgde
652,191.85,192.02,Hij
653,192.02,193.13,
654,193.13,193.54,kwam
655,193.54,193.78,ook
656,193.78,193.9,bij
657,193.9,193.99,de
658,193.99,194.21,twee
659,194.21,194.94,logementen
660,194.94,195.19,
661,195.19,195.33,in
662,195.33,195.38,het
663,195.38,195.89,vroolijke
664,195.89,195.99,waar
665,195.99,196.26,luid
666,196.26,196.7,gejuicht
667,196.7,196.88,werd
668,196.88,197.15,stond
669,197.15,197.44,zijn
670,197.44,197.73,broeder
671,197.73,197.9,aan
672,197.9,198.0,het
673,198.0,198.31,raam
674,198.31,198.41,en
675,198.41,198.62,riep
676,198.62,198.76,hem
677,198.76,198.98,toe
678,198.98,199.12,Hij
679,199.12,199.52,
680,199.52,199.98,kon
681,199.98,200.19,niet
682,200.19,200.68,weêrstaan
683,200.68,200.78,en
684,200.78,200.93,ging
685,200.93,201.11,naar
686,201.11,201.41,binnen
687,201.41,201.9,
688,201.9,202.13,toen
689,202.13,202.42,leefde
690,202.42,202.56,hij
691,202.56,202.77,ook
692,202.77,202.85,het
693,202.85,203.32,vroolijke
694,203.32,203.65,leven
695,203.65,203.94,meê
696,203.94,205.55,
697,205.55,205.81,Weer
698,205.81,206.33,verging
699,206.33,206.62,de
700,206.62,207.3,tijd
701,207.3,207.39,en
702,207.39,207.62,nu
703,207.62,207.84,wilde
704,207.84,207.91,de
705,207.91,208.33,jongste
706,208.33,208.62,prins
707,208.62,209.15,uittrekken
708,209.15,209.39,en
709,209.39,209.61,zijn
710,209.61,209.83,geluk
711,209.83,210.5,beproeven
712,210.5,211.17,
713,211.17,211.33,maar
714,211.33,211.39,de
715,211.39,211.77,vader
716,211.77,212.3,weigerde
717,212.3,212.82,
718,212.82,212.93,Hij
719,212.93,213.22,hield
720,213.22,213.35,hem
721,213.35,213.48,voor
722,213.48,213.74,minder
723,213.74,214.3,verstandig
724,214.3,214.45,dan
725,214.45,214.62,zijn
726,214.62,215.17,broeders
727,215.17,215.35,
728,215.35,215.45,en
729,215.45,215.84,vreesde
730,215.84,215.93,een
731,215.93,216.63,ongeluk
732,216.63,216.99,zoodat
733,216.99,217.06,hij
734,217.06,217.22,ook
735,217.22,217.33,niet
736,217.33,217.47,zou
737,217.47,218.25,terugkeeren
738,218.25,219.43,
739,219.43,219.71,Maar
740,219.71,219.89,hij
741,219.89,220.05,liet
742,220.05,220.13,hem
743,220.13,220.41,geen
744,220.41,220.76,rust
745,220.76,221.08,
746,221.08,221.23,en
747,221.23,221.81,eindelijk
748,221.81,222.05,mocht
749,222.05,222.17,hij
750,222.17,222.63,gaan
751,222.63,225.0,
752,225.0,225.22,Voor
753,225.22,225.31,het
754,225.31,225.62,bosch
755,225.62,225.79,zat
756,225.79,226.04,weêr
757,226.04,226.1,de
758,226.1,226.56,vos
759,226.56,226.64,
760,226.64,227.09,smeekte
761,227.09,227.24,om
762,227.24,227.44,zijn
763,227.44,227.89,leven
764,227.89,228.14,
765,228.14,228.23,en
766,228.23,228.5,gaf
767,228.5,228.6,hem
768,228.6,228.68,den
769,228.68,228.99,goeden
770,228.99,229.43,raad
771,229.43,229.57,De
772,229.57,230.23,
773,230.23,230.77,jongeling
774,230.77,230.94,was
775,230.94,231.73,goedhartig
776,231.73,232.08,en
777,232.08,232.52,zei
778,232.52,232.77,
779,232.77,233.01,Wees
780,233.01,233.09,maar
781,233.09,233.26,niet
782,233.26,233.57,bang
783,233.57,233.89,vosje
784,233.89,234.06,ik
785,234.06,234.21,zal
786,234.21,234.31,je
787,234.31,234.55,niets
788,234.55,234.84,doen
789,234.84,235.77,
790,235.77,235.97,Dat
791,235.97,236.18,zal
792,236.18,236.28,je
793,236.28,236.51,niet
794,236.51,237.05,berouwen
795,237.05,237.14,
796,237.14,237.4,zei
797,237.4,237.46,de
798,237.46,237.96499,vos
799,237.96499,238.52,en
800,238.52,238.58,om
801,238.58,238.93,vlugger
802,238.93,239.33,vooruit
803,239.33,239.38,te
804,239.38,239.79,komen
805,239.79,240.01,moet
806,240.01,240.05,je
807,240.05,240.19,op
808,240.19,240.31,mijn
809,240.31,240.71,staart
810,240.71,240.85,gaan
811,240.85,241.24,zitten
812,241.24,242.05,
813,242.05,242.67,Nauwelijks
814,242.67,242.85,was
815,242.85,242.89,hij
816,242.89,243.5,gezeten
817,243.5,243.69,
818,243.69,243.91,of
819,243.91,244.04,de
820,244.04,244.3,vos
821,244.3,244.49,liep
822,244.49,244.68,over
823,244.68,245.07,stok
824,245.07,245.25,en
825,245.25,245.74,steen
826,245.74,246.17,dat
827,246.17,246.24,de
828,246.24,246.57,haren
829,246.57,246.99,floten
830,246.99,247.2,in
831,247.2,247.29,den
832,247.29,247.75,wind
833,247.75,249.59,
834,249.59,249.77,Toen
835,249.77,249.91,zij
836,249.91,250.14,bij
837,250.14,250.25,het
838,250.25,250.51,dorp
839,250.51,251.01,waren
840,251.01,251.4,steeg
841,251.4,251.5,de
842,251.5,251.85,jongeling
843,251.85,252.22,af
844,252.22,252.34,
845,252.34,252.43,en
846,252.43,252.8,volgde
847,252.8,252.87,den
848,252.87,253.14,goeden
849,253.14,253.56,raad
850,253.56,253.69,
851,253.69,253.98,zonder
852,253.98,254.2,om
853,254.2,254.31,te
854,254.31,254.7,zien
855,254.7,254.98,ging
856,254.98,255.16,hij
857,255.16,255.3,in
858,255.3,255.44,het
859,255.44,255.77,mindere
860,255.77,256.4,logement
861,256.4,256.73,
862,256.73,256.91,waar
863,256.91,257.0,hij
864,257.0,257.34,rustig
865,257.34,258.02,overnachtte
866,258.02,259.67,
867,259.67,259.88,Toen
868,259.88,259.97,hij
869,259.97,260.04,den
870,260.04,260.42,volgenden
871,260.42,260.59,dag
872,260.59,260.94,buiten
873,260.94,261.29,kwam
874,261.29,261.59,zat
875,261.59,261.62,de
876,261.62,261.91,vos
877,261.91,262.02,al
878,262.02,262.16,te
879,262.16,262.67,wachten
880,262.67,263.07,en
881,263.07,263.28,
882,263.28,263.52,zei
883,263.52,263.65,ik
884,263.65,263.81,zal
885,263.81,263.91,je
886,263.91,264.17,verder
887,264.17,264.72,vertellen
888,264.72,264.8,
889,264.8,264.99,wat
890,264.99,265.07,je
891,265.07,265.2,te
892,265.2,265.42,doen
893,265.42,265.78,hebt
894,265.78,266.08,
895,266.08,266.48,Ga
896,266.48,266.62,maar
897,266.62,266.91,recht
898,266.91,267.36,uit
899,267.36,267.54,
900,267.54,267.72,dan
901,267.72,267.85,zul
902,267.85,267.99,je
903,267.99,268.09,bij
904,268.09,268.17,een
905,268.17,268.64,kasteel
906,268.64,269.09,komen
907,269.09,269.35,waarvoor
908,269.35,269.46,een
909,269.46,269.74,heel
910,269.74,270.14,regiment
911,270.14,270.7,soldaten
912,270.7,271.14,ligt
913,271.14,271.36,
914,271.36,271.46,maar
915,271.46,271.57,
916,271.57,272.01,daar
917,272.01,272.21,moet
918,272.21,272.29,je
919,272.29,272.47,niet
920,272.47,272.59,om
921,272.59,273.09,geven
922,273.09,273.5,
923,273.5,273.62,ze
924,273.62,273.81,liggen
925,273.81,274.15,allemaal
926,274.15,274.19,te
927,274.19,274.71,slapen
928,274.71,274.91,en
929,274.91,274.97,te
930,274.97,275.55,snorken
931,275.55,276.08,
932,276.08,276.54,ga
933,276.54,276.58,er
934,276.58,276.71,maar
935,276.71,276.98,midden
936,276.98,277.24,tusschen
937,277.24,277.66,door
938,277.66,278.05,en
939,278.05,278.17,dan
940,278.17,278.28,het
941,278.28,278.59,slot
942,278.59,278.9,in
943,278.9,279.1,door
944,279.1,279.31,alle
945,279.31,279.85,kamers
946,279.85,280.0,tot
947,280.0,280.07,je
948,280.07,280.6,eindelijk
949,280.6,280.67,in
950,280.67,280.7,een
951,280.7,281.05,vertrek
952,281.05,281.43,komt
953,281.43,281.53,waar
954,281.53,281.57,een
955,281.57,281.98,gouden
956,281.98,282.45,vogel
957,282.45,282.74,in
958,282.74,282.8,
959,282.8,282.99,een
960,282.99,283.31,houten
961,283.31,283.56499,kooi
962,283.56499,283.98,hangt
963,283.98,285.22,
964,285.22,285.36,Daar
965,285.36,285.7,naast
966,285.7,286.03,staat
967,286.03,286.06,een
968,286.06,286.46,gouden
969,286.46,286.66,kooi
970,286.66,286.88,voor
971,286.88,287.36,pronk
972,287.36,287.52,
973,287.52,287.82,maar
974,287.82,288.05,pas
975,288.05,288.35,op
976,288.35,288.65,dat
977,288.65,288.7,je
978,288.7,288.78,den
979,288.78,289.14,vogel
980,289.14,289.35,niet
981,289.35,289.55,uit
982,289.55,289.65,zijn
983,289.65,290.02,slechte
984,290.02,290.3,kooi
985,290.3,290.62,neemt
986,290.62,290.75,en
987,290.75,290.83,in
988,290.83,290.94,de
989,290.94,291.45,pronkkooi
990,291.45,291.87,zet
991,291.87,292.25,
992,292.25,292.35,of
993,292.35,292.43,het
994,292.43,292.58,kon
995,292.58,293.02,slecht
996,293.02,293.15,met
997,293.15,293.19,je
998,293.19,293.86,afloopen
999,293.86,295.48,
1000,295.48,295.62,Toen
1001,295.62,296.02,strekte
1002,296.02,296.08,de
1003,296.08,296.33,vos
1004,296.33,296.5,weêr
1005,296.5,296.61,zijn
1006,296.61,297.01,staart
1007,297.01,297.36,uit
1008,297.36,297.53,en
1009,297.53,297.63,de
1010,297.63,297.94,prins
1011,297.94,298.11,ging
1012,298.11,298.18,er
1013,298.18,298.31,op
1014,298.31,298.84,zitten
1015,298.84,298.9,
1016,298.9,298.94,en
1017,298.94,299.35,het
1018,299.35,299.6,ging
1019,299.6,299.82,over
1020,299.82,300.36,stok
1021,300.36,300.43,en
1022,300.43,300.93,steen
1023,300.93,300.98,
1024,300.98,301.24,dat
1025,301.24,301.32,de
1026,301.32,301.54,haren
1027,301.54,301.95,floten
1028,301.95,302.14,in
1029,302.14,302.23,den
1030,302.23,302.64,wind
1031,302.64,303.0836,
