phonemes;phoneme_onset;phoneme_offset;words;word_onset;word_offset;cohort_entropy;cohort_surprisal;word_freq;word_entropy_GPT;word_surprisal_GPT;word_number
p;149.47;149.53;pourtant;149.47;150.07;4.409139780035069;3.530081653227226;13.20085894069856;7.092373;9.853941;556
u;149.53;149.63;pourtant;149.47;150.07;0.3111310643031198;1.659107205015853;13.20085894069856;7.092373;9.853941;556
R;149.63;149.66;pourtant;149.47;150.07;0.0890557504954808;0.146099826600985;13.20085894069856;7.092373;9.853941;556
t;149.66;149.74;pourtant;149.47;150.07;0.0382178343697916;5.170698248539539;13.20085894069856;7.092373;9.853941;556
a~;149.74;150.07;pourtant;149.47;150.07;0.0022283143669831;0.4679692598110546;13.20085894069856;7.092373;9.853941;556
Z;150.07;150.14;je;150.07;150.2;4.409139780035069;4.696626826843674;5.117228055278593;4.9107924;1.95976;557
@;150.14;150.2;je;150.07;150.2;0.1987545201512666;0.2242312748025787;5.117228055278593;4.9107924;1.95976;557
l;150.2;150.24;le;150.2;150.34;4.409139780035069;3.755260160408023;5.733517167758018;5.6820793;3.4283755;558
@;150.24;150.34;le;150.2;150.34;0.2258054342494331;0.8278069017369164;5.733517167758018;5.6820793;3.4283755;558
d;150.34;150.38;dois;150.34;150.65;4.409139780035069;3.5165938505373133;9.977568610384306;6.3182654;7.7895327;559
w;150.38;150.53;dois;150.34;150.65;0.3164590011854679;4.078552997232337;9.977568610384306;6.3182654;7.7895327;559
a;150.53;150.65;dois;150.34;150.65;0.0253477203946821;0.020173992664651;9.977568610384306;6.3182654;7.7895327;559
p;151.62;151.67;Parle;151.62;151.94;4.409139780035069;3.530081653227226;10.963655467872409;4.161881;21.879852;560
a;151.67;151.76;Parle;151.62;151.94;0.3111310643031198;3.304444954031691;10.963655467872409;4.161881;21.879852;560
R;151.76;151.82;Parle;151.62;151.94;0.0395702697469887;0.5137488120570814;10.963655467872409;4.161881;21.879852;560
l;151.82;151.87;Parle;151.62;151.94;0.0336545255177201;1.9200823556128348;10.963655467872409;4.161881;21.879852;560
@;151.87;151.94;Parle;151.62;151.94;0.0044418528082852;3.0593627819014304;10.963655467872409;4.161881;21.879852;560
t;151.94;152.02;toujours;151.94;152.42;4.409139780035069;3.99745621873046;9.716239095281251;4.599535;9.339245;561
u;152.02;152.11;toujours;151.94;152.42;0.1801079616834537;3.278416644151088;9.716239095281251;4.599535;9.339245;561
Z;152.11;152.21;toujours;151.94;152.42;0.0249236905933185;1.0076945347785495;9.716239095281251;4.599535;9.339245;561
u;152.21;152.42;toujours;151.94;152.42;0.012371614958065;0.0488934712817337;9.716239095281251;4.599535;9.339245;561
R;152.42;152.52;reprit;152.42;152.76;4.409139780035069;5.400144139330587;20.72622916318101;4.616603;15.19631;562
@;152.52;152.58;reprit;152.42;152.76;0.0953729016601603;1.4613692023253284;20.72622916318101;4.616603;15.19631;562
p;152.58;152.61;reprit;152.42;152.76;0.0426173616487668;2.97560917612368;20.72622916318101;4.616603;15.19631;562
R;152.61;152.73;reprit;152.42;152.76;0.0070719708123595;1.299750112841516;20.72622916318101;4.616603;15.19631;562
i;152.73;152.76;reprit;152.42;152.76;0.0038013087521736;3.7677588563939;20.72622916318101;4.616603;15.19631;562
l;152.76;152.79;le;152.76;152.79;4.409139780035069;3.755260160408023;5.733517167758018;6.383044;2.5004404;563
Z;152.79;152.82;jeune;152.79;152.93;4.409139780035069;4.696626826843674;11.79947701630033;8.417161;3.6038074;564
9;152.82;152.9;jeune;152.79;152.93;0.1987545201512666;12.15444784914763;11.79947701630033;8.417161;3.6038074;564
n;152.9;152.93;jeune;152.79;152.93;0.0009380230273121;2.705400279042826;11.79947701630033;8.417161;3.6038074;564
p;152.93;152.96;prince;152.93;153.31;4.409139780035069;3.530081653227226;14.296420097271413;3.412285;6.250461;565
R;152.96;153.01;prince;152.93;153.31;0.3111310643031198;2.6666723586729733;14.296420097271413;3.412285;6.250461;565
e~;153.01;153.14;prince;152.93;153.31;0.0650434435005669;6.086719827202139;14.296420097271413;3.412285;6.250461;565
s;153.14;153.31;prince;152.93;153.31;0.0021646374197159;1.092413468298815;14.296420097271413;3.412285;6.250461;565
Z;153.55;153.69;je;153.55;153.76;4.409139780035069;4.696626826843674;5.117228055278593;3.8973675;11.803247;566
@;153.69;153.76;je;153.55;153.76;0.1987545201512666;0.2242312748025787;5.117228055278593;3.8973675;11.803247;566
t;153.76;153.83;te;153.76;153.87;4.409139780035069;3.99745621873046;7.814829972828166;4.877295;3.3755932;567
@;153.83;153.87;te;153.76;153.87;0.1801079616834537;2.274651347313341;7.814829972828166;4.877295;3.3755932;567
p;153.87;153.94;pardonnerai;153.87;154.63;4.409139780035069;3.530081653227226;17.587465093225155;6.7479715;9.616059;568
a;153.94;154.02;pardonnerai;153.87;154.63;0.3111310643031198;3.304444954031691;17.587465093225155;6.7479715;9.616059;568
R;154.02;154.08;pardonnerai;153.87;154.63;0.0395702697469887;0.5137488120570814;17.587465093225155;6.7479715;9.616059;568
d;154.08;154.11;pardonnerai;153.87;154.63;0.0336545255177201;6.089303209363268;17.587465093225155;6.7479715;9.616059;568
o;154.11;154.21;pardonnerai;153.87;154.63;0.0014939683591788;2.002861166484591;17.587465093225155;6.7479715;9.616059;568
n;154.21;154.24;pardonnerai;153.87;154.63;0.0011369672413523;1.564967473274424;17.587465093225155;6.7479715;9.616059;568
R;154.24;154.4;pardonnerai;153.87;154.63;0.0011626201635248;2.463956000861656;17.587465093225155;6.7479715;9.616059;568
e;154.4;154.46;pardonnerai;153.87;154.63;0.0010056679548028;3.078308654186165;17.587465093225155;6.7479715;9.616059;568
t;154.46;154.63;pardonnerai;153.87;154.63;0.0008333963937691;5.247927513443586;17.587465093225155;6.7479715;9.616059;568
e;155.2;155.26;Hélas;155.2;155.96;4.409139780035069;4.815820454336018;15.182305046201591;5.461097;18.044481;569
l;155.26;155.37;Hélas;155.2;155.96;0.1119471762885376;5.345599357175639;15.182305046201591;5.461097;18.044481;569
a;155.37;155.6;Hélas;155.2;155.96;0.0060455070158703;3.3197658443128666;15.182305046201591;5.461097;18.044481;569
s;155.6;155.96;Hélas;155.2;155.96;0.0014640839416213;1.470624332933054;15.182305046201591;5.461097;18.044481;569
R;156.39;156.45;repartit;156.39;156.82;4.409139780035069;5.400144139330587;21.25674387987979;1.1610092;20.222158;570
@;156.45;156.49;repartit;156.39;156.82;0.0953729016601603;1.4613692023253284;21.25674387987979;1.1610092;20.222158;570
p;156.49;156.56;repartit;156.39;156.82;0.0426173616487668;2.97560917612368;21.25674387987979;1.1610092;20.222158;570
a;156.56;156.62;repartit;156.39;156.82;0.0070719708123595;2.120703075223896;21.25674387987979;1.1610092;20.222158;570
R;156.62;156.67;repartit;156.39;156.82;0.0017477943859267;1.0933227689648557;21.25674387987979;1.1610092;20.222158;570
t;156.67;156.77;repartit;156.39;156.82;0.0013062393465197;2.6807735405394792;21.25674387987979;1.1610092;20.222158;570
i;156.77;156.82;repartit;156.39;156.82;0.0009960052847466;3.6040340532342654;21.25674387987979;1.1610092;20.222158;570
l;156.82;156.87;le;156.82;156.87;4.409139780035069;3.755260160408023;5.733517167758018;6.3845277;1.4682751;571
S;156.87;157.01;chasseur;156.87;157.33;4.409139780035069;6.628288652147766;15.372064563361429;7.746205;6.458714;572
a;157.01;157.06;chasseur;156.87;157.33;0.0657095430179095;3.103105305359027;15.372064563361429;7.746205;6.458714;572
s;157.06;157.21;chasseur;156.87;157.33;0.0099939483469352;3.505358259974789;15.372064563361429;7.746205;6.458714;572
9;157.21;157.3;chasseur;156.87;157.33;0.0017462893145695;1.7546478717267595;15.372064563361429;7.746205;6.458714;572
R;157.3;157.33;chasseur;156.87;157.33;0.0012576727673755;1.2525735133490112;15.372064563361429;7.746205;6.458714;572
i;157.54;157.67;il;157.54;157.67;4.409139780035069;5.083806629288413;6.09201368788793;4.431179;7.5788;573
f;157.67;157.81;faut;157.67;157.92;4.409139780035069;5.119777020762284;9.418557634541996;4.8635345;3.02397;574
o;157.81;157.92;faut;157.67;157.92;0.1443510723472446;4.337641174151544;9.418557634541996;4.8635345;3.02397;574
k;157.92;157.95;que;157.92;157.95;4.409139780035069;4.296214187739292;7.781087842752731;6.1280766;1.762766;575
Z;157.95;158.0;je;157.95;158.06;4.409139780035069;4.696626826843674;5.117228055278593;3.8725345;1.60293;576
@;158.0;158.06;je;157.95;158.06;0.1987545201512666;0.2242312748025787;5.117228055278593;3.8725345;1.60293;576
v;158.06;158.14;vous;158.06;158.25;4.409139780035069;4.287664674052159;6.052586703816793;6.1019783;3.6679895;577
u;158.14;158.25;vous;158.06;158.25;0.4276229925312583;0.6364010343267912;6.052586703816793;6.1019783;3.6679895;577
t;158.25;158.33;tue;158.25;158.58;4.409139780035069;3.99745621873046;12.8326942620448;6.813598;6.354136;578
y;158.33;158.58;tue;158.25;158.58;0.1801079616834537;6.0958131675179095;12.8326942620448;6.813598;6.354136;578
k;159.09;159.12;c'est;159.09;159.28;4.409139780035069;4.296214187739292;NAN;4.475916;12.640332;579
s;159.12;159.18;c'est;159.09;159.28;0.385222146039297;13.665345367782043;NAN;4.475916;12.640332;579
t;159.18;159.28;c'est;159.09;159.28;0.0008878840453941;5.34908214639109;NAN;4.475916;12.640332;579
l;159.38;159.41;l';159.38;159.41;4.409139780035069;3.755260160408023;6.307238837151082;7.064971;5.6567264;580
O;159.41;159.52;ordre;159.41;159.63;4.409139780035069;7.778162152016155;12.732964142096815;8.650694;6.6080666;581
R;159.52;159.56;ordre;159.41;159.63;0.0230617781445188;2.2594482943625174;12.732964142096815;8.650694;6.6080666;581
d;159.56;159.59;ordre;159.41;159.63;0.0062799916934602;0.8363907826921726;12.732964142096815;8.650694;6.6080666;581
R;159.59;159.63;ordre;159.41;159.63;0.0042285918249888;0.6741000891483151;12.732964142096815;8.650694;6.6080666;581
E;159.63;159.67;exprès;159.63;160.03;4.409139780035069;4.0795115792220695;15.024722757345565;5.1807375;10.217685;582
k;159.67;159.73;exprès;159.63;160.03;0.2597697586726956;6.071133281933785;15.024722757345565;5.1807375;10.217685;582
s;159.73;159.78;exprès;159.63;160.03;0.0076321223808275;0.1061357283475127;15.024722757345565;5.1807375;10.217685;582
p;159.78;159.89;exprès;159.63;160.03;0.008729814406847;1.2695427760596842;15.024722757345565;5.1807375;10.217685;582
R;159.89;159.92;exprès;159.63;160.03;0.0047448568487871;2.900447640852956;15.024722757345565;5.1807375;10.217685;582
E;159.92;159.96;exprès;159.63;160.03;0.0014528117211156;1.178106251773465;15.024722757345565;5.1807375;10.217685;582
z;159.96;160.03;exprès;159.63;160.03;0.0009319566862892;5.437960088334473;15.024722757345565;5.1807375;10.217685;582
d;160.03;160.06;du;160.03;160.16;4.409139780035069;3.5165938505373133;7.681263722354963;3.9813383;3.3382962;583
y;160.06;160.16;du;160.03;160.16;0.3164590011854679;7.978437984881886;7.681263722354963;3.9813383;3.3382962;583
R;160.16;160.25;roi;160.16;160.59;4.409139780035069;5.400144139330587;12.39997254707214;6.7687626;1.92439;584
w;160.25;160.35;roi;160.16;160.59;0.0953729016601603;7.897322038837397;12.39997254707214;6.7687626;1.92439;584
a;160.35;160.59;roi;160.16;160.59;0.0014275525764924;0.9760464157217696;12.39997254707214;6.7687626;1.92439;584
l;161.68;161.72;Le;161.68;161.72;4.409139780035069;3.755260160408023;5.733517167758018;5.556724;8.409766;585
