phonemes,phoneme_onset,phoneme_offset,words,word_onset,word_offset
l,10.91,10.97,allaient,10.88,11.04
E,10.97,11.04,allaient,10.88,11.04
d,11.04,11.1,dans,11.04,11.21
a~,11.1,11.21,dans,11.04,11.21
l,11.21,11.26,le,11.21,11.26
p,11.26,11.37,parc,11.26,11.65
a,11.37,11.42,parc,11.26,11.65
R,11.42,11.52,parc,11.26,11.65
k,11.52,11.59,parc,11.26,11.65
@,11.59,11.65,parc,11.26,11.65
d,11.65,11.68,du,11.65,11.78
y,11.68,11.78,du,11.65,11.78
S,11.78,11.94,château,11.78,12.22
a,11.94,12.03,château,11.78,12.22
t,12.03,12.13,château,11.78,12.22
o,12.13,12.22,château,11.78,12.22
p,12.22,12.32,pour,12.22,12.44
u,12.32,12.38,pour,12.22,12.44
R,12.38,12.44,pour,12.22,12.44
p,12.44,12.53,pleurer,12.44,12.84
l,12.53,12.65,pleurer,12.44,12.84
2,12.65,12.69,pleurer,12.44,12.84
R,12.69,12.8,pleurer,12.44,12.84
e,12.8,12.84,pleurer,12.44,12.84
i,12.84,13.08,ils,12.84,13.24
l,13.08,13.12,ils,12.84,13.24
z,13.12,13.24,ils,12.84,13.24
j,13.24,13.27,y,13.24,13.27
R,13.27,13.31,rencontrèrent,13.27,13.81
a~,13.31,13.43,rencontrèrent,13.27,13.81
k,13.43,13.46,rencontrèrent,13.27,13.81
o~,13.46,13.57,rencontrèrent,13.27,13.81
t,13.57,13.6,rencontrèrent,13.27,13.81
R,13.6,13.68,rencontrèrent,13.27,13.81
E,13.68,13.71,rencontrèrent,13.27,13.81
R,13.71,13.81,rencontrèrent,13.27,13.81
e~,13.81,13.9,un,13.81,13.9
v,13.9,13.96,vieillard,13.9,14.35
i,13.96,14.13,vieillard,13.9,14.35
E,14.13,14.16,vieillard,13.9,14.35
j,14.16,14.24,vieillard,13.9,14.35
a,14.24,14.29,vieillard,13.9,14.35
R,14.29,14.35,vieillard,13.9,14.35
k,14.35,14.46,qui,14.35,14.49
i,14.46,14.49,qui,14.35,14.49
l,14.49,14.53,leur,14.49,14.67
9,14.53,14.6,leur,14.49,14.67
R,14.6,14.67,leur,14.49,14.67
d,14.67,14.72,demanda,14.67,15.06
@,14.72,14.77,demanda,14.67,15.06
m,14.77,14.82,demanda,14.67,15.06
a~,14.82,14.93,demanda,14.67,15.06
d,14.93,14.97,demanda,14.67,15.06
a,14.97,15.06,demanda,14.67,15.06
l,15.06,15.11,la,15.06,15.19
a,15.11,15.19,la,15.06,15.19
k,15.19,15.34,cause,15.19,15.47
o,15.34,15.42,cause,15.19,15.47
z,15.42,15.47,cause,15.19,15.47
d,15.47,15.54,d’,15.47,15.54
y,15.54,15.61,une,15.54,15.7
n,15.61,15.7,une,15.54,15.7
p,15.7,15.77,pareille,15.7,16.04
a,15.77,15.86,pareille,15.7,16.04
R,15.86,15.9,pareille,15.7,16.04
E,15.9,15.94,pareille,15.7,16.04
j,15.94,16.04,pareille,15.7,16.04
t,16.04,16.17,tristesse,16.04,16.9
R,16.17,16.24,tristesse,16.04,16.9
i,16.24,16.29,tristesse,16.04,16.9
s,16.29,16.43,tristesse,16.04,16.9
t,16.43,16.48,tristesse,16.04,16.9
E,16.48,16.6,tristesse,16.04,16.9
s,16.6,16.9,tristesse,16.04,16.9
i,17.6,17.69,Ils,17.6,17.69
l,17.69,17.72,lui,17.69,17.78
H,17.72,17.75,lui,17.69,17.78
i,17.75,17.78,lui,17.69,17.78
R,17.78,17.84,racontèrent,17.78,18.27
a,17.84,17.92,racontèrent,17.78,18.27
k,17.92,17.95,racontèrent,17.78,18.27
o~,17.95,18.06,racontèrent,17.78,18.27
t,18.06,18.11,racontèrent,17.78,18.27
E,18.11,18.2,racontèrent,17.78,18.27
R,18.2,18.27,racontèrent,17.78,18.27
k,18.27,18.35,que,18.27,18.4
@,18.35,18.4,que,18.27,18.4
l,18.4,18.44,leur,18.4,18.57
9,18.44,18.5,leur,18.4,18.57
R,18.5,18.57,leur,18.4,18.57
p,18.57,18.67,père,18.57,18.83
E,18.67,18.76,père,18.57,18.83
R,18.76,18.83,père,18.57,18.83
e,18.83,18.88,était,18.83,19.0
t,18.88,18.96,était,18.83,19.0
E,18.96,19.0,était,18.83,19.0
f,19.0,19.14,fort,19.0,19.26
O,19.14,19.21,fort,19.0,19.26
R,19.21,19.26,fort,19.0,19.26
m,19.26,19.34,malade,19.26,19.77
a,19.34,19.43,malade,19.26,19.77
l,19.43,19.48,malade,19.26,19.77
a,19.48,19.61,malade,19.26,19.77
d,19.61,19.77,malade,19.26,19.77
e,20.04,20.21,et,20.04,20.21
k,20.21,20.27,qu’il,20.21,20.41
y,20.27,20.3,qu’il,20.21,20.41
i,20.3,20.38,qu’il,20.21,20.41
j,20.38,20.41,qu’il,20.21,20.41
a,20.41,20.51,allait,20.41,20.72
l,20.51,20.56,allait,20.41,20.72
E,20.56,20.72,allait,20.41,20.72
a,20.72,20.76,à,20.72,20.76
k,20.76,20.8,coup,20.76,20.87
u,20.8,20.87,coup,20.76,20.87
s,20.87,21.01,sûr,20.87,21.15
y,21.01,21.1,sûr,20.87,21.15
R,21.1,21.15,sûr,20.87,21.15
m,21.15,21.28,mourir,21.15,21.62
u,21.28,21.38,mourir,21.15,21.62
R,21.38,21.47,mourir,21.15,21.62
i,21.47,21.56,mourir,21.15,21.62
R,21.56,21.62,mourir,21.15,21.62
k,21.62,21.74,car,21.62,21.91
a,21.74,21.86,car,21.62,21.91
R,21.86,21.91,car,21.62,21.91
i,21.91,22.07,il,21.91,22.07
j,22.07,22.16,n’y,22.07,22.16
a,22.16,22.19,avait,22.16,22.31
v,22.19,22.26,avait,22.16,22.31
E,22.26,22.31,avait,22.16,22.31
p,22.31,22.41,plus,22.31,22.52
l,22.41,22.44,plus,22.31,22.52
y,22.44,22.52,plus,22.31,22.52
d,22.52,22.57,de,22.52,22.57
R,22.57,22.67,remède,22.57,23.05
@,22.67,22.74,remède,22.57,23.05
m,22.74,22.84,remède,22.57,23.05
E,22.84,22.98,remède,22.57,23.05
d,22.98,23.05,remède,22.57,23.05
m,23.66,23.7,Mais,23.66,23.76
E,23.7,23.76,Mais,23.66,23.76
l,23.76,23.81,le,23.76,23.86
@,23.81,23.86,le,23.76,23.86
v,23.86,23.9,vieillard,23.86,24.42
i,23.9,24.06,vieillard,23.86,24.42
E,24.06,24.09,vieillard,23.86,24.42
j,24.09,24.19,vieillard,23.86,24.42
a,24.19,24.22,vieillard,23.86,24.42
R,24.22,24.3,vieillard,23.86,24.42
@,24.3,24.42,vieillard,23.86,24.42
d,24.48,24.57,dit,24.48,24.75
i,24.57,24.75,dit,24.48,24.75
Z,24.75,24.78,J’en,24.75,24.78
k,25.04,25.12,connais,25.04,25.54
o,25.12,25.22,connais,25.04,25.54
n,25.22,25.31,connais,25.04,25.54
E,25.31,25.4,connais,25.04,25.54
t,25.4,25.54,connais,25.04,25.54
e~,25.87,26.14,un,25.87,26.14
k,26.61,26.64,c’est,26.61,26.88
s,26.64,26.72,c’est,26.61,26.88
t,26.72,26.78,c’est,26.61,26.88
@,26.78,26.88,c’est,26.61,26.88
l,26.88,26.98,l,26.88,26.98
o,26.98,27.14,Eau,26.98,27.14
d,27.14,27.22,de,27.14,27.22
l,27.22,27.28,la,27.22,27.38
a,27.28,27.38,la,27.22,27.38
v,27.38,27.48,vie,27.38,27.69
i,27.48,27.69,vie,27.38,27.69
s,28.31,28.38,celui,28.31,28.74
@,28.38,28.53,celui,28.31,28.74
l,28.53,28.57,celui,28.31,28.74
H,28.57,28.65,celui,28.31,28.74
i,28.65,28.74,celui,28.31,28.74
k,28.74,28.82,qui,28.74,28.94
i,28.82,28.94,qui,28.74,28.94
a~,28.94,29.18,en,28.94,29.18
b,29.18,29.32,boit,29.18,29.73
w,29.32,29.47,boit,29.18,29.73
a,29.47,29.73,boit,29.18,29.73
R,29.73,29.82,recouvre,29.73,30.45
@,29.82,30.01,recouvre,29.73,30.45
k,30.01,30.08,recouvre,29.73,30.45
u,30.08,30.22,recouvre,29.73,30.45
v,30.22,30.28,recouvre,29.73,30.45
R,30.28,30.35,recouvre,29.73,30.45
@,30.35,30.45,recouvre,29.73,30.45
t,30.45,30.48,tout,30.45,30.6
u,30.48,30.51,tout,30.45,30.6
t,30.51,30.6,tout,30.45,30.6
d,30.6,30.63,de,30.6,30.72
@,30.63,30.72,de,30.6,30.72
s,30.72,30.81,suite,30.72,30.92
H,30.81,30.88,suite,30.72,30.92
i,30.88,30.92,suite,30.72,30.92
l,30.92,31.07,la,30.92,31.14
a,31.07,31.14,la,30.92,31.14
s,31.14,31.25,santé,31.14,31.61
a~,31.25,31.37,santé,31.14,31.61
t,31.37,31.48,santé,31.14,31.61
e,31.48,31.61,santé,31.14,31.61
m,31.61,31.66,mais,31.61,31.93
E,31.66,31.93,mais,31.61,31.93
l,31.93,31.96,elle,31.93,31.96
E,31.96,32.11,est,31.96,32.11
d,32.11,32.14,difficile,32.11,32.95
i,32.14,32.44,difficile,32.11,32.95
f,32.44,32.52,difficile,32.11,32.95
i,32.52,32.62,difficile,32.11,32.95
s,32.62,32.73,difficile,32.11,32.95
i,32.73,32.81,difficile,32.11,32.95
l,32.81,32.9,difficile,32.11,32.95
@,32.9,32.95,difficile,32.11,32.95
a,32.95,32.99,à,32.95,32.99
t,32.99,33.03,trouver,32.99,33.58
R,33.03,33.11,trouver,32.99,33.58
u,33.11,33.22,trouver,32.99,33.58
v,33.22,33.28,trouver,32.99,33.58
e,33.28,33.58,trouver,32.99,33.58
Z,34.37,34.46,Je,34.37,34.5
@,34.46,34.5,Je,34.37,34.5
l,34.5,34.55,la,34.5,34.62
a,34.55,34.62,la,34.5,34.62
t,34.62,34.67,trouverai,34.62,35.0
R,34.67,34.74,trouverai,34.62,35.0
u,34.74,34.79,trouverai,34.62,35.0
v,34.79,34.84,trouverai,34.62,35.0
@,34.84,34.87,trouverai,34.62,35.0
R,34.87,34.94,trouverai,34.62,35.0
e,34.94,35.0,trouverai,34.62,35.0
b,35.0,35.05,bien,35.0,35.32
j,35.05,35.16,bien,35.0,35.32
9~,35.16,35.32,bien,35.0,35.32
R,35.67,35.81,répondit,35.67,36.43
e,35.81,35.88,répondit,35.67,36.43
p,35.88,35.96,répondit,35.67,36.43
o~,35.96,36.08,répondit,35.67,36.43
d,36.08,36.18,répondit,35.67,36.43
i,36.18,36.43,répondit,35.67,36.43
l,36.43,36.51,l’,36.43,36.51
a,36.51,36.54,aîné,36.51,36.77
j,36.54,36.57,aîné,36.51,36.77
n,36.57,36.6,aîné,36.51,36.77
e,36.6,36.77,aîné,36.51,36.77
e,36.98,37.03,et,36.98,37.03
i,37.23,37.41,il,37.23,37.45
l,37.41,37.45,il,37.23,37.45
k,37.45,37.56,courut,37.45,37.77
u,37.56,37.69,courut,37.45,37.77
R,37.69,37.72,courut,37.45,37.77
y,37.72,37.77,courut,37.45,37.77
p,37.77,37.85,prier,37.77,38.15
R,37.85,37.95,prier,37.77,38.15
i,37.95,38.12,prier,37.77,38.15
e,38.12,38.15,prier,37.77,38.15
l,38.15,38.23,le,38.15,38.23
R,38.23,38.42,roi,38.23,38.53
w,38.42,38.48,roi,38.23,38.53
a,38.48,38.53,roi,38.23,38.53
d,38.53,38.56,de,38.53,38.56
l,38.56,38.59,lui,38.56,38.68
H,38.59,38.63,lui,38.56,38.68
i,38.63,38.68,lui,38.56,38.68
p,38.68,38.75,permettre,38.68,39.18
E,38.75,38.84,permettre,38.68,39.18
R,38.84,38.92,permettre,38.68,39.18
m,38.92,38.99,permettre,38.68,39.18
E,38.99,39.05,permettre,38.68,39.18
t,39.05,39.12,permettre,38.68,39.18
R,39.12,39.18,permettre,38.68,39.18
d,39.18,39.25,de,39.18,39.29
@,39.25,39.29,de,39.18,39.29
p,39.29,39.36,partir,39.29,39.69
a,39.36,39.4,partir,39.29,39.69
R,39.4,39.48,partir,39.29,39.69
t,39.48,39.58,partir,39.29,39.69
i,39.58,39.63,partir,39.29,39.69
R,39.63,39.69,partir,39.29,39.69
a,39.69,39.77,à,39.69,39.77
l,39.77,39.81,la,39.77,39.85
a,39.81,39.85,la,39.77,39.85
R,39.85,39.91,recherche,39.85,40.22
@,39.91,39.94,recherche,39.85,40.22
S,39.94,40.05,recherche,39.85,40.22
E,40.05,40.11,recherche,39.85,40.22
R,40.11,40.17,recherche,39.85,40.22
S,40.17,40.22,recherche,39.85,40.22
d,40.22,40.29,de,40.22,40.41
@,40.29,40.41,de,40.22,40.41
l,40.41,40.46,l,40.41,40.46
o,40.46,40.56,Eau,40.46,40.56
d,40.56,40.59,de,40.56,40.59
l,40.59,40.62,la,40.59,40.65
a,40.62,40.65,la,40.59,40.65
v,40.65,40.7,vie,40.65,40.97
i,40.7,40.97,vie,40.65,40.97
k,41.12,41.24,qui,41.12,41.24
s,41.24,41.38,seule,41.24,41.51
9,41.38,41.45,seule,41.24,41.51
l,41.45,41.51,seule,41.24,41.51
p,41.51,41.62,pouvait,41.51,41.81
u,41.62,41.7,pouvait,41.51,41.81
v,41.7,41.76,pouvait,41.51,41.81
E,41.76,41.81,pouvait,41.51,41.81
l,41.81,41.9,le,41.81,41.9
s,41.9,42.03,sauver,41.9,42.39
o,42.03,42.14,sauver,41.9,42.39
v,42.14,42.24,sauver,41.9,42.39
e,42.24,42.39,sauver,41.9,42.39
n,42.95,43.21,Non,42.95,43.71
o~,43.21,43.71,Non,42.95,43.71
d,44.17,44.27,dit,44.17,44.38
i,44.27,44.38,dit,44.17,44.38
l,44.38,44.43,le,44.38,44.47
@,44.43,44.47,le,44.38,44.47
R,44.47,44.63,roi,44.47,44.87
w,44.63,44.66,roi,44.47,44.87
a,44.66,44.87,roi,44.47,44.87
l,44.92,44.95,le,44.92,44.95
d,45.32,45.49,danger,45.32,46.11
a~,45.49,45.67,danger,45.32,46.11
Z,45.67,45.72,danger,45.32,46.11
e,45.72,46.11,danger,45.32,46.11
e,46.11,46.3,est,46.11,46.3
t,46.3,46.4,trop,46.3,46.62
R,46.4,46.47,trop,46.3,46.62
o,46.47,46.62,trop,46.3,46.62
g,46.62,46.65,grand,46.62,47.32
R,46.65,46.76,grand,46.62,47.32
a~,46.76,47.18,grand,46.62,47.32
n,47.18,47.32,grand,46.62,47.32
Z,47.32,47.42,je,47.32,47.45
@,47.42,47.45,je,47.32,47.45
p,47.45,47.58,préfère,47.45,47.98
R,47.58,47.65,préfère,47.45,47.98
e,47.65,47.68,préfère,47.45,47.98
f,47.68,47.8,préfère,47.45,47.98
E,47.8,47.88,préfère,47.45,47.98
R,47.88,47.98,préfère,47.45,47.98
m,47.98,48.1,mourir,47.98,48.44
u,48.1,48.21,mourir,47.98,48.44
R,48.21,48.33,mourir,47.98,48.44
i,48.33,48.38,mourir,47.98,48.44
R,48.38,48.41,mourir,47.98,48.44
@,48.41,48.44,mourir,47.98,48.44
m,48.44,48.47,Mais,48.44,48.71
E,48.47,48.71,Mais,48.44,48.71
l,49.9,50.01,le,49.9,50.05
@,50.01,50.05,le,49.9,50.05
p,50.05,50.14,prince,50.05,50.39499
R,50.14,50.2,prince,50.05,50.39499
e~,50.2,50.3,prince,50.05,50.39499
s,50.3,50.39499,prince,50.05,50.39499
l,50.39499,50.42998,le,50.39499,50.47
@,50.42998,50.47,le,50.39499,50.47
p,50.47,50.55,pria,50.47,50.83
R,50.55,50.64,pria,50.47,50.83
i,50.64,50.8,pria,50.47,50.83
a,50.8,50.83,pria,50.47,50.83
s,50.83,50.97,si,50.83,51.06
i,50.97,51.06,si,50.83,51.06
l,51.06,51.09,longtemps,51.06,51.43
o~,51.09,51.21,longtemps,51.06,51.43
t,51.21,51.28,longtemps,51.06,51.43
a~,51.28,51.38,longtemps,51.06,51.43
n,51.38,51.43,longtemps,51.06,51.43
k,51.43,51.48,que,51.43,51.54
@,51.48,51.54,que,51.43,51.54
l,51.54,51.58,le,51.54,51.58
R,51.58,51.68,roi,51.58,51.86
w,51.68,51.75,roi,51.58,51.86
a,51.75,51.86,roi,51.58,51.86
k,51.86,51.91,consentit,51.86,52.39
o~,51.91,51.99,consentit,51.86,52.39
s,51.99,52.09,consentit,51.86,52.39
a~,52.09,52.18,consentit,51.86,52.39
t,52.18,52.28,consentit,51.86,52.39
i,52.28,52.39,consentit,51.86,52.39
o,52.39,52.49,au,52.39,52.49
v,52.49,52.59,voyage,52.49,53.12
w,52.59,52.67,voyage,52.49,53.12
a,52.67,52.7,voyage,52.49,53.12
j,52.7,52.85,voyage,52.49,53.12
a,52.85,52.93,voyage,52.49,53.12
Z,52.93,53.12,voyage,52.49,53.12
e,53.88,53.94,Et,53.88,53.94
l,53.94,53.99,le,53.94,54.04
@,53.99,54.04,le,53.94,54.04
p,54.04,54.11,prince,54.04,54.34
R,54.11,54.2,prince,54.04,54.34
e~,54.2,54.29,prince,54.04,54.34
s,54.29,54.34,prince,54.04,54.34
s,54.34,54.47,se,54.34,54.52
@,54.47,54.52,se,54.34,54.52
d,54.52,54.55,disait,54.52,54.82
i,54.55,54.61,disait,54.52,54.82
z,54.61,54.79,disait,54.52,54.82
E,54.79,54.82,disait,54.52,54.82
a~,54.82,54.86,en,54.82,54.86
l,54.86,54.92,lui-même,54.86,55.55
H,54.92,54.98,lui-même,54.86,55.55
i,54.98,55.06,lui-même,54.86,55.55
m,55.06,55.14,lui-même,54.86,55.55
E,55.14,55.26,lui-même,54.86,55.55
m,55.26,55.41,lui-même,54.86,55.55
@,55.41,55.55,lui-même,54.86,55.55
s,56.32,56.42,Si,56.32,56.49
i,56.42,56.49,Si,56.32,56.49
Z,56.49,56.56,je,56.49,56.56
v,56.56,56.63,vais,56.56,56.68
E,56.63,56.68,vais,56.56,56.68
S,56.68,56.8,chercher,56.68,57.09
E,56.8,56.84,chercher,56.68,57.09
R,56.84,56.88,chercher,56.68,57.09
S,56.88,57.02,chercher,56.68,57.09
e,57.02,57.09,chercher,56.68,57.09
l,57.09,57.13,l,57.09,57.13
o,57.13,57.27,Eau,57.13,57.27
d,57.27,57.37,de,57.27,57.37
l,57.37,57.44,la,57.37,57.52
a,57.44,57.52,la,57.37,57.52
v,57.52,57.6,vie,57.52,57.8
i,57.6,57.8,vie,57.52,57.8
k,58.17,58.22,c’est,58.17,58.36
s,58.22,58.33,c’est,58.17,58.36
t,58.33,58.36,c’est,58.17,58.36
m,58.36,58.52,moi,58.36,58.77
w,58.52,58.61,moi,58.36,58.77
a,58.61,58.77,moi,58.36,58.77
k,58.85,58.92,qui,58.85,58.97
i,58.92,58.97,qui,58.85,58.97
s,58.97,59.1,serait,58.97,59.25
R,59.1,59.22,serait,58.97,59.25
E,59.22,59.25,serait,58.97,59.25
l,59.25,59.33,le,59.25,59.36
@,59.33,59.36,le,59.25,59.36
p,59.36,59.47,plus,59.36,59.55
l,59.47,59.5,plus,59.36,59.55
y,59.5,59.55,plus,59.36,59.55
S,59.55,59.7,cher,59.55,59.9
E,59.7,59.81,cher,59.55,59.9
R,59.81,59.9,cher,59.55,59.9
a,59.9,59.93,à,59.9,59.93
m,59.93,59.99,mon,59.93,60.09
o~,59.99,60.04,mon,59.93,60.09
n,60.04,60.09,mon,59.93,60.09
p,60.15,60.25,père,60.15,60.52
E,60.25,60.45,père,60.15,60.52
R,60.45,60.52,père,60.15,60.52
e,60.67,60.76,et,60.67,60.76
k,60.76,60.83,qui,60.76,60.9
i,60.83,60.9,qui,60.76,60.9
d,60.9,60.94,deviendrait,60.9,61.47
@,60.94,61.0,deviendrait,60.9,61.47
v,61.0,61.05,deviendrait,60.9,61.47
i,61.05,61.17,deviendrait,60.9,61.47
e~,61.17,61.23,deviendrait,60.9,61.47
d,61.23,61.26,deviendrait,60.9,61.47
R,61.26,61.33,deviendrait,60.9,61.47
E,61.33,61.38,deviendrait,60.9,61.47
z,61.38,61.47,deviendrait,60.9,61.47
l,61.53,61.56,l’,61.53,61.6
z,61.56,61.6,l’,61.53,61.6
y,61.67,61.8,unique,61.67,62.04
n,61.8,61.83,unique,61.67,62.04
i,61.83,61.93,unique,61.67,62.04
k,61.93,62.04,unique,61.67,62.04
e,62.04,62.09,héritier,62.04,62.48
R,62.09,62.13,héritier,62.04,62.48
i,62.13,62.22,héritier,62.04,62.48
t,62.22,62.31,héritier,62.04,62.48
i,62.31,62.41,héritier,62.04,62.48
e,62.41,62.48,héritier,62.04,62.48
d,62.48,62.51,du,62.48,62.54
y,62.51,62.54,du,62.48,62.54
t,62.54,62.6,trône,62.54,62.97
R,62.6,62.66,trône,62.54,62.97
o,62.66,62.83,trône,62.54,62.97
n,62.83,62.97,trône,62.54,62.97
i,63.65,63.75,Il,63.65,63.75
s,63.75,63.84,se,63.75,63.87
@,63.84,63.87,se,63.75,63.87
m,63.87,63.94,mit,63.87,64.02
i,63.94,64.02,mit,63.87,64.02
d,64.02,64.1,donc,64.02,64.27
o~,64.1,64.24,donc,64.02,64.27
k,64.24,64.27,donc,64.02,64.27
a~,64.27,64.37,en,64.27,64.37
R,64.37,64.4,route,64.37,64.53
u,64.4,64.43,route,64.37,64.53
t,64.43,64.53,route,64.37,64.53
e,64.87,64.96,et,64.87,64.96
l,64.96,65.01,lorsque,64.96,65.33
O,65.01,65.1,lorsque,64.96,65.33
R,65.1,65.13,lorsque,64.96,65.33
s,65.13,65.24,lorsque,64.96,65.33
k,65.24,65.29,lorsque,64.96,65.33
@,65.29,65.33,lorsque,64.96,65.33
s,65.33,65.43,son,65.33,65.51
o~,65.43,65.51,son,65.33,65.51
S,65.51,65.67,cheval,65.51,65.95
@,65.67,65.71,cheval,65.51,65.95
v,65.71,65.77,cheval,65.51,65.95
a,65.77,65.89,cheval,65.51,65.95
l,65.89,65.95,cheval,65.51,65.95
y,65.95,66.04,eut,65.95,66.04
m,66.04,66.11,marché,66.04,66.47
a,66.11,66.17,marché,66.04,66.47
R,66.17,66.24,marché,66.04,66.47
S,66.24,66.39,marché,66.04,66.47
e,66.39,66.47,marché,66.04,66.47
k,66.47,66.55,quelque,66.47,66.92
E,66.55,66.63,quelque,66.47,66.92
l,66.63,66.66,quelque,66.47,66.92
k,66.66,66.79,quelque,66.47,66.92
@,66.79,66.92,quelque,66.47,66.92
t,66.92,66.97,temps,66.92,67.2
a~,66.97,67.2,temps,66.92,67.2
i,67.91,68.1,il,67.91,68.1
v,68.1,68.16,vit,68.1,68.31
i,68.16,68.31,vit,68.1,68.31
9~,68.36,68.46,un,68.36,68.46
n,68.51,68.65,nain,68.51,68.85
e~,68.65,68.85,nain,68.51,68.85
o,68.85,68.95,au,68.85,68.95
b,68.95,69.04,bord,68.95,69.24
O,69.04,69.15,bord,68.95,69.24
R,69.15,69.24,bord,68.95,69.24
d,69.24,69.29,du,69.24,69.35
y,69.29,69.35,du,69.24,69.35
S,69.35,69.53,chemin,69.35,69.86
@,69.53,69.6,chemin,69.35,69.86
m,69.6,69.73,chemin,69.35,69.86
9~,69.73,69.86,chemin,69.35,69.86
k,70.15,70.23,qui,70.15,70.33
i,70.23,70.33,qui,70.15,70.33
l,70.33,70.37,lui,70.33,70.47
H,70.37,70.4,lui,70.33,70.47
i,70.4,70.47,lui,70.33,70.47
k,70.47,70.56,cria,70.47,71.12
R,70.56,70.64,cria,70.47,71.12
i,70.64,70.85,cria,70.47,71.12
a,70.85,71.12,cria,70.47,71.12
u,71.57,71.71,Où,71.57,71.71
a,71.71,71.78,allez-vous,71.71,72.07
l,71.78,71.85,allez-vous,71.71,72.07
e,71.85,71.92,allez-vous,71.71,72.07
v,71.92,71.98,allez-vous,71.71,72.07
