phonemes;phoneme_onset;phoneme_offset;words;word_onset;word_offset;cohort_entropy;cohort_surprisal;word_freq;word_entropy_GPT;word_number;entropy_class;word_freq_log
d;2.57;2.64;De;2.57;2.7;4.483571099;3.345837716;24266.8883;8.920418;1;1;14.56670151
@;2.64;2.7;De;2.57;2.7;0.226780069;7.532001195;24266.8883;8.920418;1;1;14.56670151
r;2.7;2.76;Ransel;2.7;3.26;4.483571099;6.700963487;0.5717;7.7386966;2;-1;-0.806669805
A;2.76;2.85;Ransel;2.7;3.26;0.073491535;4.369555486;0.5717;7.7386966;2;-1;-0.806669805
n;2.85;2.91;Ransel;2.7;3.26;0.005540333;2.961532586;0.5717;7.7386966;2;-1;-0.806669805
s;2.91;3.07;Ransel;2.7;3.26;0.001515018;4.888349479;0.5717;7.7386966;2;-1;-0.806669805
@;3.07;3.1;Ransel;2.7;3.26;0.00083268;4.147708864;0.5717;7.7386966;2;-1;-0.806669805
l;3.1;3.26;Ransel;2.7;3.26;0.000817088;4.333422723;0.5717;7.7386966;2;-1;-0.806669805
h;3.74;3.77;het;3.74;3.89;4.483571099;3.919556756;24431.9717;9.99691;3;1;14.57648268
E;3.77;3.82;het;3.74;3.89;0.242825887;2.478097583;24431.9717;9.99691;3;1;14.57648268
t;3.82;3.89;het;3.74;3.89;0.048759715;4.607521235;24431.9717;9.99691;3;1;14.57648268
h;3.89;3.94;Hoedje;3.89;4.34;4.483571099;3.919556756;2.6298;9.198785;4;1;1.394953085
u;3.94;4.08;Hoedje;3.89;4.34;0.242825887;2.476676843;2.6298;9.198785;4;1;1.394953085
t;4.08;4.11;Hoedje;3.89;4.34;0.023971714;7.37521456;2.6298;9.198785;4;1;1.394953085
j;4.11;4.21;Hoedje;3.89;4.34;0.000988044;3.398510251;2.6298;9.198785;4;1;1.394953085
@;4.21;4.28;Hoedje;3.89;4.34;0.000864029;3.18224751;2.6298;9.198785;4;1;1.394953085
n;4.28;4.34;Hoedje;3.89;4.34;0.000808356;5.303890316;2.6298;9.198785;4;1;1.394953085
E;4.71;4.79;en;4.71;4.83;4.483571099;4.869410293;13987.4934;10.897198;5;1;13.77184983
n;4.79;4.83;en;4.71;4.83;0.080619888;6.706842395;13987.4934;10.897198;5;1;13.77184983
E;4.83;4.9;het;4.83;4.95;4.483571099;4.869410293;24431.9717;9.799333;6;1;14.57648268
t;4.9;4.95;het;4.83;4.95;0.080619888;8.282216672;24431.9717;9.799333;6;1;14.57648268
h;4.95;4.98;Hoorntje;4.95;5.5;4.483571099;3.919556756;0.2058;8.68527;7;1;-2.280685113
o:;4.98;5.17;Hoorntje;4.95;5.5;0.242825887;3.573447514;0.2058;8.68527;7;1;-2.280685113
r;5.17;5.24;Hoorntje;4.95;5.5;0.028050885;1.10983186;0.2058;8.68527;7;1;-2.280685113
n;5.24;5.3;Hoorntje;4.95;5.5;0.008633785;5.632159992;0.2058;8.68527;7;1;-2.280685113
t;5.3;5.38;Hoorntje;4.95;5.5;0.000879287;4.766873935;0.2058;8.68527;7;1;-2.280685113
j;5.38;5.43;Hoorntje;4.95;5.5;0.000810037;4.634037206;0.2058;8.68527;7;1;-2.280685113
@;5.43;5.5;Hoorntje;4.95;5.5;0.000810037;4.634037206;0.2058;8.68527;7;1;-2.280685113
E;7.47;7.54;Er;7.47;7.6;4.483571099;4.869410293;8170.4945;7.9343553;8;-1;12.99620768
r;7.54;7.6;Er;7.47;7.6;0.080619888;1.318377285;8170.4945;7.9343553;8;-1;12.99620768
w;7.6;7.63;waren;7.6;7.89;4.483571099;3.789347436;648.6937;8.408738;9;-1;9.341393617
a:;7.63;7.77;waren;7.6;7.89;0.272972368;2.291490201;648.6937;8.408738;9;-1;9.341393617
r;7.77;7.8;waren;7.6;7.89;0.058863353;0.170387385;648.6937;8.408738;9;-1;9.341393617
@;7.8;7.89;waren;7.6;7.89;0.034919309;4.961815431;648.6937;8.408738;9;-1;9.341393617
