phonemes;phoneme_onset;phoneme_offset;words;word_onset;word_offset;cohort_entropy;cohort_surprisal;word_freq
b;18.96;19.02;liberté;18.83;19.39;0.013450706648516013;2.905853288214391;13.529579753009346
E;19.02;19.08;liberté;18.83;19.39;0.0027250793920506485;3.4046380084907586;13.529579753009346
R;19.08;19.16;liberté;18.83;19.39;0.0010745383842560784;1.8252629259676576;13.529579753009346
t;19.16;19.27;liberté;18.83;19.39;0.0009842683555698435;2.3009475577317;13.529579753009346
e;19.27;19.39;liberté;18.83;19.39;0.000989574178065672;2.6259419556668453;13.529579753009346
e;19.39;19.47;et;19.39;19.47;4.409139780035069;4.815820454336018;6.126714125197328
a~;19.47;19.69;en;19.47;19.69;4.409139780035069;5.5578611269601135;6.5845242063489335
p;19.69;19.75;paix;19.69;19.89;4.409139780035069;3.530081653227226;12.604297221358774
E;19.75;19.89;paix;19.69;19.89;0.3111310643031198;4.618915031868996;12.604297221358774
a;20.6;20.67;Alors;20.6;20.87;4.409139780035069;3.7941932878383366;8.987057105760337
l;20.67;20.73;Alors;20.6;20.87;0.22900409497933774;2.8229610617314838;8.987057105760337
O;20.73;20.81;Alors;20.6;20.87;0.040794883805038984;0.9849923563583145;8.987057105760337
R;20.81;20.87;Alors;20.6;20.87;0.018547095687077565;0.03035489181770134;8.987057105760337
l;20.87;20.94;le;20.87;20.99;4.409139780035069;3.7552601604080227;5.733517167758018
@;20.94;20.99;le;20.87;20.99;0.22580543424943314;0.8278069017369164;5.733517167758018
p;20.99;21.07;prince;20.99;21.36;4.409139780035069;3.530081653227226;14.296420097271413
R;21.07;21.14;prince;20.99;21.36;0.3111310643031198;2.6666723586729733;14.296420097271413
e~;21.14;21.24;prince;20.99;21.36;0.0650434435005669;6.086719827202139;14.296420097271413
s;21.24;21.36;prince;20.99;21.36;0.002164637419715943;1.092413468298815;14.296420097271413
R;21.36;21.42;reprit;21.36;21.69;4.409139780035069;5.400144139330587;20.72622916318101
@;21.42;21.47;reprit;21.36;21.69;0.09537290166016034;1.4613692023253284;20.72622916318101
p;21.47;21.55;reprit;21.36;21.69;0.042617361648766894;2.97560917612368;20.72622916318101
R;21.55;21.64;reprit;21.36;21.69;0.00707197081235951;1.2997501128415159;20.72622916318101
i;21.64;21.69;reprit;21.36;21.69;0.003801308752173662;3.7677588563939;20.72622916318101
s;21.69;21.81;son;21.69;22.0;4.409139780035069;3.649530068972855;8.985053908632072
o~;21.81;21.92;son;21.69;22.0;0.27960237707783975;2.2886984878466143;8.985053908632072
n;21.92;22.0;son;21.69;22.0;0.0019972800638732623;3.961041931703037;8.985053908632072
e;22.0;22.11;épée;22.0;22.21;4.409139780035069;4.815820454336018;14.908015725648712
p;22.11;22.17;épée;22.0;22.21;0.11194717628853765;5.8581371865358065;14.908015725648712
e;22.17;22.21;épée;22.0;22.21;0.00473706290910348;5.116135990206274;14.908015725648712
e;22.21;22.33;et;22.21;22.33;4.409139780035069;4.815820454336018;6.126714125197328
s;22.33;22.47;son;22.33;22.6;4.409139780035069;3.649530068972855;8.985053908632072
o~;22.47;22.6;son;22.33;22.6;0.27960237707783975;2.2886984878466143;8.985053908632072
p;22.6;22.7;pain;22.6;22.95;4.409139780035069;3.530081653227226;13.80989032732196
e~;22.7;22.95;pain;22.6;22.95;0.3111310643031198;9.248980990620321;13.80989032732196
e;22.95;23.06;et;22.95;23.06;4.409139780035069;4.815820454336018;6.126714125197328
l;23.06;23.09;les;23.06;23.18;4.409139780035069;3.7552601604080227;6.500718994619602
e;23.09;23.18;les;23.06;23.18;0.22580543424943314;7.962187142842413;6.500718994619602
t;23.18;23.23;trois;23.18;23.37;4.409139780035069;3.9974562187304596;11.209923023126795
R;23.23;23.27;trois;23.18;23.37;0.18010796168345372;1.0022456348444526;11.209923023126795
w;23.27;23.34;trois;23.18;23.37;0.09021057839220219;4.601997795433878;11.209923023126795
a;23.34;23.37;trois;23.18;23.37;0.006056391539346276;0.11946990887876718;11.209923023126795
f;23.37;23.46;frères;23.37;23.7;4.409139780035069;5.1197770207622835;13.480128077428997
R;23.46;23.52;frères;23.37;23.7;0.14435107234724465;3.924720886032108;13.480128077428997
E;23.52;23.61;frères;23.37;23.7;0.01384044349036529;1.2975186842632036;13.480128077428997
R;23.61;23.7;frères;23.37;23.7;0.003416146068493996;0.4612135793892023;13.480128077428997
k;23.7;23.74;continuèrent;23.7;24.22;4.409139780035069;4.296214187739292;20.67178137915863
o~;23.74;23.84;continuèrent;23.7;24.22;0.385222146039297;3.855051490365286;20.67178137915863
t;23.84;23.91;continuèrent;23.7;24.22;0.04022197765732243;2.8906644081897745;20.67178137915863
i;23.91;24.0;continuèrent;23.7;24.22;0.007045504914664097;1.9408873656026733;20.67178137915863
n;24.0;24.04;continuèrent;23.7;24.22;0.0026447991819160293;0.8465221351094924;20.67178137915863
y;24.04;24.07;continuèrent;23.7;24.22;0.0021130145212471304;0.5776762938393886;20.67178137915863
