phonemes;phoneme_onset;phoneme_offset;words;word_onset;word_offset;cohort_entropy;cohort_surprisal;word_freq
t;13.57;13.6;rencontrèrent;13.27;13.81;0.0032382525033929324;0.27266880271208843;20.051629449975177
R;13.6;13.68;rencontrèrent;13.27;13.81;0.003238252503392933;0.27266880271208843;20.051629449975177
E;13.68;13.71;rencontrèrent;13.27;13.81;0.0029790965345514713;5.165413415710759;20.051629449975177
R;13.71;13.81;rencontrèrent;13.27;13.81;0.0008498307623887647;4.407256153624435;20.051629449975177
e~;13.81;13.9;un;13.81;13.9;4.409139780035069;7.361143335080646;6.151914241151773
v;13.9;13.96;vieillard;13.9;14.35;4.409139780035069;4.287664674052159;16.85302169382878
i;13.96;14.13;vieillard;13.9;14.35;0.42762299253125835;4.895406208944401;16.85302169382878
E;14.13;14.16;vieillard;13.9;14.35;0.028855762430579784;3.922237633444505;16.85302169382878
j;14.16;14.24;vieillard;13.9;14.35;0.0030803430968189285;0.9376784384687661;16.85302169382878
a;14.24;14.29;vieillard;13.9;14.35;0.001409512647238673;2.9763717112943553;16.85302169382878
R;14.29;14.35;vieillard;13.9;14.35;0.0009785651473846223;2.343376514151398;16.85302169382878
k;14.35;14.46;qui;14.35;14.49;4.409139780035069;4.296214187739292;7.353269951835012
i;14.46;14.49;qui;14.35;14.49;0.385222146039297;1.5390330520759636;7.353269951835012
l;14.49;14.53;leur;14.49;14.67;4.409139780035069;3.755260160408023;11.63403107834938
9;14.53;14.6;leur;14.49;14.67;0.22580543424943314;4.595465420187238;11.63403107834938
R;14.6;14.67;leur;14.49;14.67;0.013994445486643962;0.04199125691635237;11.63403107834938
d;14.67;14.72;demanda;14.67;15.06;4.409139780035069;3.5165938505373138;17.81933856757249
@;14.72;14.77;demanda;14.67;15.06;0.31645900118546794;0.6054282932040682;17.81933856757249
m;14.77;14.82;demanda;14.67;15.06;0.04451784912857765;2.5006245750792377;17.81933856757249
a~;14.82;14.93;demanda;14.67;15.06;0.00972606357061073;1.8381753612341643;17.81933856757249
d;14.93;14.97;demanda;14.67;15.06;0.003594490522752751;0.23647088144460943;17.81933856757249
a;14.97;15.06;demanda;14.67;15.06;0.0023945446709660633;4.727809345545401;17.81933856757249
l;15.06;15.11;la;15.06;15.19;4.409139780035069;3.755260160408023;5.814498696260873
a;15.11;15.19;la;15.06;15.19;0.22580543424943314;1.7693520610671596;5.814498696260873
k;15.19;15.34;cause;15.19;15.47;4.409139780035069;4.296214187739292;11.933501427475054
o;15.34;15.42;cause;15.19;15.47;0.385222146039297;4.404857438832798;11.933501427475054
z;15.42;15.47;cause;15.19;15.47;0.02949298969058726;6.5769177918915505;11.933501427475054
d;15.47;15.54;d';15.47;15.54;4.409139780035069;3.5165938505373138;6.964068759155997
y;15.54;15.61;une;15.54;15.7;4.409139780035069;6.506829787871369;6.793146780513575
n;15.61;15.7;une;15.54;15.7;0.008059297464271439;1.826414231116221;6.793146780513575
p;15.7;15.77;pareille;15.7;16.04;4.409139780035069;3.5300816532272266;15.197249193091684
a;15.77;15.86;pareille;15.7;16.04;0.3111310643031198;3.3044449540316907;15.197249193091684
R;15.86;15.9;pareille;15.7;16.04;0.039570269746988795;0.5137488120570814;15.197249193091684
E;15.9;15.94;pareille;15.7;16.04;0.0336545255177201;4.844458609573619;15.197249193091684
j;15.94;16.04;pareille;15.7;16.04;0.0018550390680333413;0.807250281628109;15.197249193091684
t;16.04;16.17;tristesse;16.04;16.9;4.409139780035069;3.9974562187304596;16.09239559601491
R;16.17;16.24;tristesse;16.04;16.9;0.18010796168345372;1.0022456348444526;16.09239559601491
i;16.24;16.29;tristesse;16.04;16.9;0.09021057839220219;6.2697115978001925;16.09239559601491
s;16.29;16.43;tristesse;16.04;16.9;0.0030780633077132523;2.7587141143933724;16.09239559601491
t;16.43;16.48;tristesse;16.04;16.9;0.0012395962343609535;1.333775427721415;16.09239559601491
E;16.48;16.6;tristesse;16.04;16.9;0.0008906075547433311;4.383880585630121;16.09239559601491
s;16.6;16.9;tristesse;16.04;16.9;0.0008523410684592701;4.313068117967134;16.09239559601491
i;17.6;17.69;Ils;17.6;17.69;4.409139780035069;5.083806629288414;8.196409154968887
l;17.69;17.72;lui;17.69;17.78;4.409139780035069;3.755260160408023;8.606546025913323
H;17.72;17.75;lui;17.69;17.78;0.22580543424943314;11.694211657307571;8.606546025913323
i;17.75;17.78;lui;17.69;17.78;0.0009795730541815844;2.3357519336249135;8.606546025913323
R;17.78;17.84;racontèrent;17.78;18.27;4.409139780035069;5.400144139330587;24.841706380600947
a;17.84;17.92;racontèrent;17.78;18.27;0.09537290166016033;3.265370115793717;24.841706380600947
k;17.92;17.95;racontèrent;17.78;18.27;0.013663389658603316;2.4715680276454814;24.841706380600947
o~;17.95;18.06;racontèrent;17.78;18.27;0.003158423288593859;0.45075807523231487;24.841706380600947
t;18.06;18.11;racontèrent;17.78;18.27;0.0028995649117323323;0.43391177386333013;24.841706380600947
E;18.11;18.2;racontèrent;17.78;18.27;0.0013601749626769145;2.212000473697108;24.841706380600947
R;18.2;18.27;racontèrent;17.78;18.27;0.0008340056439401172;5.206421696447373;24.841706380600947
k;18.27;18.35;que;18.27;18.4;4.409139780035069;4.296214187739292;7.781087842752731
@;18.35;18.4;que;18.27;18.4;0.385222146039297;3.5707096236999503;7.781087842752731
l;18.4;18.44;leur;18.4;18.57;4.409139780035069;3.755260160408023;11.63403107834938
9;18.44;18.5;leur;18.4;18.57;0.22580543424943314;4.595465420187238;11.63403107834938
R;18.5;18.57;leur;18.4;18.57;0.013994445486643962;0.04199125691635237;11.63403107834938
p;18.57;18.67;père;18.57;18.83;4.409139780035069;3.5300816532272266;10.002584625804237
E;18.67;18.76;père;18.57;18.83;0.3111310643031198;4.618915031868996;10.002584625804237
R;18.76;18.83;père;18.57;18.83;0.01848210732477514;0.5308192718555578;10.002584625804237
e;18.83;18.88;était;18.83;19.0;4.409139780035069;4.815820454336018;8.380035098324694
t;18.88;18.96;était;18.83;19.0;0.11194717628853766;0.26448132325836654;8.380035098324694
E;18.96;19.0;était;18.83;19.0;0.08875360946102835;0.10134287456922948;8.380035098324694
f;19.0;19.14;fort;19.0;19.26;4.409139780035069;5.1197770207622835;12.060210054696004
O;19.14;19.21;fort;19.0;19.26;0.14435107234724462;5.0918734309674285;12.060210054696004
R;19.21;19.26;fort;19.0;19.26;0.006022630786512385;0.15456421526143932;12.060210054696004
m;19.26;19.34;malade;19.26;19.77;4.409139780035069;4.216572460592083;12.34676748279347
a;19.34;19.43;malade;19.26;19.77;0.2093762024126659;3.509233286394972;12.34676748279347
l;19.43;19.48;malade;19.26;19.77;0.02532465198368433;2.7562735814526973;12.34676748279347
a;19.48;19.61;malade;19.26;19.77;0.005171051720745247;1.828245893312535;12.34676748279347
d;19.61;19.77;malade;19.26;19.77;0.002138272398295073;0.5742155841484675;12.34676748279347
e;20.04;20.21;et;20.04;20.21;4.409139780035069;4.815820454336018;6.126714125197328
k;20.21;20.27;qu'il;20.21;20.41;4.409139780035069;4.296214187739292;NAN
y;20.27;20.3;qu'il;20.21;20.41;0.385222146039297;8.334905208781201;NAN
i;20.3;20.38;qu'il;20.21;20.41;0.0030131537440004413;7.474273787722556;NAN
j;20.38;20.41;qu'il;20.21;20.41;0.0008333963937691516;5.247927513443586;NAN
a;20.41;20.51;allait;20.41;20.72;4.409139780035069;3.794193287838337;12.737981458099565
l;20.51;20.56;allait;20.41;20.72;0.22900409497933777;2.8229610617314833;12.737981458099565
E;20.56;20.72;allait;20.41;20.72;0.04079488380503898;3.0984225462905823;12.737981458099565
a;20.72;20.76;à;20.72;20.76;4.409139780035069;3.794193287838337;6.209354846536233
k;20.76;20.8;coup;20.76;20.87;4.409139780035069;4.296214187739292;11.17737021362848
u;20.8;20.87;coup;20.76;20.87;0.385222146039297;5.856774780381494;11.17737021362848
s;20.87;21.01;sûr;20.87;21.15;4.409139780035069;3.6495300689728554;10.136002004265144
y;21.01;21.1;sûr;20.87;21.15;0.2796023770778398;4.6210875512534155;10.136002004265144
R;21.1;21.15;sûr;20.87;21.15;0.016267838227612297;0.9157639223786177;10.136002004265144
m;21.15;21.28;mourir;21.15;21.62;4.409139780035069;4.216572460592083;11.90789280186038
u;21.28;21.38;mourir;21.15;21.62;0.2093762024126659;5.556219611761351;11.90789280186038
R;21.38;21.47;mourir;21.15;21.62;0.0070481823649426725;0.6465049631558082;11.90789280186038
i;21.47;21.56;mourir;21.15;21.62;0.005154145753878286;0.5428565941896367;11.90789280186038
R;21.56;21.62;mourir;21.15;21.62;0.003939919931089252;0.21508256150438215;11.90789280186038
k;21.62;21.74;car;21.62;21.91;4.409139780035069;4.296214187739292;11.808971852014231
a;21.74;21.86;car;21.62;21.91;0.385222146039297;5.036386062888957;11.808971852014231
R;21.86;21.91;car;21.62;21.91;0.021941931972949455;2.581627989410814;11.808971852014231
i;21.91;22.07;il;21.91;22.07;4.409139780035069;5.083806629288414;6.09201368788793
j;22.07;22.16;n'y;22.07;22.16;4.409139780035069;11.487059359955671;NAN
a;22.16;22.19;avait;22.16;22.31;4.409139780035069;3.794193287838337;9.828107455548036
v;22.19;22.26;avait;22.16;22.31;0.22900409497933777;1.6606541598025744;9.828107455548036
E;22.26;22.31;avait;22.16;22.31;0.0678906809470009;0.22834063475064373;9.828107455548036
p;22.31;22.41;plus;22.31;22.52;4.409139780035069;3.5300816532272266;7.785305041873124
l;22.41;22.44;plus;22.31;22.52;0.3111310643031198;4.481441229949785;7.785305041873124
y;22.44;22.52;plus;22.31;22.52;0.021980307155451583;2.3970748468662606;7.785305041873124
d;22.52;22.57;de;22.52;22.57;4.409139780035069;3.5165938505373138;5.160477121150187
R;22.57;22.67;remède;22.57;23.05;4.409139780035069;5.400144139330587;15.966212985012465
@;22.67;22.74;remède;22.57;23.05;0.09537290166016033;1.4613692023253284;15.966212985012465
m;22.74;22.84;remède;22.57;23.05;0.0426173616487669;3.838453730259738;15.966212985012465
E;22.84;22.98;remède;22.57;23.05;0.0043225340890997825;0.8608770048806673;15.966212985012465
d;22.98;23.05;remède;22.57;23.05;0.0023682849449420877;4.746059795174435;15.966212985012465
m;23.66;23.7;Mais;23.66;23.76;4.409139780035069;4.216572460592083;7.443937059415813
E;23.7;23.76;Mais;23.66;23.76;0.2093762024126659;3.4747628957051706;7.443937059415813
l;23.76;23.81;le;23.76;23.86;4.409139780035069;3.755260160408023;5.733517167758018
@;23.81;23.86;le;23.76;23.86;0.22580543424943314;0.8278069017369155;5.733517167758018
v;23.86;23.9;vieillard;23.86;24.42;4.409139780035069;4.287664674052159;16.85302169382878
i;23.9;24.06;vieillard;23.86;24.42;0.42762299253125835;4.895406208944401;16.85302169382878
E;24.06;24.09;vieillard;23.86;24.42;0.028855762430579784;3.922237633444505;16.85302169382878
j;24.09;24.19;vieillard;23.86;24.42;0.0030803430968189285;0.9376784384687661;16.85302169382878
a;24.19;24.22;vieillard;23.86;24.42;0.001409512647238673;2.9763717112943553;16.85302169382878
R;24.22;24.3;vieillard;23.86;24.42;0.0009785651473846223;2.343376514151398;16.85302169382878
@;24.3;24.42;vieillard;23.86;24.42;0.0008366300686178684;5.253989266230787;16.85302169382878
d;24.48;24.57;dit;24.48;24.75;4.409139780035069;3.5165938505373138;8.704014751364118
i;24.57;24.75;dit;24.48;24.75;0.31645900118546794;4.23229525991868;8.704014751364118
Z;24.75;24.78;J'en;24.75;24.78;4.409139780035069;4.696626826843675;NAN
k;25.04;25.12;connais;25.04;25.54;4.409139780035069;4.296214187739292;11.082789195472225
o;25.12;25.22;connais;25.04;25.54;0.385222146039297;4.404857438832798;11.082789195472225
n;25.22;25.31;connais;25.04;25.54;0.02949298969058726;1.135137040220586;11.082789195472225
E;25.31;25.4;connais;25.04;25.54;0.013887732462791512;0.7430122024856511;11.082789195472225
t;25.4;25.54;connais;25.04;25.54;0.004059345876246576;8.130158673136766;11.082789195472225
e~;25.87;26.14;un;25.87;26.14;4.409139780035069;7.361143335080646;6.151914241151773
k;26.61;26.64;c'est;26.61;26.88;4.409139780035069;4.296214187739292;NAN
s;26.64;26.72;c'est;26.61;26.88;0.385222146039297;13.665345367782043;NAN
t;26.72;26.78;c'est;26.61;26.88;0.0008878840453941134;5.34908214639109;NAN
@;26.78;26.88;c'est;26.61;26.88;0.0008333963937691516;5.247927513443586;NAN
l;26.88;26.98;l;26.88;26.98;4.409139780035069;3.755260160408023;12.973912852289606
o;26.98;27.14;Eau;26.98;27.14;4.409139780035069;6.104572272028174;11.599872154265809
d;27.14;27.22;de;27.14;27.22;4.409139780035069;3.5165938505373138;5.160477121150187
l;27.22;27.28;la;27.22;27.38;4.409139780035069;3.755260160408023;5.814498696260873
a;27.28;27.38;la;27.22;27.38;0.22580543424943314;1.7693520610671596;5.814498696260873
v;27.38;27.48;vie;27.38;27.69;4.409139780035069;4.287664674052159;9.836505837411586
i;27.48;27.69;vie;27.38;27.69;0.42762299253125835;4.895406208944401;9.836505837411586
s;28.31;28.38;celui;28.31;28.74;4.409139780035069;3.6495300689728554;11.816278400448805
@;28.38;28.53;celui;28.31;28.74;0.2796023770778398;3.156702398958207;11.816278400448805
l;28.53;28.57;celui;28.31;28.74;0.03673248454544738;1.9838509892737004;11.816278400448805
H;28.57;28.65;celui;28.31;28.74;0.011222384491248658;1.780641955562725;11.816278400448805
i;28.65;28.74;celui;28.31;28.74;0.004099585034163172;0.19828549793481506;11.816278400448805
k;28.74;28.82;qui;28.74;28.94;4.409139780035069;4.296214187739292;7.353269951835012
i;28.82;28.94;qui;28.74;28.94;0.385222146039297;1.5390330520759636;7.353269951835012
a~;28.94;29.18;en;28.94;29.18;4.409139780035069;5.5578611269601135;6.5845242063489335
b;29.18;29.32;boit;29.18;29.73;4.409139780035069;5.580931033330403;15.103051118030523
w;29.32;29.47;boit;29.18;29.73;0.10866124298251659;5.054691100768115;15.103051118030523
a;29.47;29.73;boit;29.18;29.73;0.004764198947353204;0.16598353602614227;15.103051118030523
R;29.73;29.82;recouvre;29.73;30.45;4.409139780035069;5.400144139330587;18.271850772269996
@;29.82;30.01;recouvre;29.73;30.45;0.09537290166016033;1.4613692023253284;18.271850772269996
k;30.01;30.08;recouvre;29.73;30.45;0.0426173616487669;3.88135255650247;18.271850772269996
u;30.08;30.22;recouvre;29.73;30.45;0.0042943591810582485;3.988527756027199;18.271850772269996
v;30.22;30.28;recouvre;29.73;30.45;0.0011074584714359196;2.7756102807595378;18.271850772269996
R;30.28;30.35;recouvre;29.73;30.45;0.0009591781773723872;3.075564921032754;18.271850772269996
@;30.35;30.45;recouvre;29.73;30.45;0.0009079061797973542;4.952471629917414;18.271850772269996
t;30.45;30.48;tout;30.45;30.6;4.409139780035069;3.9974562187304596;7.819219359415835
u;30.48;30.51;tout;30.45;30.6;0.18010796168345372;3.278416644151088;7.819219359415835
t;30.51;30.6;tout;30.45;30.6;0.024923690593318542;1.4330917706911164;7.819219359415835
d;30.6;30.63;de;30.6;30.72;4.409139780035069;3.5165938505373138;5.160477121150187
@;30.63;30.72;de;30.6;30.72;0.31645900118546794;0.6054282932040682;5.160477121150187
s;30.72;30.81;suite;30.72;30.92;4.409139780035069;3.6495300689728554;11.683833163890972
H;30.81;30.88;suite;30.72;30.92;0.2796023770778398;6.3549028221682;11.683833163890972
i;30.88;30.92;suite;30.72;30.92;0.0052663312268387795;0.14291964674587287;11.683833163890972
l;30.92;31.07;la;30.92;31.14;4.409139780035069;3.755260160408023;5.814498696260873
a;31.07;31.14;la;30.92;31.14;0.22580543424943314;1.7693520610671596;5.814498696260873
s;31.14;31.25;santé;31.14;31.61;4.409139780035069;3.6495300689728554;13.313903599436784
a~;31.25;31.37;santé;31.14;31.61;0.2796023770778398;4.368815994633815;13.313903599436784
t;31.37;31.48;santé;31.14;31.61;0.013162280567179711;1.4639301675552583;13.313903599436784
