phonemes;phoneme_onset;phoneme_offset;words;word_onset;word_offset;cohort_entropy;cohort_surprisal;word_freq;word_entropy_GPT;word_number;entropy_class;word_freq_log
t;75.38;75.43;trouver;75.38;75.7;4.40913978;3.997456219;324.94;4.5444584;282;-1;8.34402954
R;75.43;75.5;trouver;75.38;75.7;0.180107962;1.002245635;324.94;4.5444584;282;-1;8.34402954
u;75.5;75.55;trouver;75.38;75.7;0.090210578;4.027305554;324.94;4.5444584;282;-1;8.34402954
v;75.55;75.64;trouver;75.38;75.7;0.008190292;0.36168373;324.94;4.5444584;282;-1;8.34402954
e;75.64;75.7;trouver;75.38;75.7;0.004844558;1.818271419;324.94;4.5444584;282;-1;8.34402954
e;75.7;75.84;et;75.7;75.84;4.40913978;4.815820454;12909.08;3.8216178;283;-1;13.65609857
a;75.84;75.9;accusèrent;75.84;76.32;4.40913978;3.794193288;0.01;7.200473;284;1;-6.64385619
k;75.9;76.02;accusèrent;75.84;76.32;0.229004095;5.501500535;0.01;7.200473;284;1;-6.64385619
y;76.02;76.07;accusèrent;75.84;76.32;0.008903686;3.035807451;0.01;7.200473;284;1;-6.64385619
z;76.07;76.17;accusèrent;75.84;76.32;0.001919289;0.760165753;0.01;7.200473;284;1;-6.64385619
E;76.17;76.2;accusèrent;75.84;76.32;0.001751653;4.015366314;0.01;7.200473;284;1;-6.64385619
R;76.2;76.32;accusèrent;75.84;76.32;0.0008336;5.233951827;0.01;7.200473;284;1;-6.64385619
l;76.32;76.35;leur;76.32;76.44;4.40913978;3.75526016;283.81;3.3835237;285;-1;8.148781613
9;76.35;76.4;leur;76.32;76.44;0.225805434;4.59546542;283.81;3.3835237;285;-1;8.148781613
R;76.4;76.44;leur;76.32;76.44;0.013994445;0.041991257;283.81;3.3835237;285;-1;8.148781613
f;76.44;76.54;frère;76.44;76.71;4.40913978;5.119777021;311.45;4.727649;286;-1;8.282856762
R;76.54;76.58;frère;76.44;76.71;0.144351072;3.924720886;311.45;4.727649;286;-1;8.282856762
E;76.58;76.67;frère;76.44;76.71;0.013840443;1.297518684;311.45;4.727649;286;-1;8.282856762
R;76.67;76.71;frère;76.44;76.71;0.003416146;0.461213579;311.45;4.727649;286;-1;8.282856762
d;76.71;76.75;d’;76.71;76.75;4.40913978;3.516593851;1.11E-06;7.950233;287;1;9.0073
a;76.75;76.81;avoir;76.75;77;4.40913978;3.794193288;1081.15;8.422179;288;1;10.07835098
v;76.81;76.9;avoir;76.75;77;0.229004095;1.66065416;1081.15;8.422179;288;1;10.07835098
w;76.9;76.94;avoir;76.75;77;0.067890681;11.60354172;1081.15;8.422179;288;1;10.07835098
a;76.94;76.97;avoir;76.75;77;0.000863007;3.971087308;1081.15;8.422179;288;1;10.07835098
R;76.97;77;avoir;76.75;77;0.000863563;4.440572591;1081.15;8.422179;288;1;10.07835098
v;77;77.11;voulu;77;77.27;4.40913978;4.287664674;154.79;6.6681666;289;1;7.274168461
u;77.11;77.18;voulu;77;77.27;0.427622993;0.636401034;154.79;6.6681666;289;1;7.274168461
l;77.18;77.22;voulu;77;77.27;0.017939919;0.301103895;154.79;6.6681666;289;1;7.274168461
y;77.22;77.27;voulu;77;77.27;0.016909981;6.636377572;154.79;6.6681666;289;1;7.274168461
l;77.27;77.34;l’;77.27;77.34;4.40913978;3.75526016;1.11E-06;8.242389;290;1;9.0073
a~;77.34;77.42;empoisonner;77.34;78.07;4.40913978;5.557861127;3.57;5.2246075;291;-1;1.835924074
p;77.42;77.53;empoisonner;77.34;78.07;0.080804818;4.37939783;3.57;5.2246075;291;-1;1.835924074
w;77.53;77.6;empoisonner;77.34;78.07;0.006106465;5.452257295;3.57;5.2246075;291;-1;1.835924074
a;77.6;77.63;empoisonner;77.34;78.07;0.000976884;2.356219116;3.57;5.2246075;291;-1;1.835924074
z;77.63;77.74;empoisonner;77.34;78.07;0.000978743;2.469509425;3.57;5.2246075;291;-1;1.835924074
o;77.74;77.81;empoisonner;77.34;78.07;0.000967922;2.619774526;3.57;5.2246075;291;-1;1.835924074
n;77.81;77.92;empoisonner;77.34;78.07;0.000949555;2.589848029;3.57;5.2246075;291;-1;1.835924074
e;77.92;78.07;empoisonner;77.34;78.07;0.000953612;2.905915472;3.57;5.2246075;291;-1;1.835924074
i;78.82;78.88;ils;78.82;79.02;4.40913978;5.083806629;3075.07;6.2697678;292;1;11.58640354
l;78.88;78.91;ils;78.82;79.02;0.046376744;5.52935303;3075.07;6.2697678;292;1;11.58640354
z;78.91;79.02;ils;78.82;79.02;0.001607093;6.445594291;3075.07;6.2697678;292;1;11.58640354
a;79.02;79.05;ajoutèrent;79.02;79.69;4.40913978;3.794193288;0.27;5.1329856;293;-1;-1.888968688
Z;79.05;79.13;ajoutèrent;79.02;79.69;0.229004095;7.010823899;0.27;5.1329856;293;-1;-1.888968688
u;79.13;79.22;ajoutèrent;79.02;79.69;0.003698899;4.674735959;0.27;5.1329856;293;-1;-1.888968688
t;79.22;79.29;ajoutèrent;79.02;79.69;0.00097051;2.504509445;0.27;5.1329856;293;-1;-1.888968688
E;79.29;79.38;ajoutèrent;79.02;79.69;0.000929381;4.20743514;0.27;5.1329856;293;-1;-1.888968688
R;79.38;79.46;ajoutèrent;79.02;79.69;0.000838832;4.913313499;0.27;5.1329856;293;-1;-1.888968688
@;79.46;79.69;ajoutèrent;79.02;79.69;0.000833396;5.247927513;0.27;5.1329856;293;-1;-1.888968688
k;79.69;79.78;qu’ils;79.69;79.91;4.40913978;4.296214188;1.11E-06;6.0788608;294;1;9.0073
y;79.78;79.81;qu’ils;79.69;79.91;0.385222146;8.334905209;1.11E-06;6.0788608;294;1;9.0073
i;79.81;79.88;qu’ils;79.69;79.91;0.003013154;7.474273788;1.11E-06;6.0788608;294;1;9.0073
j;79.88;79.91;qu’ils;79.69;79.91;0.000833396;5.247927513;1.11E-06;6.0788608;294;1;9.0073
a;79.91;79.97;avaient;79.91;80.1;4.40913978;3.794193288;104.43;8.356994;295;1;6.70639241
v;79.97;80.02;avaient;79.91;80.1;0.229004095;1.66065416;104.43;8.356994;295;1;6.70639241
E;80.02;80.1;avaient;79.91;80.1;0.067890681;0.228340635;104.43;8.356994;295;1;6.70639241
R;80.1;80.17;rapporté;80.1;80.6;4.40913978;5.400144139;8.84;5.8822284;296;1;3.14404637
a;80.17;80.22;rapporté;80.1;80.6;0.095372902;3.265370116;8.84;5.8822284;296;1;3.14404637
p;80.22;80.32;rapporté;80.1;80.6;0.01366339;2.424256577;8.84;5.8822284;296;1;3.14404637
O;80.32;80.38;rapporté;80.1;80.6;0.003471184;1.69849019;8.84;5.8822284;296;1;3.14404637
R;80.38;80.44;rapporté;80.1;80.6;0.001763197;0.674378539;8.84;5.8822284;296;1;3.14404637
t;80.44;80.53;rapporté;80.1;80.6;0.001044379;1.937687314;8.84;5.8822284;296;1;3.14404637
e;80.53;80.6;rapporté;80.1;80.6;0.001010089;4.385919652;8.84;5.8822284;296;1;3.14404637
l;80.6;80.66;la;80.6;80.7;4.40913978;3.75526016;16028.08;8.192258;297;1;13.968314
a;80.66;80.7;la;80.6;80.7;0.225805434;1.769352061;16028.08;8.192258;297;1;13.968314
v;80.7;80.78;véritable;80.7;81.26;4.40913978;4.287664674;26.78;6.977211;298;1;4.743084056
e;80.78;80.86;véritable;80.7;81.26;0.427622993;9.272551095;26.78;6.977211;298;1;4.743084056
R;80.86;80.91;véritable;80.7;81.26;0.002131239;1.72580545;26.78;6.977211;298;1;4.743084056
i;80.91;80.99;véritable;80.7;81.26;0.001386338;1.209225622;26.78;6.977211;298;1;4.743084056
t;80.99;81.08;véritable;80.7;81.26;0.001347727;2.250748865;26.78;6.977211;298;1;4.743084056
a;81.08;81.16;véritable;80.7;81.26;0.001074373;2.645616648;26.78;6.977211;298;1;4.743084056
b;81.16;81.22;véritable;80.7;81.26;0.000963538;2.4640682;26.78;6.977211;298;1;4.743084056
l;81.22;81.26;véritable;80.7;81.26;0.000963538;2.4640682;26.78;6.977211;298;1;4.743084056
o;81.26;81.37;Eau;81.26;81.37;4.40913978;6.104572272;290.61;5.5536184;299;1;8.182940537
d;81.37;81.45;de;81.37;81.45;4.40913978;3.516593851;25220.96;6.5949464;300;1;14.62233557
l;81.45;81.54;la;81.45;81.59;4.40913978;3.75526016;16028.08;7.8200884;301;1;13.968314
a;81.54;81.59;la;81.45;81.59;0.225805434;1.769352061;16028.08;7.8200884;301;1;13.968314
v;81.59;81.63;vie;81.59;81.87;4.40913978;4.287664674;986.59;5.5054407;302;1;9.946306854
i;81.63;81.87;vie;81.59;81.87;0.427622993;4.895406209;986.59;5.5054407;302;1;9.946306854
e;82.25;82.41;et;82.25;82.41;4.40913978;4.815820454;12909.08;6.25841;303;1;13.65609857
i;82.41;82.45;ils;82.41;82.45;4.40913978;5.083806629;3075.07;6.799946;304;1;11.58640354
l;82.45;82.48;la;82.45;82.56;4.40913978;3.75526016;16028.08;8.1885195;305;1;13.968314
a;82.48;82.56;la;82.45;82.56;0.225805434;1.769352061;16028.08;8.1885195;305;1;13.968314
d;82.56;82.64;donnèrent;82.56;82.93;4.40913978;3.516593851;0.75;2.6481948;306;-1;-0.415037499
o;82.64;82.69;donnèrent;82.56;82.93;0.316459001;6.165357101;0.75;2.6481948;306;-1;-0.415037499
n;82.69;82.78;donnèrent;82.56;82.93;0.00950368;1.657993362;0.75;2.6481948;306;-1;-0.415037499
E;82.78;82.86;donnèrent;82.56;82.93;0.004130084;2.300327218;0.75;2.6481948;306;-1;-0.415037499
R;82.86;82.93;donnèrent;82.56;82.93;0.000848279;4.468769483;0.75;2.6481948;306;-1;-0.415037499
o;82.98;83.2;au;82.98;83.2;4.40913978;6.104572272;3737.75;8.036992;307;1;11.86795436
R;83.2;83.23;roi;83.2;83.38;4.40913978;5.400144139;166.9;6.2076406;308;1;7.382840144
w;83.23;83.29;roi;83.2;83.38;0.095372902;7.897322039;166.9;6.2076406;308;1;7.382840144
a;83.29;83.38;roi;83.2;83.38;0.001427553;0.976046416;166.9;6.2076406;308;1;7.382840144
a;84.34;84.47;À;84.34;84.47;4.40913978;3.794193288;12190.4;7.032497;309;1;13.57345785
p;84.47;84.55;peine;84.47;84.71;4.40913978;3.530081653;196.51;7.6196766;310;1;7.61845892
E;84.55;84.61;peine;84.47;84.71;0.311131064;4.618915032;196.51;7.6196766;310;1;7.61845892
n;84.61;84.67;peine;84.47;84.71;0.018482107;6.391197088;196.51;7.6196766;310;1;7.61845892
@;84.67;84.71;peine;84.47;84.71;0.001125442;5.352781884;196.51;7.6196766;310;1;7.61845892
s;84.71;84.81;celui-ci;84.71;85.22;4.40913978;3.649530069;1.11E-06;4.335542;311;-1;9.0073
@;84.81;84.86;celui-ci;84.71;85.22;0.279602377;3.156702399;1.11E-06;4.335542;311;-1;9.0073
l;84.86;84.94;celui-ci;84.71;85.22;0.036732485;1.983850989;1.11E-06;4.335542;311;-1;9.0073
H;84.94;84.97;celui-ci;84.71;85.22;0.011222384;1.780641956;1.11E-06;4.335542;311;-1;9.0073
i;84.97;85;celui-ci;84.71;85.22;0.004099585;0.198285498;1.11E-06;4.335542;311;-1;9.0073
s;85;85.16;celui-ci;84.71;85.22;0.000833396;5.247927513;1.11E-06;4.335542;311;-1;9.0073
i;85.16;85.22;celui-ci;84.71;85.22;0.000833396;5.247927513;1.11E-06;4.335542;311;-1;9.0073
a~;85.22;85.34;en;85.22;85.34;4.40913978;5.557861127;9398.98;3.1915138;312;-1;13.19828849
y;85.34;85.49;eut-il;85.34;85.71;4.40913978;6.506829788;1.11E-06;7.0981736;313;1;9.0073
i;85.49;85.71;eut-il;85.34;85.71;0.008059297;9.055906022;1.11E-06;7.0981736;313;1;9.0073
b;85.71;85.81;bu;85.71;85.93;4.40913978;5.580931033;55.52;4.149976;314;-1;5.794935663
y;85.81;85.93;bu;85.71;85.93;0.108661243;5.824630513;55.52;4.149976;314;-1;5.794935663
k;85.93;86.01;qu’il;85.93;86.14;4.40913978;4.296214188;1.11E-06;7.107147;315;1;9.0073
y;86.01;86.04;qu’il;85.93;86.14;0.385222146;8.334905209;1.11E-06;7.107147;315;1;9.0073
i;86.04;86.11;qu’il;85.93;86.14;0.003013154;7.474273788;1.11E-06;7.107147;315;1;9.0073
j;86.11;86.14;qu’il;85.93;86.14;0.000833396;5.247927513;1.11E-06;7.107147;315;1;9.0073
s;86.14;86.21;sentit;86.14;86.45;4.40913978;3.649530069;1.98;5.17396;316;-1;0.98550043
a~;86.21;86.29;sentit;86.14;86.45;0.279602377;4.368815995;1.98;5.17396;316;-1;0.98550043
t;86.29;86.42;sentit;86.14;86.45;0.013162281;1.463930168;1.98;5.17396;316;-1;0.98550043
i;86.42;86.45;sentit;86.14;86.45;0.005969068;1.400511385;1.98;5.17396;316;-1;0.98550043
s;86.45;86.6;se;86.45;86.6;4.40913978;3.649530069;2813.77;7.178298;317;1;11.45828869
d;86.6;86.74;dissiper;86.6;87.16;4.40913978;3.516593851;1.43;4.959875;318;-1;0.516015147
i;86.74;86.82;dissiper;86.6;87.16;0.316459001;4.23229526;1.43;4.959875;318;-1;0.516015147
s;86.82;86.93;dissiper;86.6;87.16;0.03033221;2.06022433;1.43;4.959875;318;-1;0.516015147
i;86.93;87.01;dissiper;86.6;87.16;0.005769993;4.115297798;1.43;4.959875;318;-1;0.516015147
p;87.01;87.1;dissiper;86.6;87.16;0.00119965;1.943321866;1.43;4.959875;318;-1;0.516015147
e;87.1;87.16;dissiper;86.6;87.16;0.001077238;5.072228328;1.43;4.959875;318;-1;0.516015147
s;87.16;87.3;son;87.16;87.42;4.40913978;3.649530069;1780.12;7.5950108;319;1;10.79775878
o~;87.3;87.42;son;87.16;87.42;0.279602377;2.288698488;1780.12;7.5950108;319;1;10.79775878
m;87.42;87.5;mal;87.42;87.83;4.40913978;4.216572461;786.04;4.4180303;320;-1;9.61845892
a;87.5;87.63;mal;87.42;87.83;0.209376202;3.509233286;786.04;4.4180303;320;-1;9.61845892
l;87.63;87.83;mal;87.42;87.83;0.025324652;2.756273581;786.04;4.4180303;320;-1;9.61845892
e;88;88.08;et;88;88.08;4.40913978;4.815820454;12909.08;6.5544863;321;1;13.65609857
R;88.08;88.16;redevint;88.08;88.53;4.40913978;5.400144139;0.23;7.762273;322;1;-2.120294234
@;88.16;88.22;redevint;88.08;88.53;0.095372902;1.461369202;0.23;7.762273;322;1;-2.120294234
d;88.22;88.27;redevint;88.08;88.53;0.042617362;5.857993917;0.23;7.762273;322;1;-2.120294234
@;88.27;88.34;redevint;88.08;88.53;0.00184613;2.431011752;0.23;7.762273;322;1;-2.120294234
v;88.34;88.4;redevint;88.08;88.53;0.001124612;1.86507042;0.23;7.762273;322;1;-2.120294234
9~;88.4;88.53;redevint;88.08;88.53;0.001089022;5.699884729;0.23;7.762273;322;1;-2.120294234
s;88.53;88.74;sain;88.53;88.88;4.40913978;3.649530069;13.89;2.0266721;323;-1;3.795974694
e~;88.74;88.88;sain;88.53;88.88;0.279602377;5.323553714;13.89;2.0266721;323;-1;3.795974694
e;88.88;88.97;et;88.88;88.97;4.40913978;4.815820454;12909.08;0.26524532;324;-1;13.65609857
f;88.97;89.14;fort;88.97;89.41;4.40913978;5.119777021;211.22;1.9530975;325;-1;7.722602637
O;89.14;89.32;fort;88.97;89.41;0.144351072;5.091873431;211.22;1.9530975;325;-1;7.722602637
R;89.32;89.41;fort;88.97;89.41;0.006022631;0.154564215;211.22;1.9530975;325;-1;7.722602637
k;89.41;89.45;comme;89.41;89.6;4.40913978;4.296214188;2903.72;3.9804502;326;-1;11.50368663
O;89.45;89.54;comme;89.41;89.6;0.385222146;2.674076074;2903.72;3.9804502;326;-1;11.50368663
m;89.54;89.6;comme;89.41;89.6;0.061112687;0.044440312;2903.72;3.9804502;326;-1;11.50368663
d;89.6;89.64;dans;89.6;89.74;4.40913978;3.516593851;4658.59;3.7226048;327;-1;12.18567765
a~;89.64;89.74;dans;89.6;89.74;0.316459001;7.062559624;4658.59;3.7226048;327;-1;12.18567765
s;89.74;89.83;sa;89.74;89.89;4.40913978;3.649530069;1276.38;3.314152;328;-1;10.31784219
a;89.83;89.89;sa;89.74;89.89;0.279602377;4.402675231;1276.38;3.314152;328;-1;10.31784219
Z;89.89;89.98;jeunesse;89.89;90.51;4.40913978;4.696626827;27.21;1.5178517;329;-1;4.766065051
9;89.98;90.04;jeunesse;89.89;90.51;0.19875452;12.15444785;27.21;1.5178517;329;-1;4.766065051
n;90.04;90.16;jeunesse;89.89;90.51;0.000938023;2.705400279;27.21;1.5178517;329;-1;4.766065051
E;90.16;90.24;jeunesse;89.89;90.51;0.000890322;3.357552005;27.21;1.5178517;329;-1;4.766065051
s;90.24;90.51;jeunesse;89.89;90.51;0.000890322;3.357552005;27.21;1.5178517;329;-1;4.766065051
a;91;91.09;Alors;91;91.43;4.40913978;3.794193288;1777.65;5.6303787;330;1;10.79575559
l;91.09;91.2;Alors;91;91.43;0.229004095;2.822961062;1777.65;5.6303787;330;1;10.79575559
O;91.2;91.39;Alors;91;91.43;0.040794884;0.984992356;1777.65;5.6303787;330;1;10.79575559
R;91.39;91.43;Alors;91;91.43;0.018547096;0.030354892;1777.65;5.6303787;330;1;10.79575559
l;91.43;91.51;les;91.43;91.56;4.40913978;3.75526016;9961.13;10.571587;331;1;13.2820937
e;91.51;91.56;les;91.43;91.56;0.225805434;7.962187143;9961.13;10.571587;331;1;13.2820937
d;91.56;91.69;deux;91.56;91.76;4.40913978;3.516593851;1009.01;8.82207;332;1;9.978724757
2;91.69;91.76;deux;91.56;91.76;0.316459001;5.369483636;1009.01;8.82207;332;1;9.978724757
f;91.76;91.9;fils;91.76;92.01;4.40913978;5.119777021;493.24;5.822752;333;1;8.946145992
i;91.9;92.01;fils;91.76;92.01;0.144351072;1.898386024;493.24;5.822752;333;1;8.946145992
a;92.14;92.17;aînés;92.14;92.44;4.40913978;3.794193288;1.78;6.0750833;334;1;0.831877241
j;92.17;92.24;aînés;92.14;92.44;0.229004095;6.627864765;1.78;6.0750833;334;1;0.831877241
n;92.24;92.35;aînés;92.14;92.44;0.002837139;4.433823604;1.78;6.0750833;334;1;0.831877241
e;92.35;92.44;aînés;92.14;92.44;0.000963769;2.476451924;1.78;6.0750833;334;1;0.831877241
s;92.44;92.6;se;92.44;92.6;4.40913978;3.649530069;2813.77;7.3335443;335;1;11.45828869
R;92.6;92.68;rendirent;92.6;93;4.40913978;5.400144139;0.57;4.359392;336;-1;-0.810966176
a~;92.68;92.82;rendirent;92.6;93;0.095372902;2.803010467;0.57;4.359392;336;-1;-0.810966176
d;92.82;92.86;rendirent;92.6;93;0.012996376;1.632193222;0.57;4.359392;336;-1;-0.810966176
i;92.86;92.94;rendirent;92.6;93;0.005123424;5.563614668;0.57;4.359392;336;-1;-0.810966176
R;92.94;93;rendirent;92.6;93;0.00086678;4.659939098;0.57;4.359392;336;-1;-0.810966176
p;93;93.06;près;93;93.2;4.40913978;3.530081653;213.66;1.5986365;337;-1;7.739173031
R;93.06;93.16;près;93;93.2;0.311131064;2.666672359;213.66;1.5986365;337;-1;7.739173031
E;93.16;93.2;près;93;93.2;0.065043444;3.272954299;213.66;1.5986365;337;-1;7.739173031
d;93.2;93.28;de;93.2;93.28;4.40913978;3.516593851;25220.96;6.295151;338;1;14.62233557
l;93.28;93.32;leur;93.28;93.43;4.40913978;3.75526016;283.81;2.5776289;339;-1;8.148781613
9;93.32;93.36;leur;93.28;93.43;0.225805434;4.59546542;283.81;2.5776289;339;-1;8.148781613
R;93.36;93.43;leur;93.28;93.43;0.013994445;0.041991257;283.81;2.5776289;339;-1;8.148781613
f;93.43;93.58;frère;93.43;93.82;4.40913978;5.119777021;311.45;4.291767;340;-1;8.282856762
R;93.58;93.63;frère;93.43;93.82;0.144351072;3.924720886;311.45;4.291767;340;-1;8.282856762
E;93.63;93.74;frère;93.43;93.82;0.013840443;1.297518684;311.45;4.291767;340;-1;8.282856762
R;93.74;93.82;frère;93.43;93.82;0.003416146;0.461213579;311.45;4.291767;340;-1;8.282856762
e;93.82;93.87;et;93.82;93.87;4.40913978;4.815820454;12909.08;5.3320265;341;1;13.65609857
l;93.87;93.95;lui;93.87;94.09;4.40913978;3.75526016;2314.15;4.2851963;342;-1;11.17626667
H;93.95;93.98;lui;93.87;94.09;0.225805434;11.69421166;2314.15;4.2851963;342;-1;11.17626667
i;93.98;94.09;lui;93.87;94.09;0.000979573;2.335751934;2314.15;4.2851963;342;-1;11.17626667
d;94.09;94.15;dirent;94.09;94.3;4.40913978;3.516593851;1.65;1.7458255;343;-1;0.722466024
i;94.15;94.2;dirent;94.09;94.3;0.316459001;4.23229526;1.65;1.7458255;343;-1;0.722466024
R;94.2;94.3;dirent;94.09;94.3;0.03033221;1.643286828;1.65;1.7458255;343;-1;0.722466024
a~;94.3;94.37;en;94.3;94.37;4.40913978;5.557861127;9398.98;6.134001;344;1;13.19828849
s;94.37;94.5;se;94.37;94.5;4.40913978;3.649530069;2813.77;6.3913813;345;1;11.45828869
m;94.5;94.58;moquant;94.5;94.94;4.40913978;4.216572461;0.78;3.535856;346;-1;-0.358453971
o;94.58;94.69;moquant;94.5;94.94;0.209376202;4.466862334;0.78;3.535856;346;-1;-0.358453971
k;94.69;94.75;moquant;94.5;94.94;0.008808198;4.722569782;0.78;3.535856;346;-1;-0.358453971
a~;94.75;94.94;moquant;94.5;94.94;0.001224858;5.052964853;0.78;3.535856;346;-1;-0.358453971
d;95.28;95.33;de;95.28;95.33;4.40913978;3.516593851;25220.96;3.1355839;347;-1;14.62233557
l;95.33;95.37;lui;95.33;95.54;4.40913978;3.75526016;2314.15;0.694747;348;-1;11.17626667
H;95.37;95.5;lui;95.33;95.54;0.225805434;11.69421166;2314.15;0.694747;348;-1;11.17626667
i;95.5;95.54;lui;95.33;95.54;0.000979573;2.335751934;2314.15;0.694747;348;-1;11.17626667
t;95.54;95.57;Tu;95.54;95.57;4.40913978;3.997456219;14669.79;6.070301;349;1;13.8405606
a;95.57;95.6;as;95.57;95.6;4.40913978;3.794193288;3437.24;7.459779;350;1;11.74703487
d;95.6;95.64;découvert;95.6;96.22;4.40913978;3.516593851;50.67;5.6107545;351;1;5.663059924
e;95.64;95.75;découvert;95.6;96.22;0.316459001;3.922555441;50.67;5.6107545;351;1;5.663059924
k;95.75;95.86;découvert;95.6;96.22;0.038216747;3.838812095;50.67;5.6107545;351;1;5.663059924
u;95.86;95.92;découvert;95.6;96.22;0.00412297;2.383036143;50.67;5.6107545;351;1;5.663059924
v;95.92;96;découvert;95.6;96.22;0.001594119;1.333965889;50.67;5.6107545;351;1;5.663059924
E;96;96.15;découvert;95.6;96.22;0.001378704;2.425388348;50.67;5.6107545;351;1;5.663059924
R;96.15;96.22;découvert;95.6;96.22;0.001043568;1.941775609;50.67;5.6107545;351;1;5.663059924
l;96.22;96.26;l;96.22;96.26;4.40913978;3.75526016;112.12;0.11498721;352;-1;6.808899839
o;96.26;96.32;Eau;96.26;96.32;4.40913978;6.104572272;290.61;6.444636;353;1;8.182940537
d;96.32;96.47;de;96.32;96.47;4.40913978;3.516593851;25220.96;7.093854;354;1;14.62233557
l;96.47;96.52;la;96.47;96.6;4.40913978;3.75526016;16028.08;6.647056;355;1;13.968314
a;96.52;96.6;la;96.47;96.6;0.225805434;1.769352061;16028.08;6.647056;355;1;13.968314
v;96.6;96.67;vie;96.6;96.87;4.40913978;4.287664674;986.59;5.034624;356;-1;9.946306854
i;96.67;96.87;vie;96.6;96.87;0.427622993;4.895406209;986.59;5.034624;356;-1;9.946306854
m;97.34;97.38;mais;97.34;97.43;4.40913978;4.216572461;5180.5;5.4427886;357;1;12.33887563
E;97.38;97.43;mais;97.34;97.43;0.209376202;3.474762896;5180.5;5.4427886;357;1;12.33887563
t;97.43;97.54;tu;97.43;97.69;4.40913978;3.997456219;14669.79;3.5591478;358;-1;13.8405606
y;97.54;97.69;tu;97.43;97.69;0.180107962;6.095813168;14669.79;3.5591478;358;-1;13.8405606
a;97.69;97.73;n’as;97.69;97.73;4.40913978;3.794193288;1.11E-06;3.0300248;359;-1;9.0073
y;97.73;97.92;eu;97.73;97.92;4.40913978;6.506829788;686.78;5.3396235;360;1;9.423704216
p;97.92;97.97;pour;97.92;98.1;4.40913978;3.530081653;7106.24;8.356489;361;1;12.7948707
u;97.97;98.05;pour;97.92;98.1;0.311131064;1.659107205;7106.24;8.356489;361;1;12.7948707
R;98.05;98.1;pour;97.92;98.1;0.08905575;0.146099827;7106.24;8.356489;361;1;12.7948707
t;98.1;98.17;toi;98.1;98.24;4.40913978;3.997456219;2519.5;2.7758117;362;-1;11.29892174
w;98.17;98.21;toi;98.1;98.24;0.180107962;7.209676313;2519.5;2.7758117;362;-1;11.29892174
a;98.21;98.24;toi;98.1;98.24;0.002779591;0.337591713;2519.5;2.7758117;362;-1;11.29892174
k;98.31;98.4;que;98.31;98.45;4.40913978;4.296214188;4100.9;4.72124;363;-1;12.00172485
@;98.4;98.45;que;98.31;98.45;0.385222146;3.570709624;4100.9;4.72124;363;-1;12.00172485
l;98.45;98.49;la;98.45;98.62;4.40913978;3.75526016;16028.08;8.618498;364;1;13.968314
a;98.49;98.62;la;98.45;98.62;0.225805434;1.769352061;16028.08;8.618498;364;1;13.968314
p;98.62;98.67;peine;98.62;99.01;4.40913978;3.530081653;196.51;4.270703;365;-1;7.61845892
E;98.67;98.8;peine;98.62;99.01;0.311131064;4.618915032;196.51;4.270703;365;-1;7.61845892
n;98.8;99.01;peine;98.62;99.01;0.018482107;6.391197088;196.51;4.270703;365;-1;7.61845892
e;99.58;99.67;et;99.58;99.67;4.40913978;4.815820454;12909.08;3.0102518;366;-1;13.65609857
n;99.67;99.75;nous;99.67;99.88;4.40913978;4.963258404;4772.12;6.8088803;367;1;12.22041461
u;99.75;99.81;nous;99.67;99.88;0.294726155;1.502293054;4772.12;6.8088803;367;1;12.22041461
z;99.81;99.88;nous;99.67;99.88;0.007743162;9.187797433;4772.12;6.8088803;367;1;12.22041461
O;99.88;99.98;aurons;99.88;100.09;4.40913978;7.778162152;27.25;7.128887;368;1;4.768184325
R;99.98;100.04;aurons;99.88;100.09;0.023061778;2.259448294;27.25;7.128887;368;1;4.768184325
o~;100.04;100.09;aurons;99.88;100.09;0.006279992;8.713214653;27.25;7.128887;368;1;4.768184325
l;100.09;100.12;la;100.09;100.19;4.40913978;3.75526016;16028.08;6.0976048;369;1;13.968314
a;100.12;100.19;la;100.09;100.19;0.225805434;1.769352061;16028.08;6.0976048;369;1;13.968314
R;100.19;100.26;récompense;100.19;101.03;4.40913978;5.400144139;19.6;4.6231155;370;-1;4.292781749
e;100.26;100.34;récompense;100.19;101.03;0.095372902;2.972841649;19.6;4.6231155;370;-1;4.292781749
k;100.34;100.42;récompense;100.19;101.03;0.017410952;4.139780259;19.6;4.6231155;370;-1;4.292781749
o~;100.42;100.5;récompense;100.19;101.03;0.001985438;2.035927696;19.6;4.6231155;370;-1;4.292781749
p;100.5;100.6;récompense;100.19;101.03;0.001267354;2.520390499;19.6;4.6231155;370;-1;4.292781749
a~;100.6;100.82;récompense;100.19;101.03;0.001008709;2.136720482;19.6;4.6231155;370;-1;4.292781749
s;100.82;101.03;récompense;100.19;101.03;0.001008709;2.136720482;19.6;4.6231155;370;-1;4.292781749
t;101.36;101.42;tu;101.36;101.5;4.40913978;3.997456219;14669.79;6.158169;371;1;13.8405606
y;101.42;101.5;tu;101.36;101.5;0.180107962;6.095813168;14669.79;6.158169;371;1;13.8405606
O;101.5;101.59;aurais;101.5;101.68;4.40913978;7.778162152;428.92;7.753746;372;1;8.744564778
R;101.59;101.63;aurais;101.5;101.68;0.023061778;2.259448294;428.92;7.753746;372;1;8.744564778
