,onset,offset,words
294,70.21,70.4,cette
295,70.4,70.52,eau
296,70.52,70.55,de
297,70.55,70.76,mer
298,70.76,70.92,qu’il
299,70.92,71.17,devint
300,71.17,71.43,encore
301,71.43,71.59,plus
302,71.59,71.93,malade
303,71.93,72.59,qu’auparavant
304,72.59,73.24,
305,73.24,73.33,Et
306,73.33,73.51,comme
307,73.51,73.64,il
308,73.64,73.75,
309,73.75,73.86,s’en
310,73.86,74.56,désespérait
311,74.56,74.75,les
312,74.75,74.81,fils
313,74.81,75.02,aînés
314,75.02,75.28,allèrent
315,75.28,75.38,le
316,75.38,75.7,trouver
317,75.7,75.84,et
318,75.84,76.32,accusèrent
319,76.32,76.44,leur
320,76.44,76.71,frère
321,76.71,76.75,d’
322,76.75,77.0,avoir
323,77.0,77.27,voulu
324,77.27,77.34,l’
325,77.34,78.07,empoisonner
326,78.07,78.82,
327,78.82,79.02,ils
328,79.02,79.69,ajoutèrent
329,79.69,79.91,qu’ils
330,79.91,80.1,avaient
331,80.1,80.6,rapporté
332,80.6,80.7,la
333,80.7,81.26,véritable
334,81.26,81.37,Eau
335,81.37,81.45,de
336,81.45,81.59,la
337,81.59,81.87,vie
338,81.87,82.25,
339,82.25,82.41,et
340,82.41,82.45,ils
341,82.45,82.56,la
342,82.56,82.93,donnèrent
343,82.93,82.98,
344,82.98,83.2,au
345,83.2,83.38,roi
346,83.38,84.34,
347,84.34,84.47,À
348,84.47,84.71,peine
349,84.71,85.22,celui-ci
350,85.22,85.34,en
351,85.34,85.71,eut-il
352,85.71,85.93,bu
353,85.93,86.14,qu’il
354,86.14,86.45,sentit
355,86.45,86.6,se
356,86.6,87.16,dissiper
357,87.16,87.42,son
358,87.42,87.83,mal
359,87.83,88.0,
360,88.0,88.08,et
361,88.08,88.53,redevint
362,88.53,88.88,sain
363,88.88,88.97,et
364,88.97,89.41,fort
365,89.41,89.6,comme
366,89.6,89.74,dans
367,89.74,89.89,sa
368,89.89,90.51,jeunesse
369,90.51,91.0,
370,91.0,91.43,Alors
371,91.43,91.56,les
372,91.56,91.76,deux
373,91.76,92.01,fils
374,92.01,92.14,
375,92.14,92.44,aînés
376,92.44,92.6,se
377,92.6,93.0,rendirent
378,93.0,93.2,près
379,93.2,93.28,de
380,93.28,93.43,leur
381,93.43,93.82,frère
382,93.82,93.87,et
383,93.87,94.09,lui
384,94.09,94.3,dirent
385,94.3,94.37,en
386,94.37,94.5,se
387,94.5,94.94,moquant
388,94.94,95.28,
389,95.28,95.33,de
390,95.33,95.54,lui
391,95.54,95.57,Tu
392,95.57,95.6,as
393,95.6,96.22,découvert
394,96.22,96.26,l
395,96.26,96.32,Eau
396,96.32,96.47,de
397,96.47,96.6,la
398,96.6,96.87,vie
399,96.87,97.34,
400,97.34,97.43,mais
401,97.43,97.69,tu
402,97.69,97.73,n’as
403,97.73,97.92,eu
404,97.92,98.1,pour
405,98.1,98.24,toi
406,98.24,98.31,
407,98.31,98.45,que
408,98.45,98.62,la
409,98.62,99.01,peine
410,99.01,99.58,
411,99.58,99.67,et
412,99.67,99.88,nous
413,99.88,100.09,aurons
414,100.09,100.19,la
415,100.19,101.03,récompense
416,101.03,101.36,
417,101.36,101.5,tu
418,101.5,101.68,aurais
419,101.68,101.83,dû
420,101.83,102.07,être
421,102.07,102.29,plus
422,102.29,102.69,sage
423,102.69,102.77,et
424,102.77,102.85,ne
425,102.85,103.03,pas
426,103.03,103.38,fermer
427,103.38,103.45,l’
428,103.45,103.86,œil
429,103.86,104.03,nous
430,104.03,104.3,t’avons
431,104.3,104.53,pris
432,104.53,104.57,l’
433,104.57,104.69,eau
434,104.69,104.79,de
435,104.79,104.91,ton
436,104.91,105.36,gobelet
437,105.36,105.65,pendant
438,105.65,105.7,le
439,105.7,106.07,trajet
440,106.07,106.21,sur
441,106.21,106.3,mer
442,106.3,106.33,que
443,106.33,106.39,nous
444,106.39,106.55,avons
445,106.55,106.66,fait
446,106.66,107.07,
447,107.07,107.1,et
448,107.1,107.14,où
449,107.14,107.17,tu
450,107.17,107.2,t’es
451,107.2,107.61,endormi
452,107.61,107.85,Dans
453,107.85,107.92,un
454,107.92,107.98,an
455,107.98,108.15,
456,108.15,108.21,l’
457,108.21,108.35,un
458,108.35,108.45,de
459,108.45,108.57,nous
460,108.57,108.64,deux
461,108.64,108.86,ira
462,108.86,109.24,chercher
463,109.24,109.35,la
464,109.35,109.53,belle
465,109.53,110.21,princesse
466,110.21,110.74,
467,110.74,110.8,mais
468,110.8,111.33,garde-toi
469,111.33,111.53,bien
470,111.53,111.59,de
471,111.59,111.69,nous
472,111.69,112.24,trahir
473,112.24,112.69,
474,112.69,112.74,le
475,112.74,113.02,roi
476,113.02,113.16,ne
477,113.16,113.48,croirait
478,113.48,113.79,pas
479,113.79,113.85,un
480,113.85,114.07,mot
481,114.07,114.18,de
482,114.18,114.33,tes
483,114.33,114.91,discours
484,114.91,115.36,
485,115.36,115.4,et
486,115.4,115.59,si
487,115.59,115.69,tu
488,115.69,116.02,ouvres
489,116.02,116.46,seulement
490,116.46,116.59,la
491,116.59,117.13,bouche
492,117.13,117.19,tu
493,117.19,117.6,perdras
494,117.6,117.76,la
495,117.76,117.98,vie
496,117.98,118.44,
497,118.44,118.52,mais
498,118.52,118.71,si
499,118.71,118.84,tu
500,118.84,118.96,te
501,118.96,119.39,tais
502,119.39,120.01,
503,120.01,120.1,nous
504,120.1,120.17,t’en
505,120.17,120.24,
506,120.24,120.5,ferons
507,120.5,120.86,cadeau
508,120.86,121.61,
509,121.61,121.69,Le
510,121.69,121.87,vieux
511,121.87,122.15,roi
512,122.15,122.4,était
513,122.4,122.55,en
514,122.55,122.8,effet
515,122.8,123.11,très
516,123.11,123.48,irrité
517,123.48,123.8,contre
518,123.8,123.99,son
519,123.99,124.22,jeune
520,124.22,124.45,fils
521,124.45,124.5,
522,124.5,124.55,à
523,124.55,124.7,qui
524,124.7,124.93,il
525,124.93,125.36,attribuait
526,125.36,125.46,la
527,125.46,125.79,pensée
528,125.79,125.84,d’
529,125.84,126.07,avoir
530,126.07,126.42,voulu
531,126.42,126.45,le
532,126.45,126.78,tuer
533,126.78,127.43,
534,127.43,127.51,Il
535,127.51,127.71,fit
536,127.71,128.14,assembler
537,128.14,128.37,toute
538,128.37,128.45,la
539,128.45,128.97,cour
540,128.97,129.09,et
541,129.09,129.46,rendre
542,129.46,129.51,un
543,129.51,129.92,jugement
544,129.92,130.11,par
545,130.11,130.42,lequel
546,130.42,130.6,le
547,130.6,130.95,pauvre
548,130.95,131.31,prince
549,131.31,131.48,était
550,131.48,131.88,condamné
551,131.88,131.95,à
552,131.95,132.32,subir
553,132.32,132.45,la
554,132.45,132.67,mort
555,132.67,133.41,secrètement
556,133.41,134.33,
557,134.33,134.43,Un
558,134.43,134.67,jour
559,134.67,134.86,que
560,134.86,134.89,le
561,134.89,135.19,prince
562,135.19,135.46,était
563,135.46,135.54,à
564,135.54,135.63,la
565,135.63,135.86,chasse
566,135.86,136.19,sans
567,136.19,136.54,crainte
568,136.54,136.62,ni
569,136.62,136.98,souci
570,136.98,137.04,d’
571,137.04,137.33,aucune
572,137.33,137.65,sorte
573,137.65,137.74,en
574,137.74,138.26,compagnie
575,138.26,138.36,du
576,138.36,138.85,chasseur
577,138.85,138.97,du
578,138.97,139.33,roi
579,139.33,139.65,comme
580,139.65,139.77,ils
581,139.77,139.93,se
582,139.93,140.23,trouvaient
583,140.23,140.6,seuls
584,140.6,140.67,dans
585,140.67,140.77,la
586,140.77,141.22,forêt
587,141.22,141.33,et
588,141.33,141.45,que
589,141.45,141.51,le
590,141.51,142.01,chasseur
591,142.01,142.16,avait
592,142.16,142.19,l’
593,142.19,142.33,air
594,142.33,142.72,triste
595,142.72,142.75,le
596,142.75,143.01,prince
597,143.01,143.24,lui
598,143.24,143.4,dit
599,143.4,143.47,tout
600,143.47,144.25,
601,144.25,144.43,surpris
602,144.43,144.71,Mon
603,144.71,144.99,ami
604,144.99,145.32,qu’as-tu
605,145.32,145.7,donc
606,145.7,146.73,
607,146.73,146.87,Je
608,146.87,146.97,ne
609,146.97,147.2,puis
610,147.2,147.24,le
611,147.24,147.59,dire
612,147.59,148.44,
613,148.44,148.97,répliqua
614,148.97,149.02,le
615,149.02,149.41,chasseur
616,149.41,149.47,et
617,149.47,150.07,pourtant
618,150.07,150.2,je
619,150.2,150.34,le
620,150.34,150.65,dois
621,150.65,151.62,
622,151.62,151.94,Parle
623,151.94,152.42,toujours
624,152.42,152.76,reprit
625,152.76,152.79,le
626,152.79,152.93,jeune
627,152.93,153.31,prince
628,153.31,153.55,
629,153.55,153.76,je
630,153.76,153.87,te
631,153.87,154.63,pardonnerai
632,154.63,155.2,
633,155.2,155.96,Hélas
634,155.96,156.39,
635,156.39,156.82,repartit
636,156.82,156.87,le
637,156.87,157.33,chasseur
638,157.33,157.54,
639,157.54,157.67,il
640,157.67,157.92,faut
641,157.92,157.95,que
642,157.95,158.06,je
643,158.06,158.25,vous
644,158.25,158.58,tue
645,158.58,159.09,
646,159.09,159.28,c’est
647,159.28,159.38,
648,159.38,159.41,l’
649,159.41,159.63,ordre
650,159.63,160.03,exprès
651,160.03,160.16,du
652,160.16,160.59,roi
653,160.59,161.68,
654,161.68,161.72,Le
655,161.72,162.01,jeune
656,162.01,162.14,homme
657,162.14,162.52,saisi
658,162.52,162.58,d’
659,162.58,162.89,effroi
660,162.89,162.97,
661,162.97,163.34,s’écria
662,163.34,163.63,
663,163.63,163.95,Mon
664,163.95,164.18,bon
665,164.18,164.75,chasseur
666,164.75,165.1,laisse-moi
667,165.1,165.23,la
668,165.23,165.64,vie
669,165.64,166.28,
670,166.28,166.43,Prends
671,166.43,166.55,je
672,166.55,166.68,t’en
673,166.68,166.88,prie
674,166.88,167.1,mon
675,167.1,167.3,habit
676,167.3,168.04,royal
677,168.04,168.13,
678,168.13,168.22,et
679,168.22,168.52,donne-moi
680,168.52,168.56,le
681,168.56,168.84,tien
682,168.84,169.9,
683,169.9,170.04,Je
684,170.04,170.1,le
685,170.1,170.28,veux
686,170.28,170.49,bien
687,170.49,170.64,mon
688,170.64,171.2,prince
689,171.2,171.42,
690,171.42,171.9,répondit
691,171.9,171.93,le
692,171.93,172.35,chasseur
693,172.35,172.53,car
694,172.53,172.85,jamais
695,172.85,172.98,je
696,172.98,173.13,n’aurais
697,173.13,173.3,pu
698,173.3,173.58,tirer
699,173.58,173.87,sur
700,173.87,174.16,vous
701,174.16,175.22,
702,175.22,175.45,Il
703,175.45,175.64,prit
704,175.64,175.92,donc
705,175.92,175.96,l’
706,175.96,176.18,habit
707,176.18,176.34,du
708,176.34,176.9,prince
709,176.9,177.04,
710,177.04,177.13,et
711,177.13,177.29,le
712,177.29,177.63,prince
713,177.63,178.09,endossa
714,178.09,178.15,le
715,178.15,178.5,vêtement
716,178.5,178.63,du
717,178.63,179.26,chasseur
718,179.26,179.6,
719,179.6,179.73,puis
720,179.73,179.92,ce
721,179.92,180.26,dernier
722,180.26,180.65,rentra
723,180.65,180.77,au
724,180.77,181.34,logis
725,181.34,181.4,et
726,181.4,181.47,le
727,181.47,181.72,fils
728,181.72,181.81,du
729,181.81,182.01,roi
730,182.01,182.09,
731,182.09,182.19,s’en
732,182.19,182.39,alla
733,182.39,182.57,par
734,182.57,182.67,la
735,182.67,183.1,forêt
736,183.1,184.06,
737,184.06,184.37,Quelque
738,184.37,184.63,temps
739,184.63,185.2,après
740,185.2,185.33,
741,185.33,185.45,on
742,185.45,185.84,envoya
743,185.84,185.97,au
744,185.97,186.21,vieux
745,186.21,186.37,roi
746,186.37,186.65,trois
747,186.65,187.05,voitures
748,187.05,187.5,chargées
749,187.5,187.54,de
750,187.54,187.87,cadeaux
751,187.87,188.09,en
752,188.09,188.28,or
753,188.28,188.33,et
754,188.33,188.45,en
755,188.45,189.16,pierreries
756,189.16,189.31,
757,189.31,189.83,destinés
758,189.83,189.95,au
759,189.95,190.15,plus
760,190.15,190.44,jeune
761,190.44,190.77,prince
762,190.77,190.97,par
763,190.97,191.04,les
764,191.04,191.27,trois
765,191.27,191.36,rois
766,191.36,191.5,qui
767,191.5,191.67,avaient
768,191.67,192.0,battu
769,192.0,192.24,leurs
770,192.24,192.5,ennemis
771,192.5,192.71,avec
772,192.71,192.94,son
773,192.94,193.27,épée
774,193.27,193.34,et
775,193.34,193.67,nourri
776,193.67,193.93,leurs
777,193.93,194.19,peuples
778,194.19,194.4,avec
779,194.4,194.6,son
780,194.6,194.95,pain
781,194.95,195.05,
782,195.05,195.11,et
783,195.11,195.27,qui
784,195.27,195.46,voulaient
785,195.46,195.58,se
786,195.58,195.94,montrer
787,195.94,196.69,reconnaissants
788,196.69,197.2,
789,197.2,197.64,Ceci
790,197.64,197.86,alla
791,197.86,197.96,au
792,197.96,198.21,cœur
793,198.21,198.31,du
794,198.31,198.64,roi
795,198.64,198.72,et
796,198.72,198.84,il
797,198.84,199.26,pensa
798,199.26,199.47,qu’il
799,199.47,199.73,serait
800,199.73,200.08,possible
801,200.08,200.17,que
802,200.17,200.33,son
803,200.33,200.51,fils
804,200.51,200.89,cadet
805,200.89,201.18,fût
806,201.18,201.79,innocent
807,201.79,203.32,
808,203.32,203.48,Ah
809,203.48,203.95,
810,203.95,204.73,dit-il
811,204.73,205.38,
812,205.38,205.6,en
813,205.6,206.39,
814,206.39,206.87,présence
815,206.87,207.03,de
816,207.03,207.3,sa
817,207.3,207.64,cour
818,207.64,208.13,
819,208.13,208.21,s’il
820,208.21,208.75,vivait
821,208.75,209.48,encore
822,209.48,209.98,
823,209.98,210.13,Que
824,210.13,210.25,
825,210.25,210.42,j’ai
826,210.42,210.53,
827,210.53,210.63,de
828,210.63,210.75,
829,210.75,211.42,remords
830,211.42,211.54,de
831,211.54,211.59,l’
832,211.59,211.88,avoir
833,211.88,212.12,fait
834,212.12,212.64,tuer
835,212.64,213.81,
836,213.81,214.46,Alors
837,214.46,214.53,
838,214.53,214.96,répondit
839,214.96,215.0,le
840,215.0,215.48,chasseur
841,215.48,215.65,j’ai
842,215.65,215.81,bien
843,215.81,216.01,fait
844,216.01,216.2,de
845,216.2,216.23,ne
846,216.23,216.33,
847,216.33,216.39,l’
848,216.39,216.7,avoir
849,216.7,216.77,pas
850,216.77,217.03,tué
851,217.03,217.41,
852,217.41,217.54,je
853,217.54,217.6,n’ai
854,217.6,217.72,pu
855,217.72,217.82,me
856,217.82,218.22,résoudre
857,218.22,218.28,à
858,218.28,218.79,exécuter
859,218.79,219.06,vos
860,219.06,219.34,ordres
861,219.34,220.06,
862,220.06,220.09,Et
863,220.09,220.46,
864,220.46,220.67,il
865,220.67,221.09,conta
866,221.09,221.37,comment
867,221.37,221.62,tout
868,221.62,221.81,s’était
869,221.81,222.3,passé
870,222.3,222.89,
871,222.89,222.96,Le
872,222.96,223.2,roi
873,223.2,223.27,à
874,223.27,223.53,cette
875,223.53,223.79,nouvelle
876,223.79,223.98,fut
877,223.98,224.34,ravi
878,224.34,224.39,et
879,224.39,224.6,fit
880,224.6,225.04,annoncer
881,225.04,225.18,par
882,225.18,225.29,tout
883,225.29,225.32,le
884,225.32,225.77,royaume
885,225.77,225.88,que
886,225.88,226.03,son
887,226.03,226.28,fils
888,226.28,226.53,pouvait
889,226.53,227.1,revenir
890,227.1,227.21,
891,227.21,227.45,afin
892,227.45,227.48,de
893,227.48,227.81,rentrer
894,227.81,227.95,dans
895,227.95,228.1,ses
896,228.1,228.38,bonnes
897,228.38,228.87,grâces
898,228.87,229.63,
899,229.63,230.21,Cependant
900,230.21,230.34,
901,230.34,230.45,la
902,230.45,230.68,belle
903,230.68,231.2,princesse
904,231.2,231.6,ordonna
905,231.6,231.81,qu’un
906,231.81,232.15,chemin
907,232.15,232.81,splendide
908,232.81,232.88,et
909,232.88,233.17,tout
910,233.17,233.4,en
911,233.4,233.63,or
912,233.63,233.86,fût
913,233.86,234.41,disposé
914,234.41,234.68,devant
915,234.68,234.87,son
916,234.87,235.34,palais
917,235.34,235.73,
918,235.73,235.84,et
919,235.84,235.93,que
920,235.93,236.03,le
921,236.03,236.58,visiteur
922,236.58,236.74,qui
923,236.74,237.14,viendrait
924,237.14,237.18,à
925,237.18,237.7,cheval
926,237.7,237.79,au
927,237.79,238.15,milieu
928,238.15,238.21,de
929,238.21,238.31,la
930,238.31,238.59,route
931,238.59,238.73,fût
932,238.73,238.8,
933,238.8,239.24,aussitôt
934,239.24,239.85,introduit
935,239.85,240.25,
936,240.25,240.41,car
937,240.41,241.13,celui-là
938,241.13,241.25,
939,241.25,241.55,serait
940,241.55,241.67,le
941,241.67,241.94,vrai
942,241.94,242.5,chevalier
943,242.5,242.66,qu’elle
944,242.66,243.23,attendait
945,243.23,244.24,
946,244.24,244.33,Mais
947,244.33,244.53,ses
948,244.53,244.75,gens
949,244.75,245.02,devaient
950,245.02,245.54,refuser
951,245.54,245.57,l’
952,245.57,245.9,entrée
953,245.9,245.93,à
954,245.93,246.54,quiconque
955,246.54,247.03,s’avancerait
956,247.03,247.36,sur
957,247.36,247.41,un
958,247.41,247.63,des
959,247.63,247.71,
960,247.71,248.29,côtés
961,248.29,248.5,
962,248.5,248.68,car
963,248.68,248.8,ce
964,248.8,248.85,ne
965,248.85,249.04,serait
966,249.04,249.33,point
967,249.33,249.4,le
968,249.4,249.6,vrai
969,249.6,250.23,prétendant
970,250.23,250.99,
971,250.99,251.1,Quand
972,251.1,251.23,le
973,251.23,251.36,temps
974,251.36,251.76,fixé
975,251.76,251.92,fut
976,251.92,252.3,presque
977,252.3,252.74499,entièrement
978,252.74499,253.17,écoulé
979,253.17,253.22,l’
980,253.22,253.48,aîné
981,253.48,253.66,des
982,253.66,253.82,trois
983,253.82,254.2,frères
984,254.2,254.58,pensa
985,254.58,254.78,qu’il
986,254.78,254.89,lui
987,254.89,255.13,fallait
988,255.13,255.37,se
989,255.37,255.67,hâter
990,255.67,255.73,d’
991,255.73,255.89,aller
992,255.89,256.19,trouver
993,256.19,256.29,la
994,256.29,256.99,princesse
995,256.99,257.36,
996,257.36,257.45,et
997,257.45,257.57,de
998,257.57,257.77,se
999,257.77,258.16,déclarer
1000,258.16,258.38,son
1001,258.38,258.81,sauveur
1002,258.81,258.96,pour
1003,258.96,259.44,obtenir
1004,259.44,259.6,sa
1005,259.6,259.81,main
1006,259.81,259.85,et
1007,259.85,260.13,son
1008,260.13,260.48,royaume
1009,260.48,260.77,avec
1010,260.77,260.95,elle
1011,260.95,261.05,Le
1012,261.05,261.91,
1013,261.91,262.18,voilà
1014,262.18,262.42,donc
1015,262.42,262.71,parti
1016,262.71,262.92,sur
1017,262.92,263.13,son
1018,263.13,263.61,cheval
1019,263.61,264.13,
1020,264.13,264.41,quand
1021,264.41,264.49,il
1022,264.49,264.79,arriva
1023,264.79,265.1,devant
1024,265.1,265.16,le
1025,265.16,265.63,palais
1026,265.63,265.77,et
1027,265.77,266.43,
1028,266.43,266.62,qu’il
1029,266.62,266.8,vit
1030,266.8,266.9,la
1031,266.9,267.5,splendide
1032,267.5,267.7,route
1033,267.7,267.95,d’
1034,267.95,268.35,or
1035,268.35,268.85,
1036,268.85,269.12,il
1037,269.12,269.37,se
1038,269.37,269.69,dit
1039,269.69,270.28,
1040,270.28,270.4,Ce
1041,270.4,270.76,serait
1042,270.76,271.18,dommage
1043,271.18,271.21,de
1044,271.21,271.54,marcher
1045,271.54,272.11,dessus
1046,272.11,272.6,
1047,272.6,272.67,Et
1048,272.67,272.81,il
1049,272.81,273.25,détourna
1050,273.25,273.44,son
1051,273.44,273.77,cheval
1052,273.77,273.88,à
1053,273.88,274.31,droite
1054,274.31,274.92,
1055,274.92,274.98,Mais
1056,274.98,275.38,lorsqu’il
1057,275.38,275.55,fut
1058,275.55,275.72,devant
1059,275.72,275.83,la
1060,275.83,276.15,porte
1061,276.15,276.23,les
1062,276.23,276.39,gens
1063,276.39,276.44,de
1064,276.44,276.53,la
1065,276.53,276.99,princesse
1066,276.99,277.17,lui
1067,277.17,277.3,dirent
1068,277.3,277.53,qu’il
1069,277.53,277.69,n’était
1070,277.69,277.85,pas
1071,277.85,277.96,le
1072,277.96,278.18,vrai
1073,278.18,278.93,prétendant
1074,278.93,279.18,
