phonemes;phoneme_onset;phoneme_offset;words;word_onset;word_offset;cohort_entropy;cohort_surprisal;word_freq;word_entropy_GPT;word_surprisal_GPT;word_number;entropy_class
t;0.86;0.94;Toen;0.86;1.08;4.483571098705468;5.057095733487645;9.803345874381268;9.634052;14.51256;1;1.0
u;0.94;1.0;Toen;0.86;1.08;0.1430245191853729;2.424332728489083;9.803345874381268;9.634052;14.51256;1;1.0
n;1.0;1.08;Toen;0.86;1.08;0.0247429737974709;0.9251646949197057;9.803345874381268;9.634052;14.51256;1;1.0
Ei;1.08;1.14;hij;1.08;1.14;4.483571098705468;9.259177356576863;6.773226710587824;6.841644;4.66757;2;-1.0
a:;1.14;1.23;aan;1.14;1.28;4.483571098705468;6.962709981974042;7.98253768182148;7.515012;6.0639715;3;1.0
n;1.23;1.28;aan;1.14;1.28;0.0705211670536635;0.6635924069825271;7.98253768182148;7.515012;6.0639715;3;1.0
@;1.28;1.32;het;1.28;1.35;4.483571098705468;5.103190997215755;5.312395807632838;4.16016;2.022092;4;-1.0
d;1.32;1.35;het;1.28;1.35;0.0042615261749808;7.960989089916713;5.312395807632838;4.16016;2.022092;4;-1.0
k;1.35;1.43;kasteel;1.35;1.74;4.483571098705468;4.803206420928256;15.10219848936875;6.849167;12.1684065;5;-1.0
A;1.43;1.46;kasteel;1.35;1.74;0.1819884758179738;3.695268391262293;15.10219848936875;6.849167;12.1684065;5;-1.0
s;1.46;1.55;kasteel;1.35;1.74;0.018609378412798;4.191692924338793;15.10219848936875;6.849167;12.1684065;5;-1.0
t;1.55;1.59;kasteel;1.35;1.74;0.0019925934979604;0.9946773396866428;15.10219848936875;6.849167;12.1684065;5;-1.0
e:;1.59;1.66;kasteel;1.35;1.74;0.0016890495225819;1.667589659120437;15.10219848936875;6.849167;12.1684065;5;-1.0
l;1.66;1.74;kasteel;1.35;1.74;0.0012357962954204;1.2049430800447425;15.10219848936875;6.849167;12.1684065;5;-1.0
