phonemes;phoneme_onset;phoneme_offset;words;word_onset;word_offset;cohort_entropy;cohort_surprisal;word_freq;word_entropy_GPT;word_surprisal_GPT;word_number;entropy_class
h;0.15;0.18;hij;0.15;0.29;4.483571098705468;3.9195567556242334;6.773226710587824;9.634052;10.335261;1;1.0
Ei;0.18;0.29;hij;0.15;0.29;0.2428258873032413;8.481156837496973;6.773226710587824;9.634052;10.335261;1;1.0
h;0.29;0.34;hoopte;0.29;0.73;4.483571098705468;3.9195567556242334;14.776215877818915;7.4485226;15.180092;2;-1.0
o:;0.34;0.55;hoopte;0.29;0.73;0.2428258873032413;3.5734475136668262;14.776215877818915;7.4485226;15.180092;2;-1.0
p;0.55;0.59;hoopte;0.29;0.73;0.0280508854099498;2.3666796898984384;14.776215877818915;7.4485226;15.180092;2;-1.0
t;0.59;0.64;hoopte;0.29;0.73;0.0023359066499015;3.0749125717323587;14.776215877818915;7.4485226;15.180092;2;-1.0
@;0.64;0.73;hoopte;0.29;0.73;0.0009392695491553;2.337902125668596;14.776215877818915;7.4485226;15.180092;2;-1.0
t;0.73;0.79;dat;0.73;0.88;4.483571098705468;5.057095733487645;5.458607691326394;4.4631;1.2365775;3;-1.0
A;0.79;0.85;dat;0.73;0.88;0.1430245191853729;5.300799327779086;5.458607691326394;4.4631;1.2365775;3;-1.0
t;0.85;0.88;dat;0.73;0.88;0.0060393897079703;4.1946845108270585;5.458607691326394;4.4631;1.2365775;3;-1.0
s;0.88;0.96;zijn;0.88;1.04;4.483571098705468;5.246233841626966;6.928835288022308;5.1361823;5.112841;4;-1.0
Ei;0.96;1.04;zijn;0.88;1.04;0.1855968423441443;8.244089242502916;6.928835288022308;5.1361823;5.112841;4;-1.0
x;1.04;1.14;gelukszon;1.04;1.62;4.483571098705468;4.340400290399336;10.36967;10.371316;8.903512;5;1.0
@;1.14;1.17;gelukszon;1.04;1.62;0.2555261598127255;0.9824867473367124;10.36967;10.371316;8.903512;5;1.0
l;1.17;1.25;gelukszon;1.04;1.62;0.1753345682120312;2.8826432376553206;10.36967;10.371316;8.903512;5;1.0
u;1.25;1.29;gelukszon;1.04;1.62;0.0283072681230915;2.262262019325064;10.36967;10.371316;8.903512;5;1.0
k;1.29;1.37;gelukszon;1.04;1.62;0.0067785734298869;0.2443120759911;10.36967;10.371316;8.903512;5;1.0
s;1.37;1.45;gelukszon;1.04;1.62;0.0046582257112885;4.856933946532376;10.36967;10.371316;8.903512;5;1.0
O;1.45;1.55;gelukszon;1.04;1.62;0.0009839808263638;5.438421816200984;10.36967;10.371316;8.903512;5;1.0
n;1.55;1.62;gelukszon;1.04;1.62;0.0008015550200124;5.104982635415569;10.36967;10.371316;8.903512;5;1.0
n;1.62;1.65;nog;1.62;1.73;4.483571098705468;4.2996423611804;7.913883490456622;8.535;9.179563;6;1.0
O;1.65;1.69;nog;1.62;1.73;0.2768493358712843;6.516341209960368;7.913883490456622;8.535;9.179563;6;1.0
G;1.69;1.73;nog;1.62;1.73;0.0063436764933466;8.86796872045362;7.913883490456622;8.535;9.179563;6;1.0
k;1.73;1.84;klaarder;1.73;2.12;4.483571098705468;4.803206420928256;10.36967;6.238896;16.268097;7;-1.0
l;1.84;1.88;klaarder;1.73;2.12;0.1819884758179738;2.7849993658413728;10.36967;6.238896;16.268097;7;-1.0
a:;1.88;2.01;klaarder;1.73;2.12;0.033471986845308;1.9960539267591748;10.36967;6.238896;16.268097;7;-1.0
r;2.01;2.05;klaarder;1.73;2.12;0.0082037788808673;0.1774426778710054;10.36967;6.238896;16.268097;7;-1.0
d;2.05;2.09;klaarder;1.73;2.12;0.0018032240895448;6.371237744883306;10.36967;6.238896;16.268097;7;-1.0
@;2.09;2.12;klaarder;1.73;2.12;0.000802415124974;5.049705881281498;10.36967;6.238896;16.268097;7;-1.0
z;2.12;2.2;zou;2.12;2.28;4.483571098705468;4.235657497565434;8.597180369864313;1.5504843;0.371158;8;-1.0
Au;2.2;2.28;zou;2.12;2.28;0.2872557925204286;3.5753603593526977;8.597180369864313;1.5504843;0.371158;8;-1.0
x;2.28;2.35;gaan;2.28;2.42;4.483571098705468;4.340400290399336;8.516877394880435;1.4274492;7.846795;9;-1.0
a:;2.35;2.39;gaan;2.28;2.42;0.2555261598127255;2.5808478774447385;8.516877394880435;1.4274492;7.846795;9;-1.0
n;2.39;2.42;gaan;2.28;2.42;0.0281466659687705;0.151493684619231;8.516877394880435;1.4274492;7.846795;9;-1.0
s;2.42;2.5;schijnen;2.42;2.87;4.483571098705468;5.246233841626966;16.77336242464395;3.6554065;13.116568;10;-1.0
