phonemes;phoneme_onset;phoneme_offset;words;word_onset;word_offset;cohort_entropy;cohort_surprisal;word_freq;word_entropy_GPT;word_surprisal_GPT;word_number;entropy_class
a~;14.82;14.93;demanda;14.67;15.06;0.0097260635706107;1.8381753612341645;17.81933856757249;3.3938339;4.1533732;48;-1.0
d;14.93;14.97;demanda;14.67;15.06;0.0035944905227527;0.2364708814446094;17.81933856757249;3.3938339;4.1533732;48;-1.0
a;14.97;15.06;demanda;14.67;15.06;0.002394544670966;4.727809345545401;17.81933856757249;3.3938339;4.1533732;48;-1.0
l;15.06;15.11;la;15.06;15.19;4.409139780035069;3.755260160408023;5.814498696260873;5.289447;4.7280006;49;-1.0
a;15.11;15.19;la;15.06;15.19;0.2258054342494331;1.7693520610671596;5.814498696260873;5.289447;4.7280006;49;-1.0
k;15.19;15.34;cause;15.19;15.47;4.409139780035069;4.296214187739292;11.933501427475054;4.027906;1.9423827;50;-1.0
o;15.34;15.42;cause;15.19;15.47;0.385222146039297;4.404857438832798;11.933501427475054;4.027906;1.9423827;50;-1.0
z;15.42;15.47;cause;15.19;15.47;0.0294929896905872;6.576917791891551;11.933501427475054;4.027906;1.9423827;50;-1.0
d;15.47;15.54;d';15.47;15.54;4.409139780035069;3.5165938505373138;6.964068759155997;1.0708507;6.0775204;51;-1.0
y;15.54;15.61;une;15.54;15.7;4.409139780035069;6.506829787871369;6.793146780513575;1.6959375;1.1857655;52;-1.0
n;15.61;15.7;une;15.54;15.7;0.0080592974642714;1.826414231116221;6.793146780513575;1.6959375;1.1857655;52;-1.0
p;15.7;15.77;pareille;15.7;16.04;4.409139780035069;3.5300816532272266;15.197249193091684;5.981795;4.994282;53;-1.0
a;15.77;15.86;pareille;15.7;16.04;0.3111310643031198;3.3044449540316907;15.197249193091684;5.981795;4.994282;53;-1.0
R;15.86;15.9;pareille;15.7;16.04;0.0395702697469887;0.5137488120570814;15.197249193091684;5.981795;4.994282;53;-1.0
E;15.9;15.94;pareille;15.7;16.04;0.0336545255177201;4.844458609573619;15.197249193091684;5.981795;4.994282;53;-1.0
j;15.94;16.04;pareille;15.7;16.04;0.0018550390680333;0.807250281628109;15.197249193091684;5.981795;4.994282;53;-1.0
t;16.04;16.17;tristesse;16.04;16.9;4.409139780035069;3.99745621873046;16.09239559601491;7.767341;4.3767414;54;1.0
R;16.17;16.24;tristesse;16.04;16.9;0.1801079616834537;1.0022456348444526;16.09239559601491;7.767341;4.3767414;54;1.0
i;16.24;16.29;tristesse;16.04;16.9;0.0902105783922021;6.2697115978001925;16.09239559601491;7.767341;4.3767414;54;1.0
s;16.29;16.43;tristesse;16.04;16.9;0.0030780633077132;2.7587141143933724;16.09239559601491;7.767341;4.3767414;54;1.0
t;16.43;16.48;tristesse;16.04;16.9;0.0012395962343609;1.333775427721415;16.09239559601491;7.767341;4.3767414;54;1.0
E;16.48;16.6;tristesse;16.04;16.9;0.0008906075547433;4.383880585630121;16.09239559601491;7.767341;4.3767414;54;1.0
s;16.6;16.9;tristesse;16.04;16.9;0.0008523410684592;4.313068117967134;16.09239559601491;7.767341;4.3767414;54;1.0
i;17.6;17.69;Ils;17.6;17.69;4.409139780035069;5.083806629288414;8.196409154968887;1.857063;15.771633;55;-1.0
l;17.69;17.72;lui;17.69;17.78;4.409139780035069;3.755260160408023;8.606546025913323;7.8633776;6.563075;56;1.0
H;17.72;17.75;lui;17.69;17.78;0.2258054342494331;11.694211657307571;8.606546025913323;7.8633776;6.563075;56;1.0
i;17.75;17.78;lui;17.69;17.78;0.0009795730541815;2.335751933624913;8.606546025913323;7.8633776;6.563075;56;1.0
R;17.78;17.84;racontèrent;17.78;18.27;4.409139780035069;5.400144139330587;24.841706380600947;6.7182527;6.4124527;57;1.0
a;17.84;17.92;racontèrent;17.78;18.27;0.0953729016601603;3.265370115793717;24.841706380600947;6.7182527;6.4124527;57;1.0
k;17.92;17.95;racontèrent;17.78;18.27;0.0136633896586033;2.471568027645481;24.841706380600947;6.7182527;6.4124527;57;1.0
o~;17.95;18.06;racontèrent;17.78;18.27;0.0031584232885938;0.4507580752323148;24.841706380600947;6.7182527;6.4124527;57;1.0
t;18.06;18.11;racontèrent;17.78;18.27;0.0028995649117323;0.4339117738633301;24.841706380600947;6.7182527;6.4124527;57;1.0
E;18.11;18.2;racontèrent;17.78;18.27;0.0013601749626769;2.212000473697108;24.841706380600947;6.7182527;6.4124527;57;1.0
R;18.2;18.27;racontèrent;17.78;18.27;0.0008340056439401;5.206421696447373;24.841706380600947;6.7182527;6.4124527;57;1.0
k;18.27;18.35;que;18.27;18.4;4.409139780035069;4.296214187739292;7.781087842752731;5.22372;3.4064565;58;-1.0
@;18.35;18.4;que;18.27;18.4;0.385222146039297;3.5707096236999503;7.781087842752731;5.22372;3.4064565;58;-1.0
l;18.4;18.44;leur;18.4;18.57;4.409139780035069;3.755260160408023;11.63403107834938;6.2118936;4.8040996;59;1.0
9;18.44;18.5;leur;18.4;18.57;0.2258054342494331;4.595465420187238;11.63403107834938;6.2118936;4.8040996;59;1.0
R;18.5;18.57;leur;18.4;18.57;0.0139944454866439;0.0419912569163523;11.63403107834938;6.2118936;4.8040996;59;1.0
p;18.57;18.67;père;18.57;18.83;4.409139780035069;3.5300816532272266;10.002584625804237;6.5094523;1.977043;60;1.0
E;18.67;18.76;père;18.57;18.83;0.3111310643031198;4.618915031868996;10.002584625804237;6.5094523;1.977043;60;1.0
R;18.76;18.83;père;18.57;18.83;0.0184821073247751;0.5308192718555578;10.002584625804237;6.5094523;1.977043;60;1.0
e;18.83;18.88;était;18.83;19.0;4.409139780035069;4.815820454336018;8.380035098324694;4.280152;2.4823384;61;-1.0
t;18.88;18.96;était;18.83;19.0;0.1119471762885376;0.2644813232583665;8.380035098324694;4.280152;2.4823384;61;-1.0
E;18.96;19.0;était;18.83;19.0;0.0887536094610283;0.1013428745692294;8.380035098324694;4.280152;2.4823384;61;-1.0
f;19.0;19.14;fort;19.0;19.26;4.409139780035069;5.119777020762284;12.060210054696004;6.174808;8.429124;62;1.0
O;19.14;19.21;fort;19.0;19.26;0.1443510723472446;5.0918734309674285;12.060210054696004;6.174808;8.429124;62;1.0
R;19.21;19.26;fort;19.0;19.26;0.0060226307865123;0.1545642152614393;12.060210054696004;6.174808;8.429124;62;1.0
m;19.26;19.34;malade;19.26;19.77;4.409139780035069;4.216572460592083;12.34676748279347;7.282385;2.6883397;63;1.0
a;19.34;19.43;malade;19.26;19.77;0.2093762024126659;3.509233286394972;12.34676748279347;7.282385;2.6883397;63;1.0
l;19.43;19.48;malade;19.26;19.77;0.0253246519836843;2.7562735814526973;12.34676748279347;7.282385;2.6883397;63;1.0
a;19.48;19.61;malade;19.26;19.77;0.0051710517207452;1.828245893312535;12.34676748279347;7.282385;2.6883397;63;1.0
d;19.61;19.77;malade;19.26;19.77;0.002138272398295;0.5742155841484675;12.34676748279347;7.282385;2.6883397;63;1.0
e;20.04;20.21;et;20.04;20.21;4.409139780035069;4.815820454336018;6.126714125197328;2.4557104;1.9426893;64;-1.0
k;20.21;20.27;qu'il;20.21;20.41;4.409139780035069;4.296214187739292;10.76702;4.1856465;1.1469113;65;-1.0
y;20.27;20.3;qu'il;20.21;20.41;0.385222146039297;8.334905208781201;10.76702;4.1856465;1.1469113;65;-1.0
i;20.3;20.38;qu'il;20.21;20.41;0.0030131537440004;7.474273787722556;10.76702;4.1856465;1.1469113;65;-1.0
j;20.38;20.41;qu'il;20.21;20.41;0.0008333963937691;5.247927513443586;10.76702;4.1856465;1.1469113;65;-1.0
a;20.41;20.51;allait;20.41;20.72;4.409139780035069;3.794193287838337;12.737981458099565;5.0714393;6.2062016;66;-1.0
l;20.51;20.56;allait;20.41;20.72;0.2290040949793377;2.822961061731484;12.737981458099565;5.0714393;6.2062016;66;-1.0
E;20.56;20.72;allait;20.41;20.72;0.0407948838050389;3.0984225462905823;12.737981458099565;5.0714393;6.2062016;66;-1.0
a;20.72;20.76;à;20.72;20.76;4.409139780035069;3.794193287838337;6.209354846536233;5.3415923;4.5598283;67;-1.0
k;20.76;20.8;coup;20.76;20.87;4.409139780035069;4.296214187739292;11.17737021362848;5.4499917;13.289585;68;-1.0
u;20.8;20.87;coup;20.76;20.87;0.385222146039297;5.856774780381494;11.17737021362848;5.4499917;13.289585;68;-1.0
s;20.87;21.01;sûr;20.87;21.15;4.409139780035069;3.649530068972856;10.136002004265144;0.410629;0.053659458;69;-1.0
