,onset,offset,phones
461,48.48,48.63,e:
462,48.63,48.72,r
463,48.72,49.01,<p:>
464,49.01,49.07,t
465,49.07,49.13,A
466,49.13,49.17,t
467,49.17,49.32,n
468,49.32,49.42,i
469,49.42,49.45,m
470,49.45,49.56,A
471,49.56,49.59,n
472,49.59,49.66,t
473,49.66,49.71,E
474,49.71,49.76,r
475,49.76,49.86,i
476,49.86,49.92,t
477,49.92,49.95,s
478,49.95,50.07,a:
479,50.07,50.1,n
480,50.1,50.15,f
481,50.15,50.18,@
482,50.18,50.21,h
483,50.21,50.28,E
484,50.28,50.4,l
485,50.4,50.45,p
486,50.45,50.48,@
487,50.48,50.6,k
488,50.6,50.72,A
489,50.72,50.82,m
490,50.82,52.06,<p:>
491,52.06,52.14,a:
492,52.14,52.17,n
493,52.17,52.22,E
494,52.22,52.26,t
495,52.26,52.3,h
496,52.3,52.39,u
497,52.39,52.44,t
498,52.44,52.52,j
499,52.52,52.6,h
500,52.6,52.71,E
501,52.71,52.77,p
502,52.77,52.8,@
503,52.8,52.84,k
504,52.84,52.89,<p:>
505,52.89,52.92,n
506,52.92,53.04,i
507,53.04,53.11,t
508,53.11,53.21,s
509,53.21,53.62,<p:>
510,53.62,53.71,E
511,53.71,53.74,n
512,53.74,53.79,@
513,53.79,53.85,k
514,53.85,53.88,w
515,53.88,53.91,I
516,53.91,53.95,l
517,53.95,54.0,@
518,54.0,54.04,t
519,54.04,54.1,<p:>
520,54.1,54.13,G
521,54.13,54.16,r
522,54.16,54.31,a:
523,54.31,54.36499,x
524,54.36499,54.45998,x
525,54.45998,54.6,e:
526,54.6,54.63,v
527,54.63,54.68,@
528,54.68,54.78,f
529,54.78,54.81,O
530,54.81,54.9,j
531,54.9,54.93,@
532,54.93,55.03,k
533,55.03,55.08,l
534,55.08,55.18,e:
535,55.18,55.33,t
536,55.33,55.4,j
537,55.4,55.44,@
538,55.44,56.77,<p:>
539,56.77,56.82,d
540,56.82,56.93,A
541,56.93,56.97,t
542,56.97,57.03,<p:>
543,57.03,57.14,x
544,57.14,57.19,@
545,57.19,57.23,l
546,57.23,57.29,o:
547,57.29,57.32,f
548,57.32,57.38,@
549,57.38,57.45,k
550,57.45,57.5,w
551,57.5,57.57,E
552,57.57,57.76,l
553,57.76,57.82,z
554,57.82,57.91,Ei
555,57.91,57.99,h
556,57.99,58.21,Ei
557,58.21,58.59,<p:>
558,58.59,58.64,n
559,58.64,58.72,A
560,58.72,58.76,m
561,58.76,58.82,@
562,58.82,58.88,t
563,58.88,58.92,h
564,58.92,58.99,u
565,58.99,59.09,t
566,59.09,59.15,j
567,59.15,59.21,@
568,59.21,59.53,<p:>
569,59.53,59.61,E
570,59.61,59.66,l
571,59.66,59.72,i
572,59.72,59.76,t
573,59.76,59.83,z
574,59.83,59.86,@
575,59.86,59.89,n
576,59.89,59.94,<p:>
577,59.94,59.97,k
578,59.97,60.02,l
579,60.02,60.14,e:
580,60.14,60.22,t
581,60.22,60.27,j
582,60.27,60.42,A
583,60.42,60.53,x
584,60.53,60.6,t
585,60.6,60.78,@
586,60.78,62.77,<p:>
587,62.77,62.84,m
588,62.84,62.89,a:
589,62.89,62.93,r
590,62.93,63.02,<p:>
591,63.02,63.1,t
592,63.1,63.22,u
593,63.22,63.27,n
594,63.27,63.32,h
595,63.32,63.48,Ei
596,63.48,63.51,@
597,63.51,63.68,Ei
598,63.68,63.71,n
599,63.71,63.78,t
600,63.78,63.83,j
601,63.83,63.92,f
602,63.92,64.08,E
603,64.08,64.13,r
604,64.13,64.16,w
605,64.16,64.32,A
606,64.32,64.44,s
607,64.44,64.54,k
608,64.54,64.59,l
609,64.59,64.64,O
610,64.64,64.74,p
611,64.74,64.79,t
612,64.79,64.94,Ei
613,64.94,64.98,O
614,64.98,65.06,b
615,65.06,65.09,@
616,65.09,65.14,t
617,65.14,65.18,r
618,65.18,65.29,A
619,65.29,65.34,n
620,65.34,65.43,s
621,65.43,65.47,E
622,65.47,65.51,l
623,65.51,65.58,t
624,65.58,65.64,j
625,65.64,65.73,@
626,65.73,66.07,<p:>
627,66.07,66.16,E
628,66.16,66.25,z
629,66.25,66.35,Ei
630,66.35,66.47,s
631,66.47,66.56,O
632,66.56,66.59,l
633,66.59,66.65,d
634,66.65,66.88,a:
635,66.88,66.97,t
636,66.97,67.06,@
637,67.06,67.3,<p:>
638,67.3,67.37,m
639,67.37,67.44,u
640,67.44,67.53,s
641,67.53,67.58,@
642,67.58,67.65,t
643,67.65,67.7,Y
644,67.7,67.76,n
645,67.76,67.79,t
646,67.79,67.85,d
647,67.85,67.94,u
648,67.94,68.0,k
649,68.0,68.04,j
650,68.04,68.13,t
651,68.13,68.18,r
652,68.18,68.25,Y
653,68.25,68.34,x
654,68.34,68.37,h
655,68.37,68.54,a:
656,68.54,68.6,l
657,68.6,68.71,@
658,68.71,68.76,n
659,68.76,70.52,<p:>
660,70.52,70.56,h
661,70.56,70.6,E
662,70.6,70.66,t
663,70.66,70.72,k
664,70.72,70.76,O
665,70.76,70.82,m
666,70.82,70.89,t
667,70.89,70.98,A
668,70.98,71.03,l
669,71.03,71.07,@
670,71.07,71.13,z
671,71.13,71.17,b
672,71.17,71.21,Ei
673,71.21,71.24,E
674,71.24,71.34,l
675,71.34,71.44,k
676,71.44,71.62,a:
677,71.62,71.65,d
678,71.65,71.68,A
679,71.68,71.76,x
680,71.76,71.81,t
681,71.81,71.85,h
682,71.85,72.09,Ei
683,72.09,72.51,<p:>
684,72.51,72.6,E
685,72.6,72.65,n
686,72.65,72.7,<p:>
687,72.7,72.75,t
688,72.75,72.89,I
689,72.89,72.98,z
690,72.98,73.02,O
691,73.02,73.07,f
692,73.07,73.15,m
693,73.15,73.19,Ei
694,73.19,73.23,n
695,73.23,73.35,x
696,73.35,73.44,@
697,73.44,73.49,l
698,73.49,73.54,Y
699,73.54,73.57,k
700,73.57,73.65,<p:>
701,73.65,73.68,n
702,73.68,73.72,O
703,73.72,73.76,x
704,73.76,73.86,n
705,73.86,73.95,i
706,73.95,73.99,t
707,73.99,74.04,t
708,74.04,74.09,E
709,74.09,74.29,Ei
710,74.29,74.37,n
711,74.37,74.43,d
712,74.43,74.49,@
713,74.49,74.54,<p:>
714,74.54,74.64,@
715,74.64,74.87,s
716,74.87,76.72,<p:>
717,76.72,76.82,E
718,76.82,76.92,z
719,76.92,76.99,Ei
720,76.99,77.09,G
721,77.09,77.13,@
722,77.13,77.21,d
723,77.21,77.28,A
724,77.28,77.37,x
725,77.37,77.44,t
726,77.44,77.49,@
727,77.49,77.56,h
728,77.56,77.62,A
729,77.62,77.66,d
730,77.66,77.69,@
731,77.69,77.74,@
732,77.74,77.77,m
733,77.77,77.8,n
734,77.8,77.86,i
735,77.86,77.89,d
736,77.89,77.97,b
737,77.97,78.04,@
738,78.04,78.15,d
739,78.15,78.19,r
740,78.19,78.34,o:
741,78.34,78.44,G
742,78.44,78.51,@
743,78.51,79.45,<p:>
744,79.45,79.5,t
745,79.5,79.54,Y
746,79.54,79.57,n
747,79.57,79.62,h
748,79.62,79.73,Ei
749,79.73,79.8,w
750,79.8,79.95,e:
751,79.95,79.99,r
752,79.99,80.06,@
753,80.06,80.09,n
754,80.09,80.14,d
755,80.14,80.2,A
756,80.2,80.27,x
757,80.27,80.35,x
758,80.35,80.38,@
759,80.38,80.43,l
760,80.43,80.6,o:
761,80.6,80.68,p
762,80.68,80.72,@
763,80.72,80.8,h
764,80.8,80.91,A
765,80.91,81.02,t
766,81.02,81.45,<p:>
767,81.45,81.49,k
768,81.49,81.52,w
769,81.52,81.58,A
770,81.58,81.61,m
771,81.61,81.69,Ei
772,81.69,81.75,b
773,81.75,81.87,Ei
774,81.87,81.9,@
775,81.9,81.96,n
776,81.96,82.0,d
777,82.0,82.11,E
778,82.11,82.14,r
779,82.14,82.17,d
780,82.17,82.21,@
781,82.21,82.29,k
782,82.29,82.44,o:
783,82.44,82.48,l
784,82.48,82.51,@
785,82.51,82.58,b
786,82.58,82.63,r
787,82.63,82.75,A
788,82.75,82.79,n
789,82.79,82.83,d
790,82.83,82.98,@
791,82.98,83.38,<p:>
792,83.38,83.44,d
793,83.44,83.55,i
794,83.55,83.63,E
795,83.63,83.7,m
796,83.7,83.81,A
797,83.81,83.9,s
798,83.9,83.95,t
799,83.95,84.0,@
800,84.0,84.09,v
801,84.09,84.23,O
802,84.23,84.36,r
803,84.36,84.46,@
804,84.46,84.49,Z
805,84.49,84.52,@
806,84.52,84.61,m
807,84.61,85.03,<p:>
808,85.03,85.13,O
809,85.13,85.16,p
810,85.16,85.28,d
811,85.28,85.33,r
812,85.33,85.45,o:
813,85.45,85.52,G
814,85.52,85.55,@
815,85.55,85.73,a:
816,85.73,85.79,r
817,85.79,85.83,d
818,85.83,85.91,A
819,85.91,86.01,p
820,86.01,86.04,@
821,86.04,86.07,l
822,86.07,86.12,@
823,86.12,86.22,n
824,86.22,86.41,o:
825,86.41,86.44,d
826,86.44,86.56,@
827,86.56,87.83,<p:>
828,87.83,87.93,h
829,87.93,88.02,Ei
830,88.02,88.08,l
831,88.08,88.17,i
832,88.17,88.23,t
833,88.23,88.3,E
834,88.3,88.38,m
835,88.38,88.42,w
836,88.42,88.59,e:
837,88.59,88.66,r
838,88.66,88.73,f
839,88.73,88.77,A
840,88.77,88.84,z
841,88.84,88.9,Ei
842,88.9,88.95,<p:>
843,88.95,88.99,t
844,88.99,89.14,o:
845,89.14,89.2,v
846,89.2,89.23,@
847,89.23,89.33,k
848,89.33,89.38,l
849,89.38,89.53,e:
850,89.53,89.62,t
851,89.62,89.67,j
852,89.67,89.7,@
853,89.7,89.75,m
854,89.75,89.89,e:
855,89.89,90.1,e:
856,90.1,90.22,t
857,90.22,90.3,@
858,90.3,90.76,<p:>
859,90.76,90.81,E
860,90.81,90.84,d
861,90.84,90.89,A
862,90.89,90.93,t
863,90.93,91.0,s
864,91.0,91.06,m
865,91.06,91.18,a:
866,91.18,91.26,k
867,91.26,91.29,t
868,91.29,91.32,@
869,91.32,91.37,d
870,91.37,91.41,E
871,91.41,91.54,k
872,91.54,91.68,o:
873,91.68,91.72,l
874,91.72,91.78,@
875,91.78,91.82,b
876,91.82,91.85,r
877,91.85,91.94,A
878,91.94,92.0,n
879,92.0,92.04,d
880,92.04,92.07,@
881,92.07,92.21,s
882,92.21,92.42,o:
883,92.42,92.52,x
884,92.52,92.66,u
885,92.66,92.76,t
886,92.76,93.16,<p:>
887,93.16,93.2,d
888,93.2,93.3,A
889,93.3,93.37,t
890,93.37,93.44,Ei
891,93.44,93.48,h
892,93.48,93.52,E
893,93.52,93.57,m
894,93.57,93.66,t
895,93.66,93.7,E
896,93.7,93.76,n
897,93.76,93.79,l
898,93.79,93.96,a:
899,93.96,94.09,t
900,94.09,94.12,s
901,94.12,94.15,t
902,94.15,94.26,@
903,94.26,94.49,<p:>
904,94.49,94.53,@
905,94.53,94.61,N
906,94.61,94.65,h
907,94.65,94.84,o:
908,94.84,94.89,r
909,94.89,94.95,n
910,94.95,94.99,t
911,94.99,95.06,j
912,95.06,95.14,E
913,95.14,95.19,r
914,95.19,95.25,f
915,95.25,95.28,O
916,95.28,95.48,a:
917,95.48,95.54,m
918,95.54,95.57,b
919,95.57,95.76,o:
920,95.76,95.85,t
921,95.85,96.13,<p:>
922,96.13,96.19,t
923,96.19,96.25,A
924,96.25,96.28,d
925,96.28,96.31,n
926,96.31,96.39,O
927,96.39,96.45,x
928,96.45,96.54,h
929,96.54,96.68,e:
930,96.68,96.73,l
931,96.73,96.9,A
932,96.9,96.96,n
933,96.96,96.99,d
934,96.99,97.02,@
935,97.02,97.05,r
936,97.05,97.08,@
937,97.08,97.27,Ei
938,97.27,97.32,G
939,97.32,97.35,@
940,97.35,97.42,s
941,97.42,97.51,x
942,97.51,97.57,A
943,97.57,97.64,p
944,97.64,97.69,@
945,97.69,97.79,h
946,97.79,97.92,A
947,97.92,97.97,t
948,97.97,98.17,A
949,98.17,98.25,s
950,98.25,98.28,@
951,98.28,98.32,t
952,98.32,98.39,h
953,98.39,98.47,u
954,98.47,98.55,t
955,98.55,98.61,j
956,98.61,98.66,@
957,98.66,99.87,<p:>
958,99.87,99.97,A
959,99.97,100.04,s
960,100.04,100.1,m
961,100.1,100.15,E
962,100.15,100.21,@
963,100.21,100.28,O
964,100.28,100.32,b
965,100.32,100.37,<p:>
966,100.37,100.4,b
967,100.4,100.44,l
968,100.44,100.56,i
969,100.56,100.7,s
970,100.7,101.08,<p:>
971,101.08,101.11,t
972,101.11,101.2,A
973,101.2,101.33,f
974,101.33,101.44,i
975,101.44,101.5,l
976,101.5,101.63,@
977,101.63,101.69,<p:>
978,101.69,101.78,v
979,101.78,101.95,e:
980,101.95,102.02,l
981,102.02,102.08,@
982,102.08,102.15,m
983,102.15,102.35,y
984,102.35,102.39,r
985,102.39,102.43,@
986,102.43,102.53,E
987,102.53,102.64,f
988,102.64,102.68,E
989,102.68,102.79,s
990,102.79,102.83,t
991,102.83,102.86,I
992,102.86,102.94,N
993,102.94,103.04,w
994,103.04,103.07,E
995,103.07,103.14,r
996,103.14,103.22,@
997,103.22,103.32,k
998,103.32,103.38,@
999,103.38,103.75,<p:>
1000,103.75,103.83,E
1001,103.83,103.86,n
1002,103.86,103.97,<p:>
1003,103.97,104.14,Ei
1004,104.14,104.17,n
1005,104.17,104.21,d
1006,104.21,104.25,l
1007,104.25,104.28,@
1008,104.28,104.36,g
1009,104.36,104.42,<p:>
1010,104.42,104.54,A
1011,104.54,104.57,l
1012,104.57,104.6,@
1013,104.6,104.73,s
1014,104.73,104.79,t
1015,104.79,104.95,e:
1016,104.95,104.98,d
1017,104.98,105.08,E
1018,105.08,105.14,n
1019,105.14,105.19,d
1020,105.19,105.28,O
1021,105.28,105.35,r
1022,105.35,105.42,p
1023,105.42,105.45,@
1024,105.45,105.5,I
1025,105.5,105.58,n
1026,105.58,105.68,<p:>
1027,105.68,105.71,p
1028,105.71,105.88,ui
1029,105.88,105.97,n
1030,105.97,106.86,<p:>
1031,106.86,106.9,h
1032,106.9,106.96,Ei
1033,106.96,107.06,x
1034,107.06,107.16,A
1035,107.16,107.22,v
1036,107.22,107.27,@
1037,107.27,107.33,d
1038,107.33,107.36,E
1039,107.36,107.46,k
1040,107.46,107.6,o:
1041,107.6,107.63,l
1042,107.63,107.68,@
1043,107.68,107.73,b
1044,107.73,107.77,r
1045,107.77,107.87,A
1046,107.87,107.92,n
1047,107.92,107.97,d
1048,107.97,108.0,@
1049,108.0,108.03,r
1050,108.03,108.06,w
1051,108.06,108.15,E
1052,108.15,108.18,l
1053,108.18,108.25,t
1054,108.25,108.33,k
1055,108.33,108.37,l
1056,108.37,108.52,e:
1057,108.52,108.59,t
1058,108.59,108.66,j
1059,108.66,108.79,f
1060,108.79,108.95,O
1061,108.95,109.05,r
1062,109.05,109.38,<p:>
1063,109.38,109.44,m
1064,109.44,109.48,A
1065,109.48,109.51,r
1066,109.51,109.56,l
1067,109.56,109.62,i
1068,109.62,109.68,t
1069,109.68,109.75,@
1070,109.75,109.78,d
1071,109.78,109.81,d
1072,109.81,109.88,o:
1073,109.88,109.92,r
1074,109.92,109.99,s
1075,109.99,110.02,@
1076,110.02,110.05,n
1077,110.05,110.08,m
1078,110.08,110.15,A
1079,110.15,110.18,n
1080,110.18,110.27,s
1081,110.27,110.33,x
1082,110.33,110.43,A
1083,110.43,110.48,p
1084,110.48,110.53,@
1085,110.53,110.57,w
1086,110.57,110.61,e:
1087,110.61,110.75,O
1088,110.75,110.78,p
1089,110.78,111.07,Ei
1090,111.07,111.2,s
1091,111.2,111.27,@
1092,111.27,111.59,<p:>
1093,111.59,111.69,z
1094,111.69,111.73,u
1095,111.73,111.76,d
1096,111.76,111.79,A
1097,111.79,111.86,t
1098,111.86,111.92,Ei
1099,111.92,112.01,<p:>
1100,112.01,112.19,Ei
1101,112.19,112.22,n
1102,112.22,112.26,d
1103,112.26,112.36,l
1104,112.36,112.39,@
1105,112.39,112.44,g
1106,112.44,112.51,d
1107,112.51,112.55,E
1108,112.55,112.59,n
1109,112.59,112.71,r
1110,112.71,112.8,A
1111,112.8,112.85,n
1112,112.85,112.97,s
1113,112.97,113.14,l
1114,113.14,113.43,<p:>
1115,113.43,113.5,E
1116,113.5,113.55,t
1117,113.55,113.6,h
1118,113.6,113.73,u
1119,113.73,113.76,t
1120,113.76,113.82,j
1121,113.82,113.85,@
